accession	contig	length	secondary_rank	n_orthogroups	c3_content	c2_content	c3_score	replicon_class	is_c3
GCF_001718795.1	NZ_CP013438.1	2339576	1	1776	0.0018	0.4458	-0.4440	chromosome2	False
GCF_001718795.1	NZ_CP013437.1	897684	2	659	0.2550	0.0045	0.2504	c3	True
GCF_001718815.1	NZ_CP013440.1	2215292	1	1604	0.0000	0.3912	-0.3912	other_megaplasmid	False
GCF_001718815.1	NZ_CP013441.1	1240344	2	714	0.2966	0.0039	0.2927	c3	True
GCF_001718835.1	NZ_CP013444.1	3417004	1	2206	0.0036	0.4818	-0.4782	chromosome2	False
GCF_001718835.1	NZ_CP013442.1	835898	2	443	0.1627	0.0010	0.1618	c3	True
GCF_001718855.1	NZ_CP013447.1	3435939	1	2238	0.0018	0.4896	-0.4878	chromosome2	False
GCF_001718855.1	NZ_CP013445.1	835894	2	449	0.1682	0.0010	0.1672	c3	True
GCF_001718875.1	NZ_CP013449.1	2042468	1	994	0.0850	0.2097	-0.1247	other_megaplasmid	False
GCF_001718895.1	NZ_CP013452.1	3069864	1	2455	0.0036	0.6172	-0.6136	chromosome2	False
GCF_001718895.1	NZ_CP013451.1	1121886	2	832	0.4684	0.0000	0.4684	c3	True
GCF_001718915.1	NZ_CP013455.1	2229737	1	1620	0.0000	0.3906	-0.3906	other_megaplasmid	False
GCF_001718915.1	NZ_CP013456.1	1210488	2	695	0.2948	0.0045	0.2902	c3	True
GCF_001718955.1	NZ_CP013461.1	3001569	1	2047	0.0163	0.4847	-0.4685	chromosome2	False
GCF_001718955.1	NZ_CP013460.1	878643	2	506	0.1718	0.0071	0.1646	c3	True
GCF_001718975.1	NZ_CP013464.1	3094056	1	2150	0.0018	0.4782	-0.4764	chromosome2	False
GCF_001718975.1	NZ_CP013465.1	824232	2	443	0.1646	0.0010	0.1636	c3	True
GCF_001718995.1	NZ_CP013466.1	2493865	1	1833	0.0000	0.4380	-0.4380	chromosome2	False
GCF_001718995.1	NZ_CP013468.1	899828	2	586	0.2532	0.0029	0.2502	c3	True
GCF_001729545.1	NZ_CP017176.1	2226175	1	981	0.0163	0.2101	-0.1938	other_megaplasmid	False
GCF_001742165.1	NZ_CP016443.1	3318880	1	2553	0.0018	0.6630	-0.6612	chromosome2	False
GCF_001742165.1	NZ_CP016444.1	1322975	2	747	0.4141	0.0036	0.4105	c3	True
GCF_001865575.2	NZ_CP017562.2	2641336	1	1289	0.0054	0.2032	-0.1978	other_megaplasmid	False
GCF_001865575.2	NZ_CP017563.2	974091	2	329	0.0163	0.0237	-0.0074	other_megaplasmid	False
GCF_001865575.2	NZ_CP017565.2	487801	3	78	0.0108	0.0029	0.0079	other_megaplasmid	False
GCF_001885195.1	NZ_CP018055.1	3190235	1	1383	0.0217	0.2718	-0.2501	other_megaplasmid	False
GCF_001887555.1	NZ_CP016910.1	3236690	1	1395	0.0217	0.2744	-0.2527	other_megaplasmid	False
GCF_001887575.1	NZ_CP016912.1	3236690	1	1397	0.0217	0.2747	-0.2530	other_megaplasmid	False
GCF_001922345.1	NZ_CP018812.1	2991945	1	1195	0.0344	0.1562	-0.1218	other_megaplasmid	False
GCF_001975065.1	NZ_CP017045.1	3272138	1	1408	0.0217	0.2773	-0.2556	other_megaplasmid	False
GCF_001975085.1	NZ_CP017047.1	3249730	1	1412	0.0235	0.2763	-0.2528	other_megaplasmid	False
GCF_001975105.1	NZ_CP017049.1	3249682	1	1411	0.0235	0.2760	-0.2525	other_megaplasmid	False
GCF_001975125.1	NZ_CP017051.1	3380426	1	1429	0.0217	0.2756	-0.2539	other_megaplasmid	False
GCF_001975145.1	NZ_CP017053.1	3380273	1	1429	0.0217	0.2756	-0.2539	other_megaplasmid	False
GCF_001980585.2	NZ_CP116600.1	3118370	1	1379	0.0217	0.2701	-0.2484	other_megaplasmid	False
GCF_001999825.1	NZ_CP019669.1	1055047	1	824	0.4503	0.0000	0.4503	c3	True
GCF_001999885.1	NZ_CP019672.1	2984720	1	2405	0.0000	0.6153	-0.6153	chromosome2	False
GCF_001999885.1	NZ_CP019673.1	964521	2	746	0.4322	0.0023	0.4299	c3	True
GCF_002007585.1	NZ_CP017239.1	3097552	1	2398	0.0000	0.5815	-0.5815	chromosome2	False
GCF_002007585.1	NZ_CP017240.1	1056196	2	818	0.4720	0.0000	0.4720	c3	True
GCF_002097715.1	NZ_CP020738.1	3308659	1	2149	0.0072	0.4951	-0.4879	chromosome2	False
GCF_002097715.1	NZ_CP020739.1	641159	2	318	0.1338	0.0029	0.1309	other_megaplasmid	False
GCF_002110945.1	NZ_CP018381.1	3287088	1	1402	0.0217	0.2769	-0.2552	other_megaplasmid	False
GCF_002110965.1	NZ_CP018392.1	3273436	1	1379	0.0217	0.2721	-0.2504	other_megaplasmid	False
GCF_002111005.1	NZ_CP018404.1	3267867	1	1406	0.0217	0.2769	-0.2552	other_megaplasmid	False
GCF_002111025.1	NZ_CP018407.1	3266006	1	1379	0.0217	0.2721	-0.2504	other_megaplasmid	False
GCF_002111045.1	NZ_CP018411.1	3263237	1	1384	0.0199	0.2705	-0.2506	other_megaplasmid	False
GCF_002111085.1	NZ_CP018374.1	3260317	1	1388	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_002111105.1	NZ_CP018419.1	3084746	1	1365	0.0217	0.2701	-0.2484	other_megaplasmid	False
GCF_002111125.1	NZ_CP018386.1	3212183	1	1388	0.0217	0.2711	-0.2494	other_megaplasmid	False
GCF_002111145.1	NZ_CP018388.1	3138916	1	1382	0.0217	0.2714	-0.2497	other_megaplasmid	False
GCF_002111165.1	NZ_CP018390.1	3245772	1	1383	0.0217	0.2708	-0.2491	other_megaplasmid	False
GCF_002111205.1	NZ_CP018398.1	3078985	1	1366	0.0217	0.2708	-0.2491	other_megaplasmid	False
GCF_002111225.1	NZ_CP018401.1	3188810	1	1351	0.0217	0.2666	-0.2449	other_megaplasmid	False
GCF_002111245.1	NZ_CP018402.1	3267789	1	1396	0.0217	0.2753	-0.2536	other_megaplasmid	False
GCF_002111265.1	NZ_CP018409.1	3265934	1	1375	0.0217	0.2708	-0.2491	other_megaplasmid	False
GCF_002111285.1	NZ_CP018415.1	3245094	1	1374	0.0199	0.2682	-0.2483	other_megaplasmid	False
GCF_002111305.1	NZ_CP018417.1	3306540	1	1391	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_002111325.1	NZ_CP018370.1	3207929	1	1391	0.0217	0.2744	-0.2527	other_megaplasmid	False
GCF_002111345.1	NZ_CP018371.1	3144330	1	1384	0.0217	0.2721	-0.2504	other_megaplasmid	False
GCF_002111365.1	NZ_CP018382.1	3248554	1	1398	0.0235	0.2731	-0.2495	other_megaplasmid	False
GCF_002111385.1	NZ_CP018412.1	3269674	1	1393	0.0217	0.2727	-0.2510	other_megaplasmid	False
GCF_002208175.1	NZ_CP022006.1	3922845	1	1734	0.1031	0.2808	-0.1778	other_megaplasmid	False
GCF_002209085.2	NZ_CP022084.2	3397795	1	2722	0.0000	0.6844	-0.6844	chromosome2	False
GCF_002209085.2	NZ_CP022082.2	1187984	2	932	0.5099	0.0000	0.5099	c3	True
GCF_002278075.1	NZ_CP022990.1	2992211	1	1717	0.0072	0.2627	-0.2554	other_megaplasmid	False
GCF_002278075.1	NZ_CP022991.1	664981	2	188	0.0090	0.0146	-0.0056	other_megaplasmid	False
GCF_002278075.1	NZ_CP022992.1	489416	3	81	0.0000	0.0058	-0.0058	other_megaplasmid	False
GCF_002345985.1	NZ_CP009726.1	2120306	1	949	0.0163	0.2010	-0.1847	other_megaplasmid	False
GCF_002346005.1	NZ_CP010349.1	2105279	1	982	0.0163	0.2101	-0.1938	other_megaplasmid	False
GCF_002346025.1	NZ_CP009728.1	2120565	1	949	0.0163	0.2013	-0.1850	other_megaplasmid	False
GCF_002346045.1	NZ_CP009930.1	2325357	1	1048	0.0163	0.2276	-0.2113	other_megaplasmid	False
GCF_002346065.1	NZ_CP009730.1	2104778	1	985	0.0163	0.2104	-0.1941	other_megaplasmid	False
GCF_002346085.1	NZ_CP009732.1	2106749	1	985	0.0163	0.2107	-0.1944	other_megaplasmid	False
GCF_002346105.1	NZ_CP009734.1	2185904	1	985	0.0163	0.2107	-0.1944	other_megaplasmid	False
GCF_002346125.1	NZ_CP009736.1	2240464	1	970	0.0163	0.2055	-0.1892	other_megaplasmid	False
GCF_002346145.1	NZ_CP009738.1	2146721	1	971	0.0163	0.2058	-0.1896	other_megaplasmid	False
GCF_002346165.1	NZ_CP009740.1	2120572	1	951	0.0163	0.2013	-0.1850	other_megaplasmid	False
GCF_002346185.1	NZ_CP009742.1	2728358	1	1049	0.0181	0.2149	-0.1969	other_megaplasmid	False
GCF_002346205.1	NZ_CP009932.1	2226558	1	1034	0.0163	0.2244	-0.2081	other_megaplasmid	False
GCF_002356275.1	NZ_AP018112.1	3163229	1	2515	0.0000	0.6481	-0.6481	chromosome2	False
GCF_002356275.1	NZ_AP018113.1	932264	2	691	0.3924	0.0000	0.3924	c3	True
GCF_002386205.1	NZ_CP023498.1	2762025	1	1347	0.0145	0.2682	-0.2537	other_megaplasmid	False
GCF_002393425.1	NZ_CP023523.1	3925840	1	1773	0.1320	0.2815	-0.1495	other_megaplasmid	False
GCF_002407525.2	NZ_CP023521.1	3397791	1	2720	0.0000	0.6841	-0.6841	chromosome2	False
GCF_002407525.2	NZ_CP023520.1	1187978	2	932	0.5081	0.0000	0.5081	c3	True
GCF_002843645.1	NZ_CP025265.1	3258775	1	1402	0.0235	0.2731	-0.2495	other_megaplasmid	False
GCF_002860065.1	NZ_CP019043.1	3130290	1	1383	0.0217	0.2731	-0.2514	other_megaplasmid	False
GCF_002902925.1	NZ_CP026112.1	3002289	1	1460	0.0163	0.2386	-0.2224	other_megaplasmid	False
GCF_002902925.1	NZ_CP026113.1	2682528	2	899	0.0217	0.0571	-0.0354	other_megaplasmid	False
GCF_002902925.1	NZ_CP026114.1	756439	3	173	0.0054	0.0052	0.0002	other_megaplasmid	False
GCF_002902945.1	NZ_CP026102.1	2890530	1	1524	0.0145	0.2373	-0.2229	other_megaplasmid	False
GCF_002902945.1	NZ_CP026103.1	2011334	2	809	0.0289	0.0370	-0.0081	other_megaplasmid	False
GCF_002902945.1	NZ_CP026104.1	442481	3	73	0.0000	0.0049	-0.0049	other_megaplasmid	False
GCF_002902965.1	NZ_CP026106.1	3269803	1	1508	0.0127	0.2390	-0.2263	other_megaplasmid	False
GCF_002902965.1	NZ_CP026107.1	2439752	2	857	0.0271	0.0555	-0.0284	other_megaplasmid	False
GCF_002902965.1	NZ_CP026108.1	971216	3	149	0.0054	0.0071	-0.0017	other_megaplasmid	False
GCF_002902965.1	NZ_CP026109.1	725510	4	153	0.0127	0.0097	0.0029	other_megaplasmid	False
GCF_003019945.1	NZ_CP020396.1	2262065	1	1628	0.0000	0.3922	-0.3922	other_megaplasmid	False
GCF_003019945.1	NZ_CP020395.1	1248348	2	717	0.3110	0.0026	0.3084	c3	True
GCF_003019965.1	NZ_CP020398.1	2344186	1	1793	0.0000	0.4127	-0.4127	chromosome2	False
GCF_003019965.1	NZ_CP020399.1	550288	2	436	0.2495	0.0003	0.2492	c3	True
GCF_003020025.1	NZ_CP020389.1	2853041	1	1302	0.0072	0.2708	-0.2635	other_megaplasmid	False
GCF_003020185.1	NZ_CP020391.1	2940845	1	1319	0.0072	0.2731	-0.2658	other_megaplasmid	False
GCF_003076415.1	NZ_CP021067.1	2856344	1	2265	0.0000	0.5484	-0.5484	chromosome2	False
GCF_003076415.1	NZ_CP021068.1	713299	2	553	0.3273	0.0000	0.3273	c3	True
GCF_003233675.1	NZ_CP029825.1	3274969	1	2444	0.0199	0.5906	-0.5707	chromosome2	False
GCF_003233675.1	NZ_CP029826.1	1483367	2	853	0.3888	0.0045	0.3842	c3	True
GCF_003233675.1	NZ_CP029828.1	428263	3	126	0.0090	0.0016	0.0074	other_megaplasmid	False
GCF_003286395.1	NZ_CP029641.1	1273736	1	479	0.0199	0.0633	-0.0434	other_megaplasmid	False
GCF_003330745.1	NZ_CP024906.1	2944711	1	1635	0.0000	0.2386	-0.2386	other_megaplasmid	False
GCF_003330745.1	NZ_CP024907.1	403765	2	92	0.0036	0.0052	-0.0016	other_megaplasmid	False
GCF_003330765.1	NZ_CP024903.1	3400486	1	2538	0.0127	0.5997	-0.5870	chromosome2	False
GCF_003330765.1	NZ_CP024904.1	984905	2	648	0.3436	0.0039	0.3397	c3	True
GCF_003330785.1	NZ_CP024935.1	2982346	1	1722	0.0108	0.2523	-0.2414	other_megaplasmid	False
GCF_003330785.1	NZ_CP024936.1	494503	2	127	0.0072	0.0084	-0.0012	other_megaplasmid	False
GCF_003330805.1	NZ_CP024938.1	3189135	1	1489	0.0090	0.2435	-0.2345	other_megaplasmid	False
GCF_003330805.1	NZ_CP024939.1	2509140	2	881	0.0271	0.0565	-0.0294	other_megaplasmid	False
GCF_003330805.1	NZ_CP024940.1	1235162	3	260	0.0199	0.0140	0.0059	other_megaplasmid	False
GCF_003330825.1	NZ_CP024942.1	3058868	1	1596	0.0145	0.2338	-0.2193	other_megaplasmid	False
GCF_003366075.1	NZ_CP028962.1	3139806	1	2288	0.0054	0.5795	-0.5741	chromosome2	False
GCF_003366075.1	NZ_CP028964.1	851589	2	547	0.2351	0.0055	0.2296	c3	True
GCF_003366075.1	NZ_CP028965.1	420805	3	95	0.0036	0.0036	0.0000	other_megaplasmid	False
GCF_003368325.1	NZ_CP031466.1	3619047	1	1804	0.0344	0.2961	-0.2617	other_megaplasmid	False
GCF_003445415.1	NZ_CP008754.1	3158067	1	1391	0.0235	0.2721	-0.2486	other_megaplasmid	False
GCF_003546465.1	NZ_CP007748.1	3396456	1	2719	0.0000	0.6828	-0.6828	chromosome2	False
GCF_003546465.1	NZ_CP007747.1	1187985	2	932	0.5099	0.0000	0.5099	c3	True
GCF_003547015.1	NZ_CP025305.1	3112891	1	1351	0.0217	0.2672	-0.2455	other_megaplasmid	False
GCF_003547035.1	NZ_CP025307.1	3115305	1	1367	0.0217	0.2698	-0.2481	other_megaplasmid	False
GCF_003547055.1	NZ_CP025303.1	3173851	1	1374	0.0217	0.2705	-0.2488	other_megaplasmid	False
GCF_003568605.1	NZ_CP008785.1	3986340	1	800	0.0362	0.1088	-0.0726	other_megaplasmid	False
GCF_003606245.1	NZ_CP023776.1	3217986	1	1392	0.0217	0.2718	-0.2501	other_megaplasmid	False
GCF_003613595.1	NZ_CP022210.1	3923011	1	1735	0.1013	0.2805	-0.1793	other_megaplasmid	False
GCF_003614815.1	NZ_CP022215.1	2821560	1	1271	0.0072	0.2636	-0.2564	other_megaplasmid	False
GCF_003614835.1	NZ_CP022216.1	2852057	1	1289	0.0072	0.2672	-0.2600	other_megaplasmid	False
GCF_003704285.1	NZ_CP013391.1	3182734	1	2511	0.0000	0.6432	-0.6432	chromosome2	False
GCF_003704285.1	NZ_CP013392.1	1370749	2	982	0.5515	0.0019	0.5496	c3	True
GCF_003711145.1	NZ_CP024944.1	3706323	1	2654	0.0018	0.6841	-0.6823	chromosome2	False
GCF_003711145.1	NZ_CP024945.1	1153372	2	658	0.3743	0.0036	0.3708	c3	True
GCF_003713105.1	NZ_CP033431.1	4002946	1	1818	0.1284	0.2851	-0.1567	other_megaplasmid	False
GCF_003798245.1	NZ_CP033704.1	3157202	1	1387	0.0235	0.2721	-0.2486	other_megaplasmid	False
GCF_003798265.1	NZ_CP033706.1	3139076	1	1381	0.0235	0.2711	-0.2476	other_megaplasmid	False
GCF_003798365.1	NZ_CP033701.1	3176440	1	1377	0.0217	0.2705	-0.2488	other_megaplasmid	False
GCF_003812365.1	NZ_CP033748.1	2331436	1	1784	0.0000	0.4231	-0.4231	chromosome2	False
GCF_003812365.1	NZ_CP033749.1	705748	2	525	0.2731	0.0000	0.2731	c3	True
GCF_003812585.1	NZ_CP033745.1	3239301	1	488	0.0163	0.0351	-0.0188	other_megaplasmid	False
GCF_003812585.1	NZ_CP033747.1	2383823	2	1844	0.0054	0.4247	-0.4193	chromosome2	False
GCF_003812965.1	NZ_CP033854.1	3155590	1	2192	0.0072	0.5000	-0.4928	chromosome2	False
GCF_003812965.1	NZ_CP033855.1	935732	2	479	0.1664	0.0032	0.1631	c3	True
GCF_003813045.1	NZ_CP033838.1	2168066	1	1546	0.0018	0.3880	-0.3862	other_megaplasmid	False
GCF_003813045.1	NZ_CP033839.1	834424	2	540	0.1989	0.0016	0.1973	c3	True
GCF_003966315.1	NZ_CP034547.1	3039797	1	2348	0.0000	0.5698	-0.5698	chromosome2	False
GCF_003966315.1	NZ_CP034546.1	1350848	2	952	0.4919	0.0013	0.4906	c3	True
GCF_004323015.1	NZ_CP036451.1	3102688	1	1377	0.0217	0.2737	-0.2520	other_megaplasmid	False
GCF_004323035.1	NZ_CP036453.1	3113526	1	1381	0.0217	0.2737	-0.2520	other_megaplasmid	False
GCF_004348055.1	NZ_CP037757.1	3103695	1	1367	0.0217	0.2701	-0.2484	other_megaplasmid	False
GCF_004348075.1	NZ_CP037759.1	3069583	1	1372	0.0235	0.2708	-0.2473	other_megaplasmid	False
GCF_004367665.1	NZ_CP037973.1	3099454	1	1377	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_004367685.1	NZ_CP037969.1	3119419	1	1382	0.0217	0.2734	-0.2517	other_megaplasmid	False
GCF_004367705.1	NZ_CP037975.1	3097834	1	1370	0.0235	0.2708	-0.2473	other_megaplasmid	False
GCF_004367725.1	NZ_CP037971.1	3099308	1	1374	0.0217	0.2724	-0.2507	other_megaplasmid	False
GCF_004526325.1	NZ_CP038194.1	3120072	1	1386	0.0217	0.2740	-0.2523	other_megaplasmid	False
GCF_004842085.1	NZ_CP038805.1	3800466	1	619	0.0651	0.0630	0.0021	other_megaplasmid	False
GCF_005280735.1	NZ_CP040078.1	3695250	1	1550	0.0217	0.2237	-0.2020	other_megaplasmid	False
GCF_005853645.1	NZ_CP040532.1	3162636	1	1317	0.0217	0.2597	-0.2380	other_megaplasmid	False
GCF_005862325.1	NZ_CP040551.1	3116035	1	1284	0.0217	0.2545	-0.2328	other_megaplasmid	False
GCF_005937855.2	NZ_CP042178.1	2783599	1	2142	0.0000	0.5269	-0.5269	chromosome2	False
GCF_005937855.2	NZ_CP042179.1	1067603	2	809	0.3201	0.0003	0.3197	c3	True
GCF_006094315.1	NZ_CP034554.1	3396958	1	2719	0.0000	0.6831	-0.6831	chromosome2	False
GCF_006094315.1	NZ_CP034555.1	1187977	2	930	0.5099	0.0000	0.5099	c3	True
GCF_007556815.1	NZ_CP041743.1	3016794	1	1380	0.0127	0.2412	-0.2286	other_megaplasmid	False
GCF_007724625.1	NZ_CP042165.1	3249718	1	2520	0.0000	0.6409	-0.6409	chromosome2	False
GCF_007724625.1	NZ_CP042166.1	1536075	2	1002	0.5280	0.0006	0.5274	c3	True
GCF_008693485.1	NZ_CP044055.1	2365849	1	1786	0.0000	0.4149	-0.4149	chromosome2	False
GCF_008693485.1	NZ_CP044053.1	553192	2	425	0.2477	0.0006	0.2471	c3	True
GCF_008693525.1	NZ_CP044056.1	2365865	1	1788	0.0000	0.4153	-0.4153	chromosome2	False
GCF_008693525.1	NZ_CP044057.1	553192	2	426	0.2495	0.0006	0.2489	c3	True
GCF_008728255.1	NZ_CP038215.1	3171459	1	1379	0.0217	0.2708	-0.2491	other_megaplasmid	False
GCF_008728275.1	NZ_CP038217.1	3147867	1	1347	0.0181	0.2630	-0.2449	other_megaplasmid	False
GCF_008728295.1	NZ_CP038219.1	3171635	1	1376	0.0217	0.2708	-0.2491	other_megaplasmid	False
GCF_008728315.1	NZ_CP038221.1	3159667	1	1380	0.0217	0.2711	-0.2494	other_megaplasmid	False
GCF_008728335.1	NZ_CP038223.1	3169063	1	1379	0.0217	0.2708	-0.2491	other_megaplasmid	False
GCF_008728355.1	NZ_CP038225.1	3167882	1	1381	0.0217	0.2714	-0.2497	other_megaplasmid	False
GCF_008728375.1	NZ_CP038227.1	3208533	1	1379	0.0217	0.2708	-0.2491	other_megaplasmid	False
GCF_009191525.1	NZ_CP028808.1	3247714	1	2544	0.0000	0.6455	-0.6455	chromosome2	False
GCF_009191525.1	NZ_CP028809.1	1528467	2	1030	0.5443	0.0006	0.5437	c3	True
GCF_009578005.1	NZ_CP045088.1	2750046	1	1265	0.0542	0.2016	-0.1474	other_megaplasmid	False
GCF_009586235.1	NZ_CP045236.1	3430130	1	2755	0.0000	0.7058	-0.7058	chromosome2	False
GCF_009586235.1	NZ_CP045237.1	1248114	2	942	0.5606	0.0000	0.5606	c3	True
GCF_009730035.1	NZ_CP046337.1	2434081	1	1851	0.0000	0.4416	-0.4416	chromosome2	False
GCF_009730035.1	NZ_CP046338.1	702621	2	509	0.2676	0.0006	0.2670	c3	True
GCF_009730175.1	NZ_CP046341.1	2418100	1	1900	0.0000	0.4357	-0.4357	chromosome2	False
GCF_009730175.1	NZ_CP046342.1	749962	2	553	0.2857	0.0003	0.2854	c3	True
GCF_009730195.1	NZ_CP046344.1	2365727	1	1836	0.0018	0.4328	-0.4310	chromosome2	False
GCF_009730195.1	NZ_CP046345.1	792513	2	559	0.2459	0.0026	0.2433	c3	True
GCF_009749345.1	NZ_CP046583.1	3257170	1	1356	0.0235	0.2653	-0.2418	other_megaplasmid	False
GCF_009755625.1	NZ_CP046608.1	3247807	1	2542	0.0000	0.6455	-0.6455	chromosome2	False
GCF_009755625.1	NZ_CP046607.1	1541420	2	1034	0.5461	0.0006	0.5455	c3	True
GCF_009789655.1	NZ_CP046910.1	2192838	1	1042	0.0199	0.1799	-0.1600	other_megaplasmid	False
GCF_009789655.1	NZ_CP046911.1	1330706	2	526	0.0344	0.0568	-0.0225	other_megaplasmid	False
GCF_009789655.1	NZ_CP046912.1	1103815	3	429	0.0181	0.0552	-0.0371	other_megaplasmid	False
GCF_009789675.1	NZ_CP046914.1	1829290	1	889	0.0108	0.1610	-0.1502	other_megaplasmid	False
GCF_009789675.1	NZ_CP046915.1	1436412	2	508	0.0380	0.0455	-0.0075	other_megaplasmid	False
GCF_009789675.1	NZ_CP046916.1	1253746	3	383	0.0127	0.0419	-0.0292	other_megaplasmid	False
GCF_009857095.1	NZ_CP047316.1	2779201	1	1274	0.0579	0.2049	-0.1470	other_megaplasmid	False
GCF_009931375.1	NZ_CP035901.1	2763738	1	1289	0.0579	0.2071	-0.1493	other_megaplasmid	False
GCF_009938265.1	NZ_AP022316.1	1707579	1	811	0.0108	0.1331	-0.1223	other_megaplasmid	False
GCF_009938265.1	NZ_AP022319.1	1527330	2	492	0.0108	0.0484	-0.0375	other_megaplasmid	False
GCF_009938265.1	NZ_AP022317.1	1020949	3	303	0.0145	0.0179	-0.0034	other_megaplasmid	False
GCF_009938265.1	NZ_AP022318.1	637291	4	242	0.0054	0.0224	-0.0170	other_megaplasmid	False
GCF_011039955.1	NZ_CP049317.1	1990521	1	749	0.0108	0.0854	-0.0745	other_megaplasmid	False
GCF_011039955.1	NZ_CP049318.1	1831039	2	823	0.0181	0.1156	-0.0975	other_megaplasmid	False
GCF_011039955.1	NZ_CP049319.1	794780	3	124	0.0018	0.0101	-0.0083	other_megaplasmid	False
GCF_011039955.1	NZ_CP049320.1	377315	4	112	0.0036	0.0117	-0.0081	other_megaplasmid	False
GCF_011493005.1	NZ_CP049157.1	1996666	1	750	0.0108	0.0857	-0.0749	other_megaplasmid	False
GCF_011493005.1	NZ_CP049158.1	1826371	2	823	0.0181	0.1156	-0.0975	other_megaplasmid	False
GCF_011493005.1	NZ_CP049159.1	734052	3	185	0.0054	0.0179	-0.0124	other_megaplasmid	False
GCF_011578485.1	NZ_CP050021.1	2875717	1	1299	0.0072	0.2695	-0.2622	other_megaplasmid	False
GCF_012689525.1	NZ_CP051515.1	3638240	1	1812	0.0145	0.2828	-0.2683	other_megaplasmid	False
GCF_012689525.1	NZ_CP051514.1	2486079	2	416	0.0253	0.0253	-0.0000	other_megaplasmid	False
GCF_012974245.1	NZ_CP052864.1	2869204	1	1276	0.0579	0.2062	-0.1483	other_megaplasmid	False
GCF_013122645.1	NZ_CP052133.1	2745532	1	1261	0.0561	0.2052	-0.1491	other_megaplasmid	False
GCF_013307145.1	NZ_CP021158.1	2783312	1	1238	0.0524	0.2013	-0.1489	other_megaplasmid	False
GCF_013307165.1	NZ_CP023204.1	2850144	1	1301	0.0506	0.2084	-0.1578	other_megaplasmid	False
GCF_013378095.1	NZ_CP015959.1	2895821	1	1524	0.0181	0.2380	-0.2199	other_megaplasmid	False
GCF_013378095.1	NZ_CP015960.1	1913088	2	782	0.0253	0.0373	-0.0120	other_megaplasmid	False
GCF_013426895.1	NZ_AP023175.1	2703868	1	1403	0.0181	0.2347	-0.2167	other_megaplasmid	False
GCF_013426895.1	NZ_AP023176.1	2342401	2	853	0.0199	0.0562	-0.0363	other_megaplasmid	False
GCF_013426895.1	NZ_AP023177.1	606703	3	150	0.0054	0.0036	0.0019	other_megaplasmid	False
GCF_013426915.1	NZ_AP023180.1	2707317	1	1387	0.0108	0.2367	-0.2258	other_megaplasmid	False
GCF_013426915.1	NZ_AP023181.1	2380791	2	812	0.0199	0.0500	-0.0301	other_megaplasmid	False
GCF_013426915.1	NZ_AP023182.1	1440798	3	344	0.0145	0.0269	-0.0125	other_megaplasmid	False
GCF_013426915.1	NZ_AP023183.1	852821	4	200	0.0163	0.0156	0.0007	other_megaplasmid	False
GCF_013822785.1	NZ_CP053610.1	2210956	1	1628	0.0000	0.3935	-0.3935	other_megaplasmid	False
GCF_013822785.1	NZ_CP053611.1	1198966	2	674	0.2966	0.0032	0.2933	c3	True
GCF_013822785.1	NZ_CP053612.1	356237	3	55	0.0054	0.0032	0.0022	other_megaplasmid	False
GCF_014171495.1	NZ_CP049135.1	1937775	1	964	0.0199	0.1721	-0.1522	other_megaplasmid	False
GCF_014171495.1	NZ_CP049136.1	1583983	2	661	0.0344	0.0484	-0.0140	other_megaplasmid	False
GCF_014171495.1	NZ_CP049137.1	1567213	3	553	0.0199	0.0568	-0.0369	other_megaplasmid	False
GCF_014171495.1	NZ_CP049138.1	455014	4	136	0.0108	0.0071	0.0037	other_megaplasmid	False
GCF_014211915.1	NZ_CP060040.1	2857915	1	2238	0.0000	0.5653	-0.5653	chromosome2	False
GCF_014211915.1	NZ_CP060041.1	1082076	2	844	0.4647	0.0003	0.4644	c3	True
GCF_014263355.1	NZ_CP054469.1	3985347	1	1686	0.0687	0.2734	-0.2047	other_megaplasmid	False
GCF_014357995.1	NZ_CP053301.1	3211025	1	2494	0.0018	0.6081	-0.6063	chromosome2	False
GCF_014357995.1	NZ_CP053302.1	765157	2	545	0.2929	0.0003	0.2926	c3	True
GCF_014854795.1	NZ_CP032011.1	3415325	1	2671	0.0000	0.6815	-0.6815	chromosome2	False
GCF_014854795.1	NZ_CP032010.1	1304848	2	995	0.5606	0.0003	0.5603	c3	True
GCF_016026055.1	NZ_CP065600.1	2820518	1	1294	0.0597	0.2078	-0.1481	other_megaplasmid	False
GCF_016027435.1	NZ_CP065684.1	3126683	1	1442	0.0108	0.2873	-0.2765	other_megaplasmid	False
GCF_016027455.1	NZ_CP065687.1	2913520	1	1369	0.0145	0.2721	-0.2576	other_megaplasmid	False
GCF_016027455.1	NZ_CP065685.1	305114	2	58	0.0054	0.0042	0.0012	other_megaplasmid	False
GCF_016127755.1	NZ_CP066038.1	2646970	1	2107	0.0000	0.5237	-0.5237	chromosome2	False
GCF_016127755.1	NZ_CP066040.1	1281477	2	878	0.4087	0.0006	0.4080	c3	True
GCF_016128195.1	NZ_CP066076.1	2627215	1	1488	0.0072	0.2354	-0.2282	other_megaplasmid	False
GCF_016458785.1	NZ_CP066763.1	2704441	1	2145	0.0018	0.5227	-0.5209	chromosome2	False
