mode	contrast	cog_category	cog_name	set_a	n_a	total_a	pct_a	set_b	n_b	total_b	pct_b	log2_OR	ci_low	ci_high	p_fisher	q_BH
COG_annotated_only	C_genusderived_vs_cladespecific	L	Replication, recombination and repair	pC3_core_genus_derived	1	36	2.78	pC3_core_clade_specific	1	200	0.5	2.49	-0.815	5.796	0.282365668950595	0.8699890299143573
COG_annotated_only	C_genusderived_vs_cladespecific	M	Cell wall/membrane/envelope biogenesis	pC3_core_genus_derived	2	36	5.56	pC3_core_clade_specific	10	200	5.0	0.395	-1.663	2.452	1.0	1.0
COG_annotated_only	C_genusderived_vs_cladespecific	N	Cell motility	pC3_core_genus_derived	1	36	2.78	pC3_core_clade_specific	0	200	0.0	4.083	-0.564	8.729	0.15254237288135594	0.8699890299143573
COG_annotated_only	C_genusderived_vs_cladespecific	O	Post-translational modification, protein turnover, chaperones	pC3_core_genus_derived	1	36	2.78	pC3_core_clade_specific	4	200	2.0	0.884	-1.832	3.599	0.5662585457029236	1.0
COG_annotated_only	C_genusderived_vs_cladespecific	P	Inorganic ion transport and metabolism	pC3_core_genus_derived	0	36	0.0	pC3_core_clade_specific	12	200	6.0	-2.275	-6.385	1.835	0.22172949525426175	0.8699890299143573
COG_annotated_only	C_genusderived_vs_cladespecific	Q	Secondary metabolites biosynthesis, transport and catabolism	pC3_core_genus_derived	0	36	0.0	pC3_core_clade_specific	7	200	3.5	-1.501	-5.662	2.661	0.5988320146027041	1.0
COG_annotated_only	C_genusderived_vs_cladespecific	R	General function prediction only	pC3_core_genus_derived	2	36	5.56	pC3_core_clade_specific	22	200	11.0	-0.799	-2.756	1.158	0.5472838085839045	1.0
COG_annotated_only	C_genusderived_vs_cladespecific	S	Function unknown	pC3_core_genus_derived	2	36	5.56	pC3_core_clade_specific	6	200	3.0	1.117	-1.052	3.285	0.35131022753581354	0.9368272734288361
COG_annotated_only	C_genusderived_vs_cladespecific	T	Signal transduction mechanisms	pC3_core_genus_derived	1	36	2.78	pC3_core_clade_specific	13	200	6.5	-0.769	-3.257	1.719	0.7010444096146432	1.0
COG_annotated_only	C_genusderived_vs_cladespecific	U	Intracellular trafficking and secretion	pC3_core_genus_derived	0	36	0.0	pC3_core_clade_specific	1	200	0.5	0.865	-3.78	5.511	1.0	1.0
COG_annotated_only	C_genusderived_vs_cladespecific	V	Defence mechanisms	pC3_core_genus_derived	2	36	5.56	pC3_core_clade_specific	10	200	5.0	0.395	-1.663	2.452	1.0	1.0
COG_annotated_only	C_genusderived_vs_cladespecific	W	Extracellular structures	pC3_core_genus_derived	0	36	0.0	pC3_core_clade_specific	5	200	2.5	-1.038	-5.246	3.17	1.0	1.0
COG_annotated_only	C_genusderived_vs_cladespecific	X	Mobilome: prophages, transposons	pC3_core_genus_derived	1	36	2.78	pC3_core_clade_specific	0	200	0.0	4.083	-0.564	8.729	0.15254237288135594	0.8699890299143573
