accession	msa_md5
GCF_023383485.1	8c97f9046af1de7cc8b6ee7eb3800e0d
GCF_023383515.1	7ece8f0221a185e2d863c09e6ce21c95
GCF_023658595.1	fb4c3d1ea77fe0498d8175228499fb97
GCF_023704255.1	58b0471b3372d64cb482f35f9be5857d
GCF_023895935.1	d8e7a3fb071eaf418aadd286621ad895
GCF_023895995.1	04b3d15d79d68324310f45b7582c663b
GCF_023896015.1	b6ea1f5fa0449172eda64386f5eff6e6
GCF_023896025.1	4d6e99992742d4a3c4826226c742f3bb
GCF_023896055.1	7305cf5155b20594d8fe12811514fda9
GCF_023896075.1	31dd800de2bb3918b3e9b7740a85ca64
GCF_023896095.1	2d73c0fa13a2928de3189f79638597bc
GCF_023896115.1	b6ea1f5fa0449172eda64386f5eff6e6
GCF_023896135.1	2d73c0fa13a2928de3189f79638597bc
GCF_023896155.1	4d6e99992742d4a3c4826226c742f3bb
GCF_023896175.1	b6ea1f5fa0449172eda64386f5eff6e6
GCF_023896195.1	d8e7a3fb071eaf418aadd286621ad895
GCF_023896215.1	986e997794ca0adefa059ba4267962d6
GCF_023896235.1	d145110393282c1b698f4e9065ff7f29
GCF_023896255.1	d8e7a3fb071eaf418aadd286621ad895
GCF_023896295.1	4d6e99992742d4a3c4826226c742f3bb
GCF_023896315.1	986e997794ca0adefa059ba4267962d6
GCF_023896835.1	47c0b1e06131f66ed3df021c0fe66eda
GCF_023896855.1	83ba754e6a1c5f695b8d6b6fd45ae1b2
GCF_023924265.1	4ea379585e10a173f11992a0788c2262
GCF_023924285.1	d8e7a3fb071eaf418aadd286621ad895
GCF_023924305.1	04b3d15d79d68324310f45b7582c663b
GCF_024022955.1	ce3610e950dd6f845e5d0e06b34d205e
GCF_024072595.1	3c5d1eaaadbe2185e3f6ce18107c41ca
GCF_024072715.1	3c5d1eaaadbe2185e3f6ce18107c41ca
GCF_024123895.1	1e8483d9632dd2e93b6b5941f4756eb9
GCF_024381035.2	016351a230b2cf9daffe232d8b8305c8
GCF_024600575.1	9f4d125aed4ad10a842c7d71fc869070
GCF_024661975.1	cb43c499093fa206103aa702f0b6f905
GCF_024730645.1	986e997794ca0adefa059ba4267962d6
GCF_024760585.1	8b3913ade7fbb1e34664ef109933f2a9
GCF_024760605.1	ce3610e950dd6f845e5d0e06b34d205e
GCF_024760625.1	17c0abca2cca9a8ea75cd98c85732f0c
GCF_024760645.1	ce3610e950dd6f845e5d0e06b34d205e
GCF_025244785.1	f2f576f40479c09e250ec93499f6cda4
GCF_025560745.1	52d60d8ae4eb247cf1000d8af257d9f2
GCF_025643495.1	840e23d039b06d2a997ebd353d30a270
GCF_025643515.1	65a5ca613ac9a7ce3ff559ee4701fe69
GCF_025643535.1	65a5ca613ac9a7ce3ff559ee4701fe69
GCF_025643555.1	89286588fef82706786fc8756c20e91e
GCF_025643575.1	8461d49bafd0b315227b3591d495cc78
GCF_026314965.1	7c3c6b384893ecdb94a36c3997f41c9c
GCF_026314985.1	7c3c6b384893ecdb94a36c3997f41c9c
GCF_026315005.1	a3f221d8f5f098c7bfdd88d3ca70f339
GCF_026315025.1	370a3d0348fa2f07cf816d516d6924c7
GCF_026315045.1	370a3d0348fa2f07cf816d516d6924c7
GCF_026651625.1	dc1dc2ed6708556a15d88c9e420ff3e3
GCF_026651975.1	ebc2a39058e31a93c5909b8a5e25d869
GCF_026651995.1	ebc2a39058e31a93c5909b8a5e25d869
GCF_026652015.1	ebc2a39058e31a93c5909b8a5e25d869
GCF_026683795.2	0239962d95e60c105e31aa84e6d0836b
GCF_026683835.2	0239962d95e60c105e31aa84e6d0836b
GCF_026683855.2	7c3c6b384893ecdb94a36c3997f41c9c
GCF_026683875.2	7c3c6b384893ecdb94a36c3997f41c9c
GCF_026958255.1	f586cd38ad76700fb176259f9f09c56b
GCF_028201395.1	a3f221d8f5f098c7bfdd88d3ca70f339
GCF_028462305.2	0e5365064db0a31bc26ee718e524cafc
GCF_028462345.2	744a11fed7f494be90aedb7116372270
GCF_028473685.1	3533b4d7404126d698555274e6f30029
GCF_028657905.1	89b971b521e966227af051be644a9a83
GCF_029536165.1	5baa7296c14f7b77fcb76f45a26379eb
GCF_029590335.1	388bfdd7de279a9936758714ff6dcf45
GCF_029633645.1	a0642147bc9db85740761c3d56dd76b9
GCF_029633805.1	cea29ed9a294e6504b0fc40620b13bcc
GCF_029633825.1	33f57486f871ddb7735719ff33517695
GCF_029910195.1	4dc33256b985f19f477d29164756a037
GCF_029910215.1	f4e4150c9e4e725252557b2a5d666447
GCF_029962485.1	8712aadbb24ceb6607ea71b1c99960a0
GCF_030064565.1	04b3d15d79d68324310f45b7582c663b
GCF_030078435.1	35112bceb98b8db98c34ba23a90840ee
GCF_030297195.1	370a3d0348fa2f07cf816d516d6924c7
GCF_030297235.1	370a3d0348fa2f07cf816d516d6924c7
GCF_030297255.1	370a3d0348fa2f07cf816d516d6924c7
GCF_030297275.1	370a3d0348fa2f07cf816d516d6924c7
GCF_030297295.1	370a3d0348fa2f07cf816d516d6924c7
GCF_030316055.1	8e24d77bd4f9655b5f0287e84426b42a
GCF_030316075.1	8e24d77bd4f9655b5f0287e84426b42a
GCF_030374675.1	8bc6a1f61e7aae2735c65e81f37e9e05
GCF_030412785.1	19281010c4ae424791097117dd0c35a0
GCF_030505635.1	17c0abca2cca9a8ea75cd98c85732f0c
GCF_030644525.1	0c007de8c4b830ea0f84b121dd373c72
GCF_030848725.1	2351a9d27a4fc59f6667a2b227fc3f39
GCF_031356765.1	ea98305752eb6c3e04583a907dc89903
GCF_031585635.1	11cf85f9100e528cc2ece5b1d553ca7a
GCF_032806925.1	b05b99c7680b795c5bfa66b3f19217af
GCF_033391855.2	d3c1b7c77183aa751d4a4dc85d0ce047
GCF_033675275.1	cce0e5c398f29a0c0bc0ea3b0de2c041
GCF_033675305.1	3a60a11bc56bbe501a9ae29b016a643a
GCF_033675325.1	78ace372c9bca1d3ced0158547fe2ae9
GCF_033675345.1	1a80c611d06ffe3f4ab4f3e81232930c
GCF_033870355.1	898dcaa3b23d577032b0ad8c96cc6a79
GCF_033870375.1	789e448222507159f530806b2d4b3724
GCF_033870395.1	aad8b3d1c0d9c3638f6c5f5c490a9b36
GCF_033956065.1	aad8b3d1c0d9c3638f6c5f5c490a9b36
GCF_034047095.1	17124881a8523a75ac4af1dbb7b3f087
GCF_034424375.1	4d781c4921170764591a31d65a9a1f15
GCF_035621555.1	c94113f1e16f399be46316c2ee3cf717
GCF_036352035.1	5efb8cc036828aba9f1f82bbd5da7bf7
GCF_036362805.1	9dc23837296bca86c5bcd7e14fb4d3d5
GCF_036837415.1	4770d9ca89f8fbf4722b8b92e9c0585e
GCF_036839165.1	4770d9ca89f8fbf4722b8b92e9c0585e
GCF_037055255.1	3863e69ac9f1e8b04df79a926a7d64b2
GCF_037101255.1	210bc14a9f9487749ced8cc6f9632848
GCF_037101275.1	3d52b0cc0270d041ed54f273e35ac770
GCF_037477895.1	bf0a3a5f58637d4dad1aba589de0924b
GCF_037477905.1	c053c7bce4d53838ddd07b44e5cf60ac
GCF_037478035.1	57c48773864bb351c20f8114df401858
GCF_037478045.1	99ee5de470abb1cf4272fb9da8f97fd7
GCF_037478055.1	e17b0e1b42bfe7fb87c137a718722e2d
GCF_037478065.1	9dafd7c51e4a35d09937950a54a8e05e
GCF_037478075.1	fc1280f619e9751726726d6be5c0bff1
GCF_037478085.1	27a95db7afca8f901cc006fbc041b8bc
GCF_038050405.1	ee81afd8f66dcf9d0ced6a19b7dc858b
GCF_038447715.1	628e9147ecf64aedd3e7c4476b889ad7
GCF_038447785.1	628e9147ecf64aedd3e7c4476b889ad7
GCF_038448065.1	1f7fea098176045f8facbe1468c5e4e5
GCF_038448955.1	14cc562f44773c36bcb15dd722df9ba5
GCF_038452255.1	d80c302bbf3cad5120348e971a90e11e
GCF_038723655.1	f204dbc3c599c6fa413835c7abaf0829
GCF_038782865.1	f586cd38ad76700fb176259f9f09c56b
GCF_038983115.1	a3f221d8f5f098c7bfdd88d3ca70f339
GCF_038983225.1	a3f221d8f5f098c7bfdd88d3ca70f339
GCF_039621805.1	7f7c09c0cb1a43ac81355fb7df454928
GCF_039728355.1	65010e05717ce05f36b97a84a25d783a
GCF_039848545.1	4cfc8b4708fdac622ef17a1c8101aea0
GCF_039852015.1	a578b8457285ff4d727bb06d75c00291
GCF_040148685.1	e961066ca60f6330202ef6603b7795ae
GCF_040215475.1	0342e9d41bb62662f88eb9f62b3110c3
GCF_040314805.1	5d62f308266e3dbbc1706d2247c36ecd
GCF_040361905.1	70a3bbfdbd118ec74edbeaed32619388
GCF_040735455.1	8065773c7d6388b5d01b4ad529cb1b35
GCF_040761425.1	7434c631607247ebd10bba42980fcc17
GCF_041070875.1	0e5365064db0a31bc26ee718e524cafc
GCF_041205585.2	d2f2a7b8d06b2e721fbff3f668c4a634
GCF_042604585.1	9b1248bb3f942742dc88c8ca71c3e177
GCF_042604595.1	42f545d35e37197d39b8376b2714d56c
GCF_043193125.1	ae16d8f14f961c563acd51257c19822f
GCF_044057485.1	0342e9d41bb62662f88eb9f62b3110c3
GCF_044501195.1	252e8b31ad7b19a85e6e2fcaa5ebde3d
GCF_045345775.1	8b7961ebe4821afee7e6b7bec149c60c
GCF_045348565.1	79e4ee2fa6a27f5dd52a0446aff87c70
GCF_045862465.1	d5a8208c67cbe3e10604df1779fedf3e
GCF_045925845.1	d4fc1bd404b1ec4a6ff6192465df7b95
GCF_046773525.1	2ea8f02d519493cd3822732590c1ccae
GCF_047127275.1	09bfc9469c4cb67f0b29f4939fce8f55
GCF_047325075.1	e602b866b1af12e2731dba8bacec6c7e
GCF_047497155.1	1e481ac3b2019ad7bad95322c9d973b2
GCF_047497165.1	16461b35b61ea5e533731cc81fd57425
GCF_047902435.1	65f5bc153a074ef9d9ebfbf384dcbff9
GCF_048565175.1	fb4c3d1ea77fe0498d8175228499fb97
GCF_048565265.1	30ddb49ea69b2a618f771e2c765b4792
GCF_048627025.1	1ac8884b37259e18db298eb92c8dd3bd
GCF_048688115.1	d27bced8824a3d3caf222fbdeff06597
GCF_048914405.1	0514989446d851d8d58001afcc4ab19c
GCF_048917655.1	cf5c15cda1435a29350861f092220d09
GCF_048917665.1	ebc2a60520b99c659ed411e7b9f65b68
GCF_048917685.1	b6970b7f6513f840e4eca657a3194d14
GCF_049177125.1	d1b55ebe7b8402e6b1dfa12265cf9245
GCF_049487195.1	53f93b851dbc9dac1bc2a133360f1ea1
GCF_049913365.1	eca36dbd3591d6ae8f02a0d3126bb2b0
GCF_049942845.1	eca36dbd3591d6ae8f02a0d3126bb2b0
GCF_050320195.1	370a3d0348fa2f07cf816d516d6924c7
GCF_050430075.1	863b9150024f5317cea3462d2e700c55
GCF_050500075.1	0158092297403601b41f056f626c1403
GCF_050613125.1	f2f576f40479c09e250ec93499f6cda4
GCF_050613135.1	019ff718227850824c07e606988452bf
GCF_050627075.1	eb0dd348f0dd0c1d507234c3de55687c
GCF_050627395.1	eb0dd348f0dd0c1d507234c3de55687c
GCF_050632305.1	ce5ac1d54a05fa9db2ab9e28f2447454
GCF_050632315.1	248647ecf968ac80137ac51a9b2da8ef
GCF_050632325.1	a783d3da4691b6b582ffc927769c5a4f
GCF_050632335.1	61b7be180e57470271252b10775cc0b4
GCF_050632345.1	387802bad71a82b32582298271a93eec
GCF_050632355.1	019ff718227850824c07e606988452bf
GCF_050813845.1	444d027eb5bb63b12817d1d7ef9b97ca
GCF_050858985.1	167862cdfdd7a2adf3e64bb9c6d9ecc7
GCF_050920555.1	4770d9ca89f8fbf4722b8b92e9c0585e
GCF_050955445.1	0dc52465ac87aa1fde96bbfaaa67400f
GCF_050990585.1	020db6f336d9d6a35078d8954c9a1aa6
GCF_050990595.1	2d6566a495af9ba3456d1279e66a59fd
GCF_051027425.1	169518aafb3a548f11b52f6e1b8654ea
GCF_051124805.1	99d5e7e1a4b9a6a197d2f73ed92c73c7
GCF_051125205.1	4312f85beef3cc19ff65c7b58c8cca13
GCF_051125215.1	e61ac5f173224957ec57300c5b53c8e2
GCF_051125545.1	8b4a6cc52d6162b58924344a151dd6e8
GCF_051355645.1	7a211ec90ece300782d7d180b0de7da9
GCF_051560065.1	370a3d0348fa2f07cf816d516d6924c7
GCF_051560085.1	370a3d0348fa2f07cf816d516d6924c7
GCF_051560105.1	ac553e42b1c3bc69ad33c30619641f9f
GCF_051560125.1	ea5ce0ebbcdce0306784b0bb3d1a4d99
GCF_051560145.1	ac553e42b1c3bc69ad33c30619641f9f
GCF_051615025.1	931016a6e903da1b4420e686e2b92765
GCF_052146275.1	c1b9157edbf972511669fced19a90f1b
GCF_052222725.1	4770d9ca89f8fbf4722b8b92e9c0585e
GCF_052854005.1	409db679b3ae6c62e12e2272548b7663
GCF_052854015.1	370a3d0348fa2f07cf816d516d6924c7
GCF_052854305.1	1e1fc5a34d4ce047b21fb5e505a711a2
GCF_052854315.1	370a3d0348fa2f07cf816d516d6924c7
GCF_052854605.1	8cc509656c1a9637e6fc0d5fa694c290
GCF_052854615.1	8cc509656c1a9637e6fc0d5fa694c290
GCF_052854885.1	8cc509656c1a9637e6fc0d5fa694c290
GCF_052854895.1	370a3d0348fa2f07cf816d516d6924c7
GCF_052855305.1	370a3d0348fa2f07cf816d516d6924c7
GCF_052855315.1	370a3d0348fa2f07cf816d516d6924c7
GCF_052855605.1	370a3d0348fa2f07cf816d516d6924c7
GCF_052855615.1	370a3d0348fa2f07cf816d516d6924c7
GCF_052855985.1	370a3d0348fa2f07cf816d516d6924c7
GCF_052856205.1	370a3d0348fa2f07cf816d516d6924c7
GCF_052857015.1	370a3d0348fa2f07cf816d516d6924c7
GCF_052857225.1	370a3d0348fa2f07cf816d516d6924c7
GCF_052857935.1	4b327842f45454378d28a5bd3efe42ab
GCF_052858145.1	4b327842f45454378d28a5bd3efe42ab
GCF_052858685.1	4b327842f45454378d28a5bd3efe42ab
GCF_052858755.1	4b327842f45454378d28a5bd3efe42ab
GCF_053038975.1	e3114ba79a27d0e7ed87b1d12dc192e2
GCF_053153985.1	2d73c0fa13a2928de3189f79638597bc
GCF_053209605.1	e3114ba79a27d0e7ed87b1d12dc192e2
GCF_053348855.1	5900dde17a8b65c54500ed3a68f83cda
GCF_053470105.1	5a55f6e9488b7983d6d0c3e766eef58e
GCF_053470145.1	5a55f6e9488b7983d6d0c3e766eef58e
GCF_053760385.1	7f30b64cbdbce148f76e037dd921bb9b
GCF_054073385.1	bc080d2802cf10f1bdd46ae14e402a3b
GCF_054073395.1	bc080d2802cf10f1bdd46ae14e402a3b
GCF_054166125.1	e48c1f0f2c31e60c0d3b6d8253560ddd
GCF_054166145.1	09377146e36afe53d593cbd9341803dd
GCF_054166155.1	0b34bdd796b580fbea6e6a570d964757
GCF_054166185.1	e5559d2e89b134e74dd78629314b8864
GCF_054166195.1	015685d48563b2ecd6a905ca19aad577
GCF_054166225.1	e090fc3fefe3f85b9070ca8993d3c9b9
GCF_054166245.1	4a465c6f067e5c73a4e05b8d50da7050
GCF_054166265.1	e090fc3fefe3f85b9070ca8993d3c9b9
GCF_054187845.1	2718d0c9818e58fd5dc41e212683a358
GCF_054558305.1	0342e9d41bb62662f88eb9f62b3110c3
GCF_054955335.1	468ba05408e2044d47063ddd5aea13dd
GCF_055386035.1	77c2a6f9784215bbdc456a80587d9b14
GCF_055387925.1	fdfd70634285cb5658acb6330be8b644
GCF_055391905.1	c3b89d9ec9543e2741a28118a99ecc8f
GCF_055397325.1	79c2324539e95cd9b371a60555785b46
GCF_055397665.1	d470e0f7c9c6e36088cfa9d23866bf6f
GCF_055397955.1	3a2e4727fb60c2c005dac63b04bfe601
GCF_055810255.1	3ec70c1df6d9ba5c2204437b1e0b6439
GCF_056270685.1	5999a4baefded88de2930a828d85aa60
GCF_056591095.1	d1b55ebe7b8402e6b1dfa12265cf9245
GCF_056640905.1	ae294bf49e7657bb0ef7a3ba748e3eee
GCF_056783395.1	0b8d7a95f07ae48c52628b894be89dd8
GCF_056847505.1	39fe0eb75ef2c2fc50ee95c477eb3b6d
GCF_056867595.1	7c618bc41fa9e1fe5188af88566b68f6
GCF_056868365.1	2bf72cfc04c66b99286e0621b134ae67
GCF_056868375.1	4730bd44b21b943c3391728748b9a67e
GCF_056880615.1	a500bc0943489b046100f77d2c1e6d19
GCF_057005415.2	422a410a91794ade5fb7fb37cf45adf4
GCF_057369595.1	e48413679424eaf12a22506faab71af9
GCF_057439935.1	e48413679424eaf12a22506faab71af9
GCF_057587595.1	a6f832d2282b965974bd1fd030aead4d
GCF_057612605.2	988fab22b3fa59b21266845bac193cd3
GCF_057748135.1	a6f832d2282b965974bd1fd030aead4d
GCF_058448765.1	827a26f370bd766d7a0befea7294074c
GCF_059089405.1	60dcd0a4b575ac319316567ebdb698ad
GCF_059622985.1	a53c007bbec1e3f1f813b9e878fb95c6
GCF_900240005.1	ab12f344200d8b753a136eac276b9543
GCF_902459535.1	b5289af6882d7e2d97fe5cdc03af6b4a
GCF_904865725.1	986e997794ca0adefa059ba4267962d6
GCF_905400155.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400185.1	1c10a04bf4b39ee6381c8a3a9be8e730
GCF_905400195.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400215.1	4b8ee69d04d6f07bc003b89136d787bf
GCF_905400225.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400235.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400265.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400275.1	36d344b49d5fbefecd22fe168a10d9cf
GCF_905400285.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400295.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400305.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400315.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400325.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400335.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400345.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400355.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400365.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400375.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400385.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400395.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400405.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400415.1	2e019341e08e9cb7a532fd4673566ae8
GCF_905400425.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400435.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400445.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400455.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400465.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400475.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400485.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400495.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400505.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400515.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400525.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400535.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400545.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400555.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400565.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_905400575.1	64a65f92957d456d1439efc4c7ea1f2e
GCF_964264985.1	3f0291eb673d1954eb9b59f9b0956481
GCF_964264995.1	fd227fde9392b0ac5462b9d047d6c2d0
GCF_964265005.1	fd227fde9392b0ac5462b9d047d6c2d0
GCF_964265015.1	5b61f474ad251ba9944ff89b6ab27b08
GCF_964265025.1	bb051068926bd909ed69860358fed451
GCF_965118125.1	08051666e11053b1fb4f8ee4c12b029e
GCF_965118185.1	64ac6ceac29def204f1d6f3174782745
GCF_965199385.1	370a3d0348fa2f07cf816d516d6924c7
GCF_965199395.1	370a3d0348fa2f07cf816d516d6924c7
GCF_965199405.1	370a3d0348fa2f07cf816d516d6924c7
GCF_965199425.1	370a3d0348fa2f07cf816d516d6924c7
GCF_965199435.1	370a3d0348fa2f07cf816d516d6924c7
GCF_965199445.1	370a3d0348fa2f07cf816d516d6924c7
GCF_965199455.1	370a3d0348fa2f07cf816d516d6924c7
GCF_965199515.1	370a3d0348fa2f07cf816d516d6924c7
GCF_965199545.1	370a3d0348fa2f07cf816d516d6924c7
GCF_965199625.1	370a3d0348fa2f07cf816d516d6924c7
GCF_965199835.1	370a3d0348fa2f07cf816d516d6924c7
GCF_965199925.1	370a3d0348fa2f07cf816d516d6924c7
GCF_965201125.1	370a3d0348fa2f07cf816d516d6924c7
GCF_965202565.1	4af3e42c5edc3c0aac4f492d8185266f
GCF_965211575.1	370a3d0348fa2f07cf816d516d6924c7
GCF_965211595.1	370a3d0348fa2f07cf816d516d6924c7
GCF_980295165.1	4b327842f45454378d28a5bd3efe42ab
GCF_980300355.1	4b327842f45454378d28a5bd3efe42ab
GCF_980300905.1	14cc562f44773c36bcb15dd722df9ba5
GCF_980300945.1	14cc562f44773c36bcb15dd722df9ba5
GCF_980300965.1	370a3d0348fa2f07cf816d516d6924c7
GCF_984667665.1	016351a230b2cf9daffe232d8b8305c8
GCF_984667675.1	4ba1a8400c10a5611113d50902988cf4
GCF_984667725.1	e93b7140bc682e396ec899a7757f2ad9
GCF_984667835.1	4ba1a8400c10a5611113d50902988cf4
GCF_984667895.1	a8428b36dd7000c9e809346453043b0c
GCF_984667945.1	0bf84418b2060976ee28d290e59dc958
GCF_984667955.1	0bf84418b2060976ee28d290e59dc958
GCF_984667975.1	b77a8e915a4f61d794ff2e32415ac322
GCF_984668005.1	4ba1a8400c10a5611113d50902988cf4
GCF_984668195.1	81627bdca613b0ba02628787aef2adf2
GCF_984668265.1	e28de3e0a74a6ed99bb447e57a1bc5d6
GCF_984668355.1	b77a8e915a4f61d794ff2e32415ac322
GCF_984668395.1	e93b7140bc682e396ec899a7757f2ad9
GCF_984668525.1	3008a0a33a9a43717aa2939c5babd7b9
GCF_984669265.1	290cb4ca1f77066d52e28e327bbdaf39
GCF_984669325.1	b77a8e915a4f61d794ff2e32415ac322
GCF_984669335.1	16f7c3f6fb5a7f2c87b331afa4c0e774
GCF_984669415.1	0bf84418b2060976ee28d290e59dc958
GCF_984669565.1	016351a230b2cf9daffe232d8b8305c8
GCF_984669585.1	4ba1a8400c10a5611113d50902988cf4
GCF_984669685.1	a8428b36dd7000c9e809346453043b0c
GCF_984669705.1	0bcf19185405e560b7a1ca053a38f547
GCF_984671675.1	10ddf5d0e5f18a79e35e878ff6678cd4
GCF_984671695.1	af945a111b518bd046a6179b2e1992d2
MF6	1c10a04bf4b39ee6381c8a3a9be8e730
MF7	1c10a04bf4b39ee6381c8a3a9be8e730
