accession	locus	tier1_carrier
GCF_000959625.1	MF6_004947	True
GCF_000959625.1	MF6_006318	True
GCF_000959725.1	MF6_001079	False
GCF_000959725.1	MF6_002734	True
GCF_000959725.1	MF6_003184	True
GCF_000959725.1	MF6_003684	False
GCF_000959725.1	MF6_003684_Cterm	False
GCF_000959725.1	MF6_003686	False
GCF_000959725.1	MF6_003843	False
GCF_000959725.1	MF6_004284	False
GCF_000959725.1	MF6_004284_Cterm	False
GCF_000959725.1	MF6_004285	False
GCF_000959725.1	MF6_004947	True
GCF_000959725.1	MF6_006318	True
GCF_000960995.1	MF6_001079	False
GCF_000960995.1	MF6_002734	True
GCF_000960995.1	MF6_003184	False
GCF_000960995.1	MF6_003684	False
GCF_000960995.1	MF6_003684_Cterm	False
GCF_000960995.1	MF6_003686	False
GCF_000960995.1	MF6_003843	False
GCF_000960995.1	MF6_004284	False
GCF_000960995.1	MF6_004284_Cterm	False
GCF_000960995.1	MF6_004285	False
GCF_000960995.1	MF6_004947	False
GCF_000960995.1	MF6_006318	True
GCF_000961515.1	MF6_001079	False
GCF_000961515.1	MF6_002734	False
GCF_000961515.1	MF6_003184	False
GCF_000961515.1	MF6_003684	False
GCF_000961515.1	MF6_003684_Cterm	False
GCF_000961515.1	MF6_003686	False
GCF_000961515.1	MF6_003843	False
GCF_000961515.1	MF6_004284	False
GCF_000961515.1	MF6_004284_Cterm	False
GCF_000961515.1	MF6_004285	False
GCF_000961515.1	MF6_004947	False
GCF_000961515.1	MF6_006318	True
GCF_000970935.1	MF6_001079	False
GCF_000970935.1	MF6_002734	True
GCF_000970935.1	MF6_003184	False
GCF_000970935.1	MF6_003684_Cterm	False
GCF_000970935.1	MF6_003686	False
GCF_000970935.1	MF6_003843	True
GCF_000970935.1	MF6_004284_Cterm	False
GCF_000970935.1	MF6_004285	False
GCF_000970935.1	MF6_004947	True
GCF_000970935.1	MF6_006318	True
GCF_000970955.1	MF6_001079	False
GCF_000970955.1	MF6_002734	True
GCF_000970955.1	MF6_003184	False
GCF_000970955.1	MF6_003684_Cterm	False
GCF_000970955.1	MF6_003686	False
GCF_000970955.1	MF6_003843	True
GCF_000970955.1	MF6_004284_Cterm	False
GCF_000970955.1	MF6_004285	False
GCF_000970955.1	MF6_004947	True
GCF_000970955.1	MF6_006318	True
GCF_000974835.2	MF6_001079	False
GCF_000974835.2	MF6_002734	True
GCF_000974835.2	MF6_003184	False
GCF_000974835.2	MF6_003684	False
GCF_000974835.2	MF6_003684_Cterm	False
GCF_000974835.2	MF6_003686	False
GCF_000974835.2	MF6_003843	False
GCF_000974835.2	MF6_004284	False
GCF_000974835.2	MF6_004284_Cterm	False
GCF_000974835.2	MF6_004285	False
GCF_000974835.2	MF6_004947	False
GCF_000974835.2	MF6_006318	True
GCF_001028665.1	MF6_001079	False
GCF_001028665.1	MF6_002734	True
GCF_001028665.1	MF6_003184	False
GCF_001028665.1	MF6_003684	False
GCF_001028665.1	MF6_003684_Cterm	False
GCF_001028665.1	MF6_003686	False
GCF_001028665.1	MF6_003843	True
GCF_001028665.1	MF6_004284	False
GCF_001028665.1	MF6_004284_Cterm	False
GCF_001028665.1	MF6_004285	False
GCF_001028665.1	MF6_004947	True
GCF_001028665.1	MF6_006318	True
GCF_001029145.1	MF6_001079	False
GCF_001029145.1	MF6_002734	True
GCF_001029145.1	MF6_003184	False
GCF_001029145.1	MF6_003684	False
GCF_001029145.1	MF6_003684_Cterm	False
GCF_001029145.1	MF6_003686	False
GCF_001029145.1	MF6_003843	True
GCF_001029145.1	MF6_004284	False
GCF_001029145.1	MF6_004284_Cterm	False
GCF_001029145.1	MF6_004285	False
GCF_001029145.1	MF6_004947	True
GCF_001029145.1	MF6_006318	True
GCF_001275585.1	MF6_001079	False
GCF_001275585.1	MF6_002734	True
GCF_001275585.1	MF6_003184	False
GCF_001275585.1	MF6_003684_Cterm	False
GCF_001275585.1	MF6_003686	False
GCF_001275585.1	MF6_003843	True
GCF_001275585.1	MF6_004284_Cterm	False
GCF_001275585.1	MF6_004285	False
GCF_001275585.1	MF6_004947	True
GCF_001275585.1	MF6_006318	True
GCF_001277875.1	MF6_001079	False
GCF_001277875.1	MF6_002734	True
GCF_001277875.1	MF6_003184	False
GCF_001277875.1	MF6_003684	False
GCF_001277875.1	MF6_003684_Cterm	False
GCF_001277875.1	MF6_003686	False
GCF_001277875.1	MF6_003843	True
GCF_001277875.1	MF6_004284	False
GCF_001277875.1	MF6_004284_Cterm	False
GCF_001277875.1	MF6_004285	False
GCF_001277875.1	MF6_004947	True
GCF_001277875.1	MF6_006318	True
GCF_001277895.1	MF6_001079	False
GCF_001277895.1	MF6_002734	True
GCF_001277895.1	MF6_003184	False
GCF_001277895.1	MF6_003684	False
GCF_001277895.1	MF6_003684_Cterm	False
GCF_001277895.1	MF6_003686	False
GCF_001277895.1	MF6_003843	True
GCF_001277895.1	MF6_004284	False
GCF_001277895.1	MF6_004284_Cterm	False
GCF_001277895.1	MF6_004285	False
GCF_001277895.1	MF6_004947	True
GCF_001277895.1	MF6_006318	True
GCF_001277975.1	MF6_001079	False
GCF_001277975.1	MF6_002734	True
GCF_001277975.1	MF6_003184	False
GCF_001277975.1	MF6_003684	False
GCF_001277975.1	MF6_003684_Cterm	False
GCF_001277975.1	MF6_003686	False
GCF_001277975.1	MF6_003843	True
GCF_001277975.1	MF6_004284	False
GCF_001277975.1	MF6_004284_Cterm	False
GCF_001277975.1	MF6_004285	False
GCF_001277975.1	MF6_004947	True
GCF_001277975.1	MF6_006318	True
GCF_001293045.1	MF6_001079	False
GCF_001293045.1	MF6_002734	False
GCF_001293045.1	MF6_003184	False
GCF_001293045.1	MF6_003684	False
GCF_001293045.1	MF6_003684_Cterm	False
GCF_001293045.1	MF6_003686	False
GCF_001293045.1	MF6_003843	False
GCF_001293045.1	MF6_004284	False
GCF_001293045.1	MF6_004284_Cterm	False
GCF_001293045.1	MF6_004285	False
GCF_001293045.1	MF6_004947	False
GCF_001293045.1	MF6_006318	False
GCF_001318245.1	MF6_001079	False
GCF_001318245.1	MF6_002734	True
GCF_001318245.1	MF6_003184	False
GCF_001318245.1	MF6_003684	False
GCF_001318245.1	MF6_003684_Cterm	False
GCF_001318245.1	MF6_003686	False
GCF_001318245.1	MF6_003843	True
GCF_001318245.1	MF6_004284	False
GCF_001318245.1	MF6_004284_Cterm	False
GCF_001318245.1	MF6_004285	False
GCF_001318245.1	MF6_004947	True
GCF_001318245.1	MF6_006318	True
GCF_001411495.1	MF6_001079	False
GCF_001411495.1	MF6_002734	True
GCF_001411495.1	MF6_003184	False
GCF_001411495.1	MF6_003684	False
GCF_001411495.1	MF6_003684_Cterm	False
GCF_001411495.1	MF6_003686	False
GCF_001411495.1	MF6_003843	True
GCF_001411495.1	MF6_004284	False
GCF_001411495.1	MF6_004284_Cterm	False
GCF_001411495.1	MF6_004285	False
GCF_001411495.1	MF6_004947	True
GCF_001411495.1	MF6_006318	True
GCF_001411805.1	MF6_001079	False
GCF_001411805.1	MF6_002734	True
GCF_001411805.1	MF6_003184	False
GCF_001411805.1	MF6_003684	False
GCF_001411805.1	MF6_003684_Cterm	False
GCF_001411805.1	MF6_003686	False
GCF_001411805.1	MF6_003843	False
GCF_001411805.1	MF6_004284	False
GCF_001411805.1	MF6_004284_Cterm	False
GCF_001411805.1	MF6_004285	False
GCF_001411805.1	MF6_004947	False
GCF_001411805.1	MF6_006318	True
GCF_001449005.1	MF6_001079	False
GCF_001449005.1	MF6_002734	False
GCF_001449005.1	MF6_003184	False
GCF_001449005.1	MF6_003684	False
GCF_001449005.1	MF6_003684_Cterm	False
GCF_001449005.1	MF6_003686	False
GCF_001449005.1	MF6_003843	False
GCF_001449005.1	MF6_004284	False
GCF_001449005.1	MF6_004284_Cterm	False
GCF_001449005.1	MF6_004285	False
GCF_001449005.1	MF6_004947	False
GCF_001449005.1	MF6_006318	False
GCF_001462435.1	MF6_001079	False
GCF_001462435.1	MF6_002734	True
GCF_001462435.1	MF6_003184	False
GCF_001462435.1	MF6_003684_Cterm	False
GCF_001462435.1	MF6_003686	False
GCF_001462435.1	MF6_003843	True
GCF_001462435.1	MF6_004284_Cterm	False
GCF_001462435.1	MF6_004285	False
GCF_001462435.1	MF6_004947	True
GCF_001462435.1	MF6_006318	True
GCF_001484665.1	MF6_001079	False
GCF_001484665.1	MF6_002734	True
GCF_001484665.1	MF6_003184	False
GCF_001484665.1	MF6_003684	False
GCF_001484665.1	MF6_003684_Cterm	False
GCF_001484665.1	MF6_003686	False
GCF_001484665.1	MF6_003843	True
GCF_001484665.1	MF6_004284	False
GCF_001484665.1	MF6_004284_Cterm	False
GCF_001484665.1	MF6_004285	False
GCF_001484665.1	MF6_004947	True
GCF_001484665.1	MF6_006318	True
GCF_001513745.1	MF6_001079	False
GCF_001513745.1	MF6_002734	True
GCF_001513745.1	MF6_003184	False
GCF_001513745.1	MF6_003684	False
GCF_001513745.1	MF6_003684_Cterm	False
GCF_001513745.1	MF6_003686	False
GCF_001513745.1	MF6_003843	True
GCF_001513745.1	MF6_004284	False
GCF_001513745.1	MF6_004284_Cterm	False
GCF_001513745.1	MF6_004285	False
GCF_001513745.1	MF6_004947	True
GCF_001513745.1	MF6_006318	True
GCF_001522105.2	MF6_001079	False
GCF_001522105.2	MF6_002734	True
GCF_001522105.2	MF6_003184	False
GCF_001522105.2	MF6_003684	False
GCF_001522105.2	MF6_003684_Cterm	False
GCF_001522105.2	MF6_003686	False
GCF_001522105.2	MF6_003843	True
GCF_001522105.2	MF6_004284	False
GCF_001522105.2	MF6_004284_Cterm	False
GCF_001522105.2	MF6_004285	False
GCF_001522105.2	MF6_004947	True
GCF_001522105.2	MF6_006318	True
GCF_001522135.2	MF6_001079	False
GCF_001522135.2	MF6_002734	True
GCF_001522135.2	MF6_003184	False
GCF_001522135.2	MF6_003684	False
GCF_001522135.2	MF6_003684_Cterm	False
GCF_001522135.2	MF6_003686	False
GCF_001522135.2	MF6_003843	True
GCF_001522135.2	MF6_004284	False
GCF_001522135.2	MF6_004284_Cterm	False
GCF_001522135.2	MF6_004285	False
GCF_001522135.2	MF6_004947	True
GCF_001522135.2	MF6_006318	True
GCF_001522585.2	MF6_001079	False
GCF_001522585.2	MF6_002734	True
GCF_001522585.2	MF6_003184	False
GCF_001522585.2	MF6_003684	False
GCF_001522585.2	MF6_003684_Cterm	False
GCF_001522585.2	MF6_003686	False
GCF_001522585.2	MF6_003843	False
GCF_001522585.2	MF6_004284	False
GCF_001522585.2	MF6_004284_Cterm	False
GCF_001522585.2	MF6_004285	False
GCF_001522585.2	MF6_004947	True
GCF_001522585.2	MF6_006318	True
GCF_001522635.2	MF6_001079	False
GCF_001522635.2	MF6_002734	True
GCF_001522635.2	MF6_003184	False
GCF_001522635.2	MF6_003684	False
GCF_001522635.2	MF6_003684_Cterm	False
GCF_001522635.2	MF6_003686	False
GCF_001522635.2	MF6_003843	True
GCF_001522635.2	MF6_004284	False
GCF_001522635.2	MF6_004284_Cterm	False
GCF_001522635.2	MF6_004285	False
GCF_001522635.2	MF6_004947	True
GCF_001522635.2	MF6_006318	True
GCF_001523745.2	MF6_001079	False
GCF_001523745.2	MF6_002734	True
GCF_001523745.2	MF6_003184	True
GCF_001523745.2	MF6_003684	False
GCF_001523745.2	MF6_003684_Cterm	False
GCF_001523745.2	MF6_003686	False
GCF_001523745.2	MF6_003843	True
GCF_001523745.2	MF6_004284	False
GCF_001523745.2	MF6_004284_Cterm	False
GCF_001523745.2	MF6_004285	False
GCF_001523745.2	MF6_004947	True
GCF_001523745.2	MF6_006318	True
GCF_001523915.2	MF6_001079	False
GCF_001523915.2	MF6_002734	True
GCF_001523915.2	MF6_003184	False
GCF_001523915.2	MF6_003684	False
GCF_001523915.2	MF6_003684_Cterm	False
GCF_001523915.2	MF6_003686	False
GCF_001523915.2	MF6_003843	False
GCF_001523915.2	MF6_004284	False
GCF_001523915.2	MF6_004284_Cterm	False
GCF_001523915.2	MF6_004285	False
GCF_001523915.2	MF6_004947	True
GCF_001523915.2	MF6_006318	True
GCF_001524445.2	MF6_001079	False
GCF_001524445.2	MF6_002734	True
GCF_001524445.2	MF6_003184	False
GCF_001524445.2	MF6_003684	False
GCF_001524445.2	MF6_003684_Cterm	False
GCF_001524445.2	MF6_003686	False
GCF_001524445.2	MF6_003843	True
GCF_001524445.2	MF6_004284	False
GCF_001524445.2	MF6_004284_Cterm	False
GCF_001524445.2	MF6_004285	False
GCF_001524445.2	MF6_004947	True
GCF_001524445.2	MF6_006318	True
GCF_001524625.2	MF6_001079	False
GCF_001524625.2	MF6_002734	True
GCF_001524625.2	MF6_003184	False
GCF_001524625.2	MF6_003684	False
GCF_001524625.2	MF6_003684_Cterm	False
GCF_001524625.2	MF6_003686	False
GCF_001524625.2	MF6_003843	True
GCF_001524625.2	MF6_004284	False
GCF_001524625.2	MF6_004284_Cterm	False
GCF_001524625.2	MF6_004285	False
GCF_001524625.2	MF6_004947	True
GCF_001524625.2	MF6_006318	True
GCF_001524645.2	MF6_001079	False
GCF_001524645.2	MF6_002734	True
GCF_001524645.2	MF6_003184	False
GCF_001524645.2	MF6_003684	False
GCF_001524645.2	MF6_003684_Cterm	False
GCF_001524645.2	MF6_003686	False
GCF_001524645.2	MF6_003843	False
GCF_001524645.2	MF6_004284	False
GCF_001524645.2	MF6_004284_Cterm	False
GCF_001524645.2	MF6_004285	False
GCF_001524645.2	MF6_004947	True
GCF_001524645.2	MF6_006318	True
GCF_001532025.2	MF6_001079	False
GCF_001532025.2	MF6_002734	True
GCF_001532025.2	MF6_003184	False
GCF_001532025.2	MF6_003684	False
GCF_001532025.2	MF6_003684_Cterm	False
GCF_001532025.2	MF6_003686	False
GCF_001532025.2	MF6_003843	True
GCF_001532025.2	MF6_004284	False
GCF_001532025.2	MF6_004284_Cterm	False
GCF_001532025.2	MF6_004285	False
GCF_001532025.2	MF6_004947	True
GCF_001532025.2	MF6_006318	True
GCF_001546925.1	MF6_001079	False
GCF_001546925.1	MF6_002734	True
GCF_001546925.1	MF6_003184	False
GCF_001546925.1	MF6_003684_Cterm	False
GCF_001546925.1	MF6_003686	False
GCF_001546925.1	MF6_003843	True
GCF_001546925.1	MF6_004284_Cterm	False
GCF_001546925.1	MF6_004285	False
GCF_001546925.1	MF6_004947	True
GCF_001546925.1	MF6_006318	True
GCF_001546975.1	MF6_001079	False
GCF_001546975.1	MF6_002734	True
GCF_001546975.1	MF6_003184	False
GCF_001546975.1	MF6_003684_Cterm	False
GCF_001546975.1	MF6_003686	False
GCF_001546975.1	MF6_003843	False
GCF_001546975.1	MF6_004284_Cterm	False
GCF_001546975.1	MF6_004285	False
GCF_001546975.1	MF6_004947	True
GCF_001546975.1	MF6_006318	True
GCF_001547525.1	MF6_001079	False
GCF_001547525.1	MF6_002734	True
GCF_001547525.1	MF6_003184	False
GCF_001547525.1	MF6_003684_Cterm	True
GCF_001547525.1	MF6_003686	True
GCF_001547525.1	MF6_003843	True
GCF_001547525.1	MF6_004284_Cterm	False
GCF_001547525.1	MF6_004285	False
GCF_001547525.1	MF6_004947	True
GCF_001547525.1	MF6_006318	True
GCF_001557535.2	MF6_001079	False
GCF_001557535.2	MF6_002734	True
GCF_001557535.2	MF6_003184	False
GCF_001557535.2	MF6_003684	False
GCF_001557535.2	MF6_003684_Cterm	False
GCF_001557535.2	MF6_003686	False
GCF_001557535.2	MF6_003843	False
GCF_001557535.2	MF6_004284	False
GCF_001557535.2	MF6_004284_Cterm	False
GCF_001557535.2	MF6_004285	False
GCF_001557535.2	MF6_004947	False
GCF_001557535.2	MF6_006318	False
GCF_001577465.1	MF6_001079	False
GCF_001577465.1	MF6_002734	False
GCF_001577465.1	MF6_003184	False
GCF_001577465.1	MF6_003684	False
GCF_001577465.1	MF6_003684_Cterm	False
GCF_001577465.1	MF6_003686	False
GCF_001577465.1	MF6_003843	False
GCF_001577465.1	MF6_004284	False
GCF_001577465.1	MF6_004284_Cterm	False
GCF_001577465.1	MF6_004285	False
GCF_001577465.1	MF6_004947	False
GCF_001577465.1	MF6_006318	False
GCF_001606115.1	MF6_001079	False
GCF_001606115.1	MF6_002734	True
GCF_001606115.1	MF6_003184	False
GCF_001606115.1	MF6_003684	False
GCF_001606115.1	MF6_003684_Cterm	False
GCF_001606115.1	MF6_003686	False
GCF_001606115.1	MF6_003843	True
GCF_001606115.1	MF6_004284	False
GCF_001606115.1	MF6_004284_Cterm	False
GCF_001606115.1	MF6_004285	False
GCF_001606115.1	MF6_004947	True
GCF_001606115.1	MF6_006318	True
GCF_001606135.1	MF6_001079	False
GCF_001606135.1	MF6_002734	True
GCF_001606135.1	MF6_003184	False
GCF_001606135.1	MF6_003684	False
GCF_001606135.1	MF6_003684_Cterm	False
GCF_001606135.1	MF6_003686	False
GCF_001606135.1	MF6_003843	True
GCF_001606135.1	MF6_004284	False
GCF_001606135.1	MF6_004284_Cterm	False
GCF_001606135.1	MF6_004285	False
GCF_001606135.1	MF6_004947	True
GCF_001606135.1	MF6_006318	True
GCF_001611015.1	MF6_001079	False
GCF_001611015.1	MF6_002734	False
GCF_001611015.1	MF6_003184	False
GCF_001611015.1	MF6_003684	False
GCF_001611015.1	MF6_003684_Cterm	False
GCF_001611015.1	MF6_003686	False
GCF_001611015.1	MF6_003843	False
GCF_001611015.1	MF6_004284	False
GCF_001611015.1	MF6_004284_Cterm	False
GCF_001611015.1	MF6_004285	False
GCF_001611015.1	MF6_004947	False
GCF_001611015.1	MF6_006318	False
GCF_001634365.1	MF6_001079	False
GCF_001634365.1	MF6_002734	False
GCF_001634365.1	MF6_003184	False
GCF_001634365.1	MF6_003684	False
GCF_001634365.1	MF6_003684_Cterm	False
GCF_001634365.1	MF6_003686	False
GCF_001634365.1	MF6_003843	False
GCF_001634365.1	MF6_004284	False
GCF_001634365.1	MF6_004284_Cterm	False
GCF_001634365.1	MF6_004285	False
GCF_001634365.1	MF6_004947	False
GCF_001634365.1	MF6_006318	False
GCF_001636095.1	MF6_001079	False
GCF_001636095.1	MF6_002734	True
GCF_001636095.1	MF6_003184	False
GCF_001636095.1	MF6_003684_Cterm	False
GCF_001636095.1	MF6_003686	False
GCF_001636095.1	MF6_003843	False
GCF_001636095.1	MF6_004284_Cterm	False
GCF_001636095.1	MF6_004285	False
GCF_001636095.1	MF6_004947	True
GCF_001636095.1	MF6_006318	True
GCF_001695715.1	MF6_001079	False
GCF_001695715.1	MF6_002734	True
GCF_001695715.1	MF6_003184	False
GCF_001695715.1	MF6_003684	False
GCF_001695715.1	MF6_003684_Cterm	False
GCF_001695715.1	MF6_003686	False
GCF_001695715.1	MF6_003843	True
GCF_001695715.1	MF6_004284	False
GCF_001695715.1	MF6_004284_Cterm	False
GCF_001695715.1	MF6_004285	False
GCF_001695715.1	MF6_004947	True
GCF_001695715.1	MF6_006318	True
GCF_001695735.1	MF6_001079	False
GCF_001695735.1	MF6_002734	True
GCF_001695735.1	MF6_003184	False
GCF_001695735.1	MF6_003684	False
GCF_001695735.1	MF6_003684_Cterm	False
GCF_001695735.1	MF6_003686	False
GCF_001695735.1	MF6_003843	True
GCF_001695735.1	MF6_004284	False
GCF_001695735.1	MF6_004284_Cterm	False
GCF_001695735.1	MF6_004285	False
GCF_001695735.1	MF6_004947	True
GCF_001695735.1	MF6_006318	True
GCF_001718295.1	MF6_001079	False
GCF_001718295.1	MF6_002734	True
GCF_001718295.1	MF6_003184	False
GCF_001718295.1	MF6_003684	False
GCF_001718295.1	MF6_003684_Cterm	False
GCF_001718295.1	MF6_003686	False
GCF_001718295.1	MF6_003843	True
GCF_001718295.1	MF6_004284	False
GCF_001718295.1	MF6_004284_Cterm	False
GCF_001718295.1	MF6_004285	False
GCF_001718295.1	MF6_004947	True
GCF_001718295.1	MF6_006318	True
GCF_001718315.1	MF6_001079	False
GCF_001718315.1	MF6_002734	True
GCF_001718315.1	MF6_003184	False
GCF_001718315.1	MF6_003684	False
GCF_001718315.1	MF6_003684_Cterm	False
GCF_001718315.1	MF6_003686	False
GCF_001718315.1	MF6_003843	False
GCF_001718315.1	MF6_004284	False
GCF_001718315.1	MF6_004284_Cterm	False
GCF_001718315.1	MF6_004285	False
GCF_001718315.1	MF6_004947	True
GCF_001718315.1	MF6_006318	True
GCF_001718335.1	MF6_001079	False
GCF_001718335.1	MF6_002734	True
GCF_001718335.1	MF6_003184	False
GCF_001718335.1	MF6_003684	False
GCF_001718335.1	MF6_003684_Cterm	False
GCF_001718335.1	MF6_003686	False
GCF_001718335.1	MF6_003843	False
GCF_001718335.1	MF6_004284	False
GCF_001718335.1	MF6_004284_Cterm	False
GCF_001718335.1	MF6_004285	False
GCF_001718335.1	MF6_004947	True
GCF_001718335.1	MF6_006318	True
GCF_001718355.1	MF6_001079	False
GCF_001718355.1	MF6_002734	True
GCF_001718355.1	MF6_003184	False
GCF_001718355.1	MF6_003684	False
GCF_001718355.1	MF6_003684_Cterm	False
GCF_001718355.1	MF6_003686	False
GCF_001718355.1	MF6_003843	True
GCF_001718355.1	MF6_004284	False
GCF_001718355.1	MF6_004284_Cterm	False
GCF_001718355.1	MF6_004285	False
GCF_001718355.1	MF6_004947	True
GCF_001718355.1	MF6_006318	True
GCF_001718395.1	MF6_001079	False
GCF_001718395.1	MF6_002734	True
GCF_001718395.1	MF6_003184	False
GCF_001718395.1	MF6_003684	False
GCF_001718395.1	MF6_003684_Cterm	False
GCF_001718395.1	MF6_003686	False
GCF_001718395.1	MF6_003843	False
GCF_001718395.1	MF6_004284	False
GCF_001718395.1	MF6_004284_Cterm	False
GCF_001718395.1	MF6_004285	False
GCF_001718395.1	MF6_004947	True
GCF_001718395.1	MF6_006318	True
GCF_001718415.1	MF6_001079	False
GCF_001718415.1	MF6_002734	True
GCF_001718415.1	MF6_003184	False
GCF_001718415.1	MF6_003684	False
GCF_001718415.1	MF6_003684_Cterm	False
GCF_001718415.1	MF6_003686	False
GCF_001718415.1	MF6_003843	False
GCF_001718415.1	MF6_004284	False
GCF_001718415.1	MF6_004284_Cterm	False
GCF_001718415.1	MF6_004285	False
GCF_001718415.1	MF6_004947	False
GCF_001718415.1	MF6_006318	True
GCF_001718495.1	MF6_001079	False
GCF_001718495.1	MF6_002734	True
GCF_001718495.1	MF6_003184	False
GCF_001718495.1	MF6_003684	False
GCF_001718495.1	MF6_003684_Cterm	False
GCF_001718495.1	MF6_003686	False
GCF_001718495.1	MF6_003843	False
GCF_001718495.1	MF6_004284	False
GCF_001718495.1	MF6_004284_Cterm	False
GCF_001718495.1	MF6_004285	False
GCF_001718495.1	MF6_004947	False
GCF_001718495.1	MF6_006318	True
GCF_001718515.1	MF6_001079	False
GCF_001718515.1	MF6_002734	True
GCF_001718515.1	MF6_003184	False
GCF_001718515.1	MF6_003684	False
GCF_001718515.1	MF6_003684_Cterm	False
GCF_001718515.1	MF6_003686	False
GCF_001718515.1	MF6_003843	False
GCF_001718515.1	MF6_004284	False
GCF_001718515.1	MF6_004284_Cterm	False
GCF_001718515.1	MF6_004285	False
GCF_001718515.1	MF6_004947	True
GCF_001718515.1	MF6_006318	True
GCF_001718535.1	MF6_001079	False
GCF_001718535.1	MF6_002734	True
GCF_001718535.1	MF6_003184	False
GCF_001718535.1	MF6_003684	False
GCF_001718535.1	MF6_003684_Cterm	False
GCF_001718535.1	MF6_003686	False
GCF_001718535.1	MF6_003843	True
GCF_001718535.1	MF6_004284	False
GCF_001718535.1	MF6_004284_Cterm	False
GCF_001718535.1	MF6_004285	False
GCF_001718535.1	MF6_004947	True
GCF_001718535.1	MF6_006318	True
GCF_001718555.1	MF6_001079	False
GCF_001718555.1	MF6_002734	True
GCF_001718555.1	MF6_003184	False
GCF_001718555.1	MF6_003684	False
GCF_001718555.1	MF6_003684_Cterm	False
GCF_001718555.1	MF6_003686	False
GCF_001718555.1	MF6_003843	True
GCF_001718555.1	MF6_004284	False
GCF_001718555.1	MF6_004284_Cterm	False
GCF_001718555.1	MF6_004285	False
GCF_001718555.1	MF6_004947	True
GCF_001718555.1	MF6_006318	True
GCF_001718575.1	MF6_001079	True
GCF_001718575.1	MF6_002734	True
GCF_001718575.1	MF6_003184	False
GCF_001718575.1	MF6_003684	False
GCF_001718575.1	MF6_003684_Cterm	False
GCF_001718575.1	MF6_003686	False
GCF_001718575.1	MF6_003843	True
GCF_001718575.1	MF6_004284	False
GCF_001718575.1	MF6_004284_Cterm	False
GCF_001718575.1	MF6_004285	False
GCF_001718575.1	MF6_004947	True
GCF_001718575.1	MF6_006318	True
GCF_001718595.1	MF6_001079	False
GCF_001718595.1	MF6_002734	True
GCF_001718595.1	MF6_003184	False
GCF_001718595.1	MF6_003684	False
GCF_001718595.1	MF6_003684_Cterm	False
GCF_001718595.1	MF6_003686	False
GCF_001718595.1	MF6_003843	True
GCF_001718595.1	MF6_004284	False
GCF_001718595.1	MF6_004284_Cterm	False
GCF_001718595.1	MF6_004285	False
GCF_001718595.1	MF6_004947	True
GCF_001718595.1	MF6_006318	True
GCF_001718615.1	MF6_001079	False
GCF_001718615.1	MF6_002734	True
GCF_001718615.1	MF6_003184	False
GCF_001718615.1	MF6_003684	False
GCF_001718615.1	MF6_003684_Cterm	False
GCF_001718615.1	MF6_003686	False
GCF_001718615.1	MF6_003843	True
GCF_001718615.1	MF6_004284	False
GCF_001718615.1	MF6_004284_Cterm	False
GCF_001718615.1	MF6_004285	False
GCF_001718615.1	MF6_004947	True
GCF_001718615.1	MF6_006318	True
GCF_001718635.1	MF6_001079	False
GCF_001718635.1	MF6_002734	True
GCF_001718635.1	MF6_003184	False
GCF_001718635.1	MF6_003684	False
GCF_001718635.1	MF6_003684_Cterm	False
GCF_001718635.1	MF6_003686	False
GCF_001718635.1	MF6_003843	True
GCF_001718635.1	MF6_004284	False
GCF_001718635.1	MF6_004284_Cterm	False
GCF_001718635.1	MF6_004285	False
GCF_001718635.1	MF6_004947	True
GCF_001718635.1	MF6_006318	True
GCF_001718655.1	MF6_001079	False
GCF_001718655.1	MF6_002734	True
GCF_001718655.1	MF6_003184	False
GCF_001718655.1	MF6_003684	False
GCF_001718655.1	MF6_003684_Cterm	False
GCF_001718655.1	MF6_003686	False
GCF_001718655.1	MF6_003843	True
GCF_001718655.1	MF6_004284	False
GCF_001718655.1	MF6_004284_Cterm	False
GCF_001718655.1	MF6_004285	False
GCF_001718655.1	MF6_004947	True
GCF_001718655.1	MF6_006318	True
GCF_001718695.1	MF6_001079	False
GCF_001718695.1	MF6_002734	True
GCF_001718695.1	MF6_003184	False
GCF_001718695.1	MF6_003684	False
GCF_001718695.1	MF6_003684_Cterm	False
GCF_001718695.1	MF6_003686	False
GCF_001718695.1	MF6_003843	False
GCF_001718695.1	MF6_004284	False
GCF_001718695.1	MF6_004284_Cterm	False
GCF_001718695.1	MF6_004285	False
GCF_001718695.1	MF6_004947	False
GCF_001718695.1	MF6_006318	True
GCF_001718755.1	MF6_001079	False
GCF_001718755.1	MF6_002734	True
GCF_001718755.1	MF6_003184	False
GCF_001718755.1	MF6_003684	False
GCF_001718755.1	MF6_003684_Cterm	False
GCF_001718755.1	MF6_003686	False
GCF_001718755.1	MF6_003843	False
GCF_001718755.1	MF6_004284	False
GCF_001718755.1	MF6_004284_Cterm	False
GCF_001718755.1	MF6_004285	False
GCF_001718755.1	MF6_004947	False
GCF_001718755.1	MF6_006318	True
GCF_001718775.1	MF6_001079	False
GCF_001718775.1	MF6_002734	True
GCF_001718775.1	MF6_003184	False
GCF_001718775.1	MF6_003684	False
GCF_001718775.1	MF6_003684_Cterm	False
GCF_001718775.1	MF6_003686	False
GCF_001718775.1	MF6_003843	False
GCF_001718775.1	MF6_004284	False
GCF_001718775.1	MF6_004284_Cterm	False
GCF_001718775.1	MF6_004285	False
