family	n_genomes	n_members	is_core	is_single_copy_core	genomes	members
GCF_016899425.1|KEDGBJ_06304	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06304;GCF_053038975.1|AHCKDM_05971;GCF_053209605.1|GFFINM_05973;GCF_905400185.1|DKPOPA_06344;MF6|CFFIHE_03551
GCF_016899425.1|KEDGBJ_06305	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06305;GCF_053038975.1|AHCKDM_05972;GCF_053209605.1|GFFINM_05974;GCF_905400185.1|DKPOPA_06345;MF6|CFFIHE_03552
GCF_016899425.1|KEDGBJ_06306	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06306;GCF_053038975.1|AHCKDM_05973;GCF_053209605.1|GFFINM_05975;GCF_905400185.1|DKPOPA_06346;MF6|CFFIHE_03553
GCF_016899425.1|KEDGBJ_06307	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06307;GCF_053038975.1|AHCKDM_05974;GCF_053209605.1|GFFINM_05976;GCF_905400185.1|DKPOPA_06347;MF6|CFFIHE_03554
GCF_016899425.1|KEDGBJ_06308	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06308;GCF_905400185.1|DKPOPA_06348;MF6|CFFIHE_03555
GCF_016899425.1|KEDGBJ_06309	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06309;GCF_053038975.1|AHCKDM_05976;GCF_053209605.1|GFFINM_05978;GCF_905400185.1|DKPOPA_06349;MF6|CFFIHE_03556
GCF_016899425.1|KEDGBJ_06310	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06310;GCF_905400185.1|DKPOPA_06350;MF6|CFFIHE_03557
GCF_016899425.1|KEDGBJ_06311	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06311;GCF_053038975.1|AHCKDM_05977;GCF_053209605.1|GFFINM_05979;GCF_905400185.1|DKPOPA_06351;MF6|CFFIHE_03558
GCF_016899425.1|KEDGBJ_06312	1	1	0	0	GCF_016899425.1	GCF_016899425.1|KEDGBJ_06312
GCF_016899425.1|KEDGBJ_06313	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06313;GCF_905400185.1|DKPOPA_06353;MF6|CFFIHE_03560
GCF_016899425.1|KEDGBJ_06314	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06314;GCF_905400185.1|DKPOPA_06354;MF6|CFFIHE_03561
GCF_016899425.1|KEDGBJ_06315	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06315;GCF_905400185.1|DKPOPA_06355;MF6|CFFIHE_03562
GCF_016899425.1|KEDGBJ_06316	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06316;GCF_905400185.1|DKPOPA_06356;MF6|CFFIHE_03563
GCF_016899425.1|KEDGBJ_06317	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06317;GCF_905400185.1|DKPOPA_06357;MF6|CFFIHE_03564
GCF_016899425.1|KEDGBJ_06318	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06318;GCF_905400185.1|DKPOPA_06358;MF6|CFFIHE_03565
GCF_016899425.1|KEDGBJ_06319	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06319;GCF_905400185.1|DKPOPA_06359;MF6|CFFIHE_03566
GCF_016899425.1|KEDGBJ_06321	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06321;GCF_053038975.1|AHCKDM_05982;GCF_053209605.1|GFFINM_05984;GCF_905400185.1|DKPOPA_06361;MF6|CFFIHE_03568
GCF_016899425.1|KEDGBJ_06322	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06322;GCF_905400185.1|DKPOPA_06362;MF6|CFFIHE_03569
GCF_016899425.1|KEDGBJ_06323	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06323;GCF_053038975.1|AHCKDM_05984;GCF_053209605.1|GFFINM_05986;GCF_905400185.1|DKPOPA_06363;MF6|CFFIHE_03570
GCF_016899425.1|KEDGBJ_06324	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06324;GCF_053038975.1|AHCKDM_05985;GCF_053209605.1|GFFINM_05987;GCF_905400185.1|DKPOPA_06364;MF6|CFFIHE_03571
GCF_016899425.1|KEDGBJ_06325	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06325;GCF_905400185.1|DKPOPA_06365;MF6|CFFIHE_03572
GCF_016899425.1|KEDGBJ_06326	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06326;GCF_905400185.1|DKPOPA_06366;MF6|CFFIHE_03573
GCF_016899425.1|KEDGBJ_06327	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06327;GCF_053038975.1|AHCKDM_05988;GCF_053209605.1|GFFINM_05990;GCF_905400185.1|DKPOPA_06367;MF6|CFFIHE_03574
GCF_016899425.1|KEDGBJ_06328	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06328;GCF_905400185.1|DKPOPA_06368;MF6|CFFIHE_03575
GCF_016899425.1|KEDGBJ_06329	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06329;GCF_905400185.1|DKPOPA_06369;MF6|CFFIHE_03576
GCF_016899425.1|KEDGBJ_06331	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06331;GCF_053038975.1|AHCKDM_05992;GCF_053209605.1|GFFINM_05994;GCF_905400185.1|DKPOPA_06371;MF6|CFFIHE_03578
GCF_016899425.1|KEDGBJ_06333	2	2	0	0	GCF_016899425.1;MF6	GCF_016899425.1|KEDGBJ_06333;MF6|CFFIHE_03580
GCF_016899425.1|KEDGBJ_06334	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06334;GCF_053038975.1|AHCKDM_05994;GCF_053209605.1|GFFINM_05996;GCF_905400185.1|DKPOPA_06373;MF6|CFFIHE_03581
GCF_016899425.1|KEDGBJ_06336	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06336;GCF_053038975.1|AHCKDM_05996;GCF_053209605.1|GFFINM_05998;GCF_905400185.1|DKPOPA_06375;MF6|CFFIHE_03583
GCF_016899425.1|KEDGBJ_06337	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06337;GCF_053038975.1|AHCKDM_05997;GCF_053209605.1|GFFINM_05999;GCF_905400185.1|DKPOPA_06376;MF6|CFFIHE_03584
GCF_016899425.1|KEDGBJ_06338	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06338;GCF_053038975.1|AHCKDM_05998;GCF_053209605.1|GFFINM_06000;GCF_905400185.1|DKPOPA_06377;MF6|CFFIHE_03585
GCF_016899425.1|KEDGBJ_06339	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06339;GCF_053038975.1|AHCKDM_06000;GCF_053209605.1|GFFINM_06002;GCF_905400185.1|DKPOPA_06378;MF6|CFFIHE_03586
GCF_016899425.1|KEDGBJ_06340	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06340;GCF_053038975.1|AHCKDM_06001;GCF_053209605.1|GFFINM_06003;GCF_905400185.1|DKPOPA_06379;MF6|CFFIHE_03587
GCF_016899425.1|KEDGBJ_06341	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06341;GCF_053038975.1|AHCKDM_06002;GCF_053209605.1|GFFINM_06004;GCF_905400185.1|DKPOPA_06380;MF6|CFFIHE_03588
GCF_016899425.1|KEDGBJ_06342	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06342;GCF_905400185.1|DKPOPA_06381;MF6|CFFIHE_03589
GCF_016899425.1|KEDGBJ_06343	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06343;GCF_053038975.1|AHCKDM_06003;GCF_053209605.1|GFFINM_06005;GCF_905400185.1|DKPOPA_06382;MF6|CFFIHE_03590
GCF_016899425.1|KEDGBJ_06344	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06344;GCF_053038975.1|AHCKDM_06004;GCF_053209605.1|GFFINM_06006;GCF_905400185.1|DKPOPA_06383;MF6|CFFIHE_03591
GCF_016899425.1|KEDGBJ_06345	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06345;GCF_053038975.1|AHCKDM_06005;GCF_053209605.1|GFFINM_06007;GCF_905400185.1|DKPOPA_06384;MF6|CFFIHE_03592
GCF_016899425.1|KEDGBJ_06346	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06346;GCF_053038975.1|AHCKDM_06006;GCF_053209605.1|GFFINM_06008;GCF_905400185.1|DKPOPA_06385;MF6|CFFIHE_03593
GCF_016899425.1|KEDGBJ_06347	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06347;GCF_053038975.1|AHCKDM_06008;GCF_053209605.1|GFFINM_06010;GCF_905400185.1|DKPOPA_06386;MF6|CFFIHE_03594
GCF_016899425.1|KEDGBJ_06348	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06348;GCF_053038975.1|AHCKDM_06009;GCF_053209605.1|GFFINM_06011;GCF_905400185.1|DKPOPA_06387;MF6|CFFIHE_03595
GCF_016899425.1|KEDGBJ_06349	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06349;GCF_053038975.1|AHCKDM_06010;GCF_053209605.1|GFFINM_06012;GCF_905400185.1|DKPOPA_06388;MF6|CFFIHE_03596
GCF_016899425.1|KEDGBJ_06350	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06350;GCF_053038975.1|AHCKDM_06011;GCF_053209605.1|GFFINM_06013;GCF_905400185.1|DKPOPA_06389;MF6|CFFIHE_03597
GCF_016899425.1|KEDGBJ_06352	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06352;GCF_053038975.1|AHCKDM_06013;GCF_053209605.1|GFFINM_06015;GCF_905400185.1|DKPOPA_06391;MF6|CFFIHE_03599
GCF_016899425.1|KEDGBJ_06353	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06353;GCF_053038975.1|AHCKDM_06014;GCF_053209605.1|GFFINM_06016;GCF_905400185.1|DKPOPA_06392;MF6|CFFIHE_03600
GCF_016899425.1|KEDGBJ_06354	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06354;GCF_053038975.1|AHCKDM_06015;GCF_053209605.1|GFFINM_06017;GCF_905400185.1|DKPOPA_06393;MF6|CFFIHE_03601
GCF_016899425.1|KEDGBJ_06355	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06355;GCF_053038975.1|AHCKDM_06017;GCF_053209605.1|GFFINM_06019;GCF_905400185.1|DKPOPA_06395;MF6|CFFIHE_03602
GCF_016899425.1|KEDGBJ_06356	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06356;GCF_053038975.1|AHCKDM_06018;GCF_053209605.1|GFFINM_06020;GCF_905400185.1|DKPOPA_06396;MF6|CFFIHE_03603
GCF_016899425.1|KEDGBJ_06357	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06357;GCF_053038975.1|AHCKDM_06019;GCF_053209605.1|GFFINM_06021;GCF_905400185.1|DKPOPA_06397;MF6|CFFIHE_03604
GCF_016899425.1|KEDGBJ_06358	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06358;GCF_053038975.1|AHCKDM_06020;GCF_053209605.1|GFFINM_06022;GCF_905400185.1|DKPOPA_06398;MF6|CFFIHE_03605
GCF_016899425.1|KEDGBJ_06359	2	2	0	0	GCF_016899425.1;GCF_905400185.1	GCF_016899425.1|KEDGBJ_06359;GCF_905400185.1|DKPOPA_06399
GCF_016899425.1|KEDGBJ_06360	2	2	0	0	GCF_016899425.1;GCF_905400185.1	GCF_016899425.1|KEDGBJ_06360;GCF_905400185.1|DKPOPA_06400
GCF_016899425.1|KEDGBJ_06361	2	2	0	0	GCF_016899425.1;GCF_905400185.1	GCF_016899425.1|KEDGBJ_06361;GCF_905400185.1|DKPOPA_06401
GCF_016899425.1|KEDGBJ_06362	2	2	0	0	GCF_016899425.1;GCF_905400185.1	GCF_016899425.1|KEDGBJ_06362;GCF_905400185.1|DKPOPA_06402
GCF_016899425.1|KEDGBJ_06363	2	2	0	0	GCF_016899425.1;GCF_905400185.1	GCF_016899425.1|KEDGBJ_06363;GCF_905400185.1|DKPOPA_06403
GCF_016899425.1|KEDGBJ_06364	2	2	0	0	GCF_016899425.1;GCF_905400185.1	GCF_016899425.1|KEDGBJ_06364;GCF_905400185.1|DKPOPA_06404
GCF_016899425.1|KEDGBJ_06365	2	2	0	0	GCF_016899425.1;GCF_905400185.1	GCF_016899425.1|KEDGBJ_06365;GCF_905400185.1|DKPOPA_06405
GCF_016899425.1|KEDGBJ_06366	2	2	0	0	GCF_016899425.1;GCF_905400185.1	GCF_016899425.1|KEDGBJ_06366;GCF_905400185.1|DKPOPA_06406
GCF_016899425.1|KEDGBJ_06367	2	2	0	0	GCF_016899425.1;GCF_905400185.1	GCF_016899425.1|KEDGBJ_06367;GCF_905400185.1|DKPOPA_06407
GCF_016899425.1|KEDGBJ_06368	2	2	0	0	GCF_016899425.1;GCF_905400185.1	GCF_016899425.1|KEDGBJ_06368;GCF_905400185.1|DKPOPA_06408
GCF_016899425.1|KEDGBJ_06369	2	2	0	0	GCF_016899425.1;GCF_905400185.1	GCF_016899425.1|KEDGBJ_06369;GCF_905400185.1|DKPOPA_06409
GCF_016899425.1|KEDGBJ_06370	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06370;GCF_053038975.1|AHCKDM_06023;GCF_053209605.1|GFFINM_06025;GCF_905400185.1|DKPOPA_06410;MF6|CFFIHE_03607
GCF_016899425.1|KEDGBJ_06371	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06371;GCF_053038975.1|AHCKDM_06024;GCF_053209605.1|GFFINM_06026;GCF_905400185.1|DKPOPA_06411;MF6|CFFIHE_03608
GCF_016899425.1|KEDGBJ_06372	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06372;GCF_053038975.1|AHCKDM_06025;GCF_053209605.1|GFFINM_06027;GCF_905400185.1|DKPOPA_06412;MF6|CFFIHE_03609
GCF_016899425.1|KEDGBJ_06375	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06375;GCF_053038975.1|AHCKDM_06028;GCF_053209605.1|GFFINM_06030;GCF_905400185.1|DKPOPA_06415;MF6|CFFIHE_03613
GCF_016899425.1|KEDGBJ_06376	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06376;GCF_053038975.1|AHCKDM_06029;GCF_053209605.1|GFFINM_06031;GCF_905400185.1|DKPOPA_06416;MF6|CFFIHE_03614
GCF_016899425.1|KEDGBJ_06377	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06377;GCF_053038975.1|AHCKDM_06030;GCF_053209605.1|GFFINM_06032;GCF_905400185.1|DKPOPA_06417;MF6|CFFIHE_03615
GCF_016899425.1|KEDGBJ_06378	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06378;GCF_053038975.1|AHCKDM_06031;GCF_053209605.1|GFFINM_06033;GCF_905400185.1|DKPOPA_06418;MF6|CFFIHE_03616
GCF_016899425.1|KEDGBJ_06379	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06379;GCF_053038975.1|AHCKDM_06036;GCF_053209605.1|GFFINM_06038;GCF_905400185.1|DKPOPA_06419;MF6|CFFIHE_03617
GCF_016899425.1|KEDGBJ_06380	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06380;GCF_053038975.1|AHCKDM_06037;GCF_053209605.1|GFFINM_06039;GCF_905400185.1|DKPOPA_06420;MF6|CFFIHE_03618
GCF_016899425.1|KEDGBJ_06381	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06381;GCF_053038975.1|AHCKDM_06040;GCF_053209605.1|GFFINM_06042;GCF_905400185.1|DKPOPA_06421;MF6|CFFIHE_03619
GCF_016899425.1|KEDGBJ_06382	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06382;GCF_053038975.1|AHCKDM_06041;GCF_053209605.1|GFFINM_06043;GCF_905400185.1|DKPOPA_06422;MF6|CFFIHE_03620
GCF_016899425.1|KEDGBJ_06383	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06383;GCF_905400185.1|DKPOPA_06423;MF6|CFFIHE_03621
GCF_016899425.1|KEDGBJ_06384	3	3	0	0	GCF_016899425.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06384;GCF_905400185.1|DKPOPA_06424;MF6|CFFIHE_03622
GCF_016899425.1|KEDGBJ_06385	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06385;GCF_053038975.1|AHCKDM_06053;GCF_053209605.1|GFFINM_06055;GCF_905400185.1|DKPOPA_06425;MF6|CFFIHE_03623
GCF_016899425.1|KEDGBJ_06386	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06386;GCF_053038975.1|AHCKDM_06054;GCF_053209605.1|GFFINM_06056;GCF_905400185.1|DKPOPA_06426;MF6|CFFIHE_03624
GCF_016899425.1|KEDGBJ_06387	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06387;GCF_053038975.1|AHCKDM_06055;GCF_053209605.1|GFFINM_06057;GCF_905400185.1|DKPOPA_06427;MF6|CFFIHE_03625
GCF_016899425.1|KEDGBJ_06388	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06388;GCF_053038975.1|AHCKDM_06056;GCF_053209605.1|GFFINM_06058;GCF_905400185.1|DKPOPA_06428;MF6|CFFIHE_03626
GCF_016899425.1|KEDGBJ_06389	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06389;GCF_053038975.1|AHCKDM_06057;GCF_053209605.1|GFFINM_06059;GCF_905400185.1|DKPOPA_06429;MF6|CFFIHE_03627
GCF_016899425.1|KEDGBJ_06390	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06390;GCF_053038975.1|AHCKDM_06058;GCF_053209605.1|GFFINM_06060;GCF_905400185.1|DKPOPA_06430;MF6|CFFIHE_03628
GCF_016899425.1|KEDGBJ_06392	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06392;GCF_053038975.1|AHCKDM_06060;GCF_053209605.1|GFFINM_06062;GCF_905400185.1|DKPOPA_06432;MF6|CFFIHE_03630
GCF_016899425.1|KEDGBJ_06393	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06393;GCF_053038975.1|AHCKDM_06061;GCF_053209605.1|GFFINM_06063;GCF_905400185.1|DKPOPA_06433;MF6|CFFIHE_03631
GCF_016899425.1|KEDGBJ_06394	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06394;GCF_053038975.1|AHCKDM_06062;GCF_053209605.1|GFFINM_06064;GCF_905400185.1|DKPOPA_06434;MF6|CFFIHE_03632
GCF_016899425.1|KEDGBJ_06395	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06395;GCF_053038975.1|AHCKDM_06063;GCF_053209605.1|GFFINM_06065;GCF_905400185.1|DKPOPA_06435;MF6|CFFIHE_03633
GCF_016899425.1|KEDGBJ_06396	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06396;GCF_053038975.1|AHCKDM_06064;GCF_053209605.1|GFFINM_06066;GCF_905400185.1|DKPOPA_06436;MF6|CFFIHE_03634
GCF_016899425.1|KEDGBJ_06397	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06397;GCF_053038975.1|AHCKDM_06065;GCF_053209605.1|GFFINM_06067;GCF_905400185.1|DKPOPA_06437;MF6|CFFIHE_03635
GCF_016899425.1|KEDGBJ_06398	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06398;GCF_053038975.1|AHCKDM_06066;GCF_053209605.1|GFFINM_06068;GCF_905400185.1|DKPOPA_06438;MF6|CFFIHE_03636
GCF_016899425.1|KEDGBJ_06399	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06399;GCF_053038975.1|AHCKDM_06067;GCF_053209605.1|GFFINM_06069;GCF_905400185.1|DKPOPA_06439;MF6|CFFIHE_03637
GCF_016899425.1|KEDGBJ_06400	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06400;GCF_053038975.1|AHCKDM_06068;GCF_053209605.1|GFFINM_06070;GCF_905400185.1|DKPOPA_06440;MF6|CFFIHE_03638
GCF_016899425.1|KEDGBJ_06401	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06401;GCF_053038975.1|AHCKDM_06069;GCF_053209605.1|GFFINM_06071;GCF_905400185.1|DKPOPA_06441;MF6|CFFIHE_03639
GCF_016899425.1|KEDGBJ_06402	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06402;GCF_053038975.1|AHCKDM_06070;GCF_053209605.1|GFFINM_06072;GCF_905400185.1|DKPOPA_06442;MF6|CFFIHE_03640
GCF_016899425.1|KEDGBJ_06403	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06403;GCF_053038975.1|AHCKDM_06071;GCF_053209605.1|GFFINM_06073;GCF_905400185.1|DKPOPA_06443;MF6|CFFIHE_03641
GCF_016899425.1|KEDGBJ_06404	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06404;GCF_053038975.1|AHCKDM_06072;GCF_053209605.1|GFFINM_06074;GCF_905400185.1|DKPOPA_06444;MF6|CFFIHE_03642
GCF_016899425.1|KEDGBJ_06405	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06405;GCF_053038975.1|AHCKDM_06073;GCF_053209605.1|GFFINM_06075;GCF_905400185.1|DKPOPA_06445;MF6|CFFIHE_03643
GCF_016899425.1|KEDGBJ_06406	5	5	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GCF_016899425.1|KEDGBJ_06406;GCF_053038975.1|AHCKDM_06074;GCF_053209605.1|GFFINM_06076;GCF_905400185.1|DKPOPA_06446;MF6|CFFIHE_03644
