query	acc	contig	gene	start	end	strand	pident	qcovs	qcovhsp	qstart	qend	bits	evalue	slen	qlen	tier	contig_len	contig_rank	tier_ambiguous
MF6_004284_full	GCF_002208175.1	NZ_CP022007.1	50	39845	44083	-	23.828	46	45	744	1438	103	7.98e-20	1412	1538	4	210524	3	False
MF6_004284_full	GCF_002208175.1	NZ_CP022007.1	50	39845	44083	-	22.980	46	25	736	1119	82.4	2.25e-13	1412	1538	4	210524	3	False
MF6_004284_full	GCF_000959725.1	NZ_CP009321.1	119	112469	116707	-	23.828	46	45	744	1438	103	7.98e-20	1412	1538	4	213090	3	False
MF6_004284_full	GCF_000959725.1	NZ_CP009321.1	119	112469	116707	-	22.980	46	25	736	1119	82.4	2.25e-13	1412	1538	4	213090	3	False
MF6_004284_full	GCF_012974245.1	NZ_CP052864.1	1906	2277355	2282031	+	24.101	62	41	799	1433	103	7.99e-20	1558	1538	4	2869204	2	False
MF6_004284_full	GCF_012974245.1	NZ_CP052864.1	1906	2277355	2282031	+	27.273	62	20	810	1115	83.6	9.33e-14	1558	1538	4	2869204	2	False
MF6_004284_full	GCF_012974245.1	NZ_CP052864.1	1906	2277355	2282031	+	24.779	62	27	756	1172	77.8	6.57e-12	1558	1538	4	2869204	2	False
MF6_004284_full	GCF_012974245.1	NZ_CP052864.1	1906	2277355	2282031	+	25.833	62	21	788	1115	72.8	1.75e-10	1558	1538	4	2869204	2	False
MF6_004284_full	GCF_012974245.1	NZ_CP052864.1	1906	2277355	2282031	+	23.590	62	34	483	1001	69.3	2.22e-09	1558	1538	4	2869204	2	False
MF6_004284_full	GCF_026683835.2	NZ_CP113272.2	91	105782	110404	-	23.180	55	41	498	1121	103	8.02e-20	1540	1538	4	3490225	1	False
MF6_004284_full	GCF_026683835.2	NZ_CP113272.2	91	105782	110404	-	24.361	55	29	815	1261	85.5	2.41e-14	1540	1538	4	3490225	1	False
MF6_004284_full	GCF_026683835.2	NZ_CP113272.2	91	105782	110404	-	26.535	55	27	739	1153	78.2	4.15e-12	1540	1538	4	3490225	1	False
MF6_004284_full	GCF_026683835.2	NZ_CP113272.2	91	105782	110404	-	30.366	55	12	422	606	68.2	5.41e-09	1540	1538	4	3490225	1	False
MF6_004284_full	GCF_055386035.1	NZ_AP028975.1	164	171767	176005	+	23.262	46	41	805	1438	103	8.05e-20	1412	1538	4	402366	3	False
MF6_004284_full	GCF_055386035.1	NZ_AP028975.1	164	171767	176005	+	25.672	46	25	736	1117	84.0	7.83e-14	1412	1538	4	402366	3	False
MF6_004284_full	GCF_001695735.1	NZ_CP016637.1	932	1170487	1173750	+	25.134	35	33	764	1273	103	8.13e-20	1087	1538	4	3254339	2	False
MF6_004284_full	GCF_001695735.1	NZ_CP016637.1	932	1170487	1173750	+	23.633	35	31	821	1302	68.9	2.88e-09	1087	1538	4	3254339	2	False
MF6_004284_full	GCF_001695715.1	NZ_CP016639.1	933	1171163	1174426	+	25.134	35	33	764	1273	103	8.13e-20	1087	1538	4	3256300	2	False
MF6_004284_full	GCF_001695715.1	NZ_CP016639.1	933	1171163	1174426	+	23.633	35	31	821	1302	68.9	2.88e-09	1087	1538	4	3256300	2	False
MF6_004284_full	GCF_018417535.1	NZ_CP070979.1	24	37447	42105	+	24.791	62	40	814	1433	103	8.53e-20	1552	1538	4	1319567	3	False
MF6_004284_full	GCF_018417535.1	NZ_CP070979.1	24	37447	42105	+	28.333	62	19	831	1127	92.8	1.64e-16	1552	1538	4	1319567	3	False
MF6_004284_full	GCF_018417535.1	NZ_CP070979.1	24	37447	42105	+	25.697	62	20	815	1115	81.6	3.60e-13	1552	1538	4	1319567	3	False
MF6_004284_full	GCF_018417535.1	NZ_CP070979.1	24	37447	42105	+	26.496	62	22	741	1075	71.6	4.78e-10	1552	1538	4	1319567	3	False
MF6_004284_full	GCF_018417535.1	NZ_CP070979.1	24	37447	42105	+	21.938	62	35	747	1284	65.1	4.18e-08	1552	1538	4	1319567	3	False
MF6_004284_full	GCF_018417535.1	NZ_CP070979.1	24	37447	42105	+	23.629	62	33	483	986	64.3	8.20e-08	1552	1538	4	1319567	3	False
MF6_004284_full	GCF_018417535.1	NZ_CP070979.1	24	37447	42105	+	23.092	62	30	813	1277	61.2	6.01e-07	1552	1538	4	1319567	3	False
MF6_004284_full	GCF_023374795.1	NZ_CP090754.1	430	522500	527104	+	28.629	58	32	803	1288	103	8.64e-20	1534	1538	4	2436911	2	False
MF6_004284_full	GCF_023374795.1	NZ_CP090754.1	430	522500	527104	+	25.045	58	31	505	982	86.7	1.08e-14	1534	1538	4	2436911	2	False
MF6_004284_full	GCF_023374795.1	NZ_CP090754.1	430	522500	527104	+	22.802	58	41	505	1141	72.0	3.23e-10	1534	1538	4	2436911	2	False
MF6_004284_full	GCF_023374795.1	NZ_CP090754.1	430	522500	527104	+	23.529	58	41	770	1396	68.6	4.03e-09	1534	1538	4	2436911	2	False
MF6_004284_full	GCF_023374655.1	NZ_CP090727.1	1712	1921948	1926552	-	28.629	58	32	803	1288	103	8.64e-20	1534	1538	4	2437988	2	False
MF6_004284_full	GCF_023374655.1	NZ_CP090727.1	1712	1921948	1926552	-	25.045	58	31	505	982	86.7	1.08e-14	1534	1538	4	2437988	2	False
MF6_004284_full	GCF_023374655.1	NZ_CP090727.1	1712	1921948	1926552	-	22.802	58	41	505	1141	72.0	3.23e-10	1534	1538	4	2437988	2	False
MF6_004284_full	GCF_023374655.1	NZ_CP090727.1	1712	1921948	1926552	-	23.529	58	41	770	1396	68.6	4.03e-09	1534	1538	4	2437988	2	False
MF6_004284_full	GCF_023374635.1	NZ_CP090725.1	1702	1903571	1908175	-	28.629	58	32	803	1288	103	8.64e-20	1534	1538	4	2439884	2	False
MF6_004284_full	GCF_023374635.1	NZ_CP090725.1	1702	1903571	1908175	-	25.045	58	31	505	982	86.7	1.08e-14	1534	1538	4	2439884	2	False
MF6_004284_full	GCF_023374635.1	NZ_CP090725.1	1702	1903571	1908175	-	22.802	58	41	505	1141	72.0	3.23e-10	1534	1538	4	2439884	2	False
MF6_004284_full	GCF_023374635.1	NZ_CP090725.1	1702	1903571	1908175	-	23.529	58	41	770	1396	68.6	4.03e-09	1534	1538	4	2439884	2	False
MF6_004284_full	GCF_023374535.1	NZ_CP090708.1	1708	1923253	1927857	-	28.629	58	32	803	1288	103	8.64e-20	1534	1538	4	2439213	2	False
MF6_004284_full	GCF_023374535.1	NZ_CP090708.1	1708	1923253	1927857	-	25.045	58	31	505	982	86.7	1.08e-14	1534	1538	4	2439213	2	False
MF6_004284_full	GCF_023374535.1	NZ_CP090708.1	1708	1923253	1927857	-	22.802	58	41	505	1141	72.0	3.23e-10	1534	1538	4	2439213	2	False
MF6_004284_full	GCF_023374535.1	NZ_CP090708.1	1708	1923253	1927857	-	23.529	58	41	770	1396	68.6	4.03e-09	1534	1538	4	2439213	2	False
MF6_004284_full	GCF_000194745.1	NC_015383.1	268	318766	323004	-	23.262	46	41	805	1438	103	8.83e-20	1412	1538	4	403586	3	False
MF6_004284_full	GCF_000194745.1	NC_015383.1	268	318766	323004	-	25.428	46	25	736	1117	81.3	5.20e-13	1412	1538	4	403586	3	False
MF6_004284_full	GCF_050632345.1	NZ_CP192564.1	633	714447	719057	+	24.901	47	44	754	1433	103	9.02e-20	1536	1538	4	3146071	2	False
MF6_004284_full	GCF_050632345.1	NZ_CP192564.1	633	714447	719057	+	23.296	47	37	715	1288	68.9	3.15e-09	1536	1538	4	3146071	2	False
MF6_004284_full	GCF_050632335.1	NZ_CP192553.1	635	714985	719595	+	24.901	47	44	754	1433	103	9.02e-20	1536	1538	4	3146358	2	False
MF6_004284_full	GCF_050632335.1	NZ_CP192553.1	635	714985	719595	+	23.296	47	37	715	1288	68.9	3.15e-09	1536	1538	4	3146358	2	False
MF6_004284_full	GCF_050632315.1	NZ_CP192546.1	2198	2427560	2432170	-	24.901	47	44	754	1433	103	9.02e-20	1536	1538	4	3146363	2	False
MF6_004284_full	GCF_050632315.1	NZ_CP192546.1	2198	2427560	2432170	-	23.296	47	37	715	1288	68.9	3.15e-09	1536	1538	4	3146363	2	False
MF6_004284_full	GCF_050632305.1	NZ_CP192557.1	2205	2427497	2432107	-	24.901	47	44	754	1433	103	9.02e-20	1536	1538	4	3146357	2	False
MF6_004284_full	GCF_050632305.1	NZ_CP192557.1	2205	2427497	2432107	-	23.296	47	37	715	1288	68.9	3.15e-09	1536	1538	4	3146357	2	False
MF6_004284_full	GCF_033391855.2	NZ_CM138824.1	1293	1444571	1448989	-	24.536	59	43	747	1407	103	9.63e-20	1472	1538	4	3985594	1	False
MF6_004284_full	GCF_033391855.2	NZ_CM138824.1	1293	1444571	1448989	-	25.719	59	34	836	1360	94.4	5.46e-17	1472	1538	4	3985594	1	False
MF6_004284_full	GCF_033391855.2	NZ_CM138824.1	1293	1444571	1448989	-	24.182	59	30	509	977	68.6	3.79e-09	1472	1538	4	3985594	1	False
MF6_004284_full	GCF_033391855.2	NZ_CM138824.1	1293	1444571	1448989	-	23.984	59	29	499	938	68.2	5.64e-09	1472	1538	4	3985594	1	False
MF6_004284_full	GCF_030644525.1	NZ_CP066798.1	987	1121900	1126708	-	26.509	47	21	802	1117	103	9.65e-20	1602	1538	4	4199852	1	False
MF6_004284_full	GCF_030644525.1	NZ_CP066798.1	987	1121900	1126708	-	27.811	47	22	810	1144	92.4	1.98e-16	1602	1538	4	4199852	1	False
MF6_004284_full	GCF_030644525.1	NZ_CP066798.1	987	1121900	1126708	-	24.956	47	36	687	1242	92.0	2.66e-16	1602	1538	4	4199852	1	False
MF6_004284_full	GCF_030644525.1	NZ_CP066798.1	987	1121900	1126708	-	22.238	47	40	524	1134	60.5	1.15e-06	1602	1538	4	4199852	1	False
MF6_004284_full	GCF_002111345.1	NZ_CP018371.1	941	1209860	1214491	+	24.556	37	36	803	1360	103	1.00e-19	1543	1538	4	3144330	2	False
MF6_004284_full	GCF_002111345.1	NZ_CP018371.1	941	1209860	1214491	+	24.283	37	29	802	1241	95.9	2.03e-17	1543	1538	4	3144330	2	False
MF6_004284_full	GCF_002111345.1	NZ_CP018371.1	941	1209860	1214491	+	25.768	37	23	795	1151	93.2	1.22e-16	1543	1538	4	3144330	2	False
MF6_004284_full	GCF_002111345.1	NZ_CP018371.1	941	1209860	1214491	+	26.059	37	20	821	1124	71.6	3.93e-10	1543	1538	4	3144330	2	False
MF6_004284_full	GCF_045345775.1	NZ_CP174277.1	59	66736	71610	+	26.402	38	27	723	1141	103	1.00e-19	1624	1538	4	2799897	2	False
MF6_004284_full	GCF_045345775.1	NZ_CP174277.1	59	66736	71610	+	29.375	38	20	691	1003	100	5.91e-19	1624	1538	4	2799897	2	False
MF6_004284_full	GCF_045345775.1	NZ_CP174277.1	59	66736	71610	+	32.836	38	9	499	632	61.2	6.70e-07	1624	1538	4	2799897	2	False
MF6_004284_full	GCF_030505635.1	NZ_CP130150.1	24	26191	30174	+	25.090	52	31	799	1280	103	1.03e-19	1327	1538	4	53064	5	False
MF6_004284_full	GCF_030505635.1	NZ_CP130150.1	24	26191	30174	+	27.273	52	20	810	1115	82.4	2.01e-13	1327	1538	4	53064	5	False
MF6_004284_full	GCF_030505635.1	NZ_CP130150.1	24	26191	30174	+	25.722	52	24	756	1124	72.4	2.43e-10	1327	1538	4	53064	5	False
MF6_004284_full	GCF_030505635.1	NZ_CP130150.1	24	26191	30174	+	25.833	52	21	788	1115	71.6	3.87e-10	1327	1538	4	53064	5	False
MF6_004284_full	GCF_030505635.1	NZ_CP130150.1	24	26191	30174	+	23.304	52	34	483	1001	67.0	1.15e-08	1327	1538	4	53064	5	False
MF6_004284_full	GCF_001718995.1	NZ_CP013467.1	391	416621	421264	+	23.338	49	41	498	1121	103	1.04e-19	1547	1538	4	3451669	1	False
MF6_004284_full	GCF_001718995.1	NZ_CP013467.1	391	416621	421264	+	24.903	49	32	695	1180	92.0	2.84e-16	1547	1538	4	3451669	1	False
MF6_004284_full	GCF_001718995.1	NZ_CP013467.1	391	416621	421264	+	26.984	49	20	815	1127	82.8	1.89e-13	1547	1538	4	3451669	1	False
MF6_004284_full	GCF_001718995.1	NZ_CP013467.1	391	416621	421264	+	26.190	49	12	422	608	62.8	2.07e-07	1547	1538	4	3451669	1	False
MF6_004284_full	GCF_000756005.1	NZ_CP008730.1	1202	1341367	1346010	-	23.338	49	41	498	1121	103	1.04e-19	1547	1538	4	3603686	1	False
MF6_004284_full	GCF_000756005.1	NZ_CP008730.1	1202	1341367	1346010	-	24.903	49	32	695	1180	92.0	2.84e-16	1547	1538	4	3603686	1	False
MF6_004284_full	GCF_000756005.1	NZ_CP008730.1	1202	1341367	1346010	-	26.984	49	20	815	1127	82.8	1.89e-13	1547	1538	4	3603686	1	False
MF6_004284_full	GCF_000756005.1	NZ_CP008730.1	1202	1341367	1346010	-	26.190	49	12	422	608	62.8	2.07e-07	1547	1538	4	3603686	1	False
MF6_004284_full	GCF_023374815.1	NZ_CP090758.1	416	516317	520921	+	28.629	58	32	803	1288	103	1.09e-19	1534	1538	4	2358546	2	False
MF6_004284_full	GCF_023374815.1	NZ_CP090758.1	416	516317	520921	+	25.045	58	31	505	982	86.3	1.37e-14	1534	1538	4	2358546	2	False
MF6_004284_full	GCF_023374815.1	NZ_CP090758.1	416	516317	520921	+	22.802	58	41	505	1141	71.6	4.16e-10	1534	1538	4	2358546	2	False
MF6_004284_full	GCF_023374815.1	NZ_CP090758.1	416	516317	520921	+	23.529	58	41	770	1396	68.2	5.01e-09	1534	1538	4	2358546	2	False
MF6_004284_full	GCF_023374755.1	NZ_CP090745.1	1593	1838148	1842752	-	28.629	58	32	803	1288	103	1.09e-19	1534	1538	4	2358520	2	False
MF6_004284_full	GCF_023374755.1	NZ_CP090745.1	1593	1838148	1842752	-	25.045	58	31	505	982	86.3	1.37e-14	1534	1538	4	2358520	2	False
MF6_004284_full	GCF_023374755.1	NZ_CP090745.1	1593	1838148	1842752	-	22.802	58	41	505	1141	71.6	4.16e-10	1534	1538	4	2358520	2	False
MF6_004284_full	GCF_023374755.1	NZ_CP090745.1	1593	1838148	1842752	-	23.529	58	41	770	1396	68.2	5.01e-09	1534	1538	4	2358520	2	False
MF6_004284_full	GCF_023374575.1	NZ_CP090715.1	465	553930	558534	+	28.629	58	32	803	1288	103	1.09e-19	1534	1538	4	2432265	2	False
MF6_004284_full	GCF_023374575.1	NZ_CP090715.1	465	553930	558534	+	25.045	58	31	505	982	86.3	1.37e-14	1534	1538	4	2432265	2	False
MF6_004284_full	GCF_023374575.1	NZ_CP090715.1	465	553930	558534	+	22.802	58	41	505	1141	71.6	4.16e-10	1534	1538	4	2432265	2	False
MF6_004284_full	GCF_023374575.1	NZ_CP090715.1	465	553930	558534	+	23.529	58	41	770	1396	68.2	5.01e-09	1534	1538	4	2432265	2	False
MF6_004284_full	GCF_023374395.1	NZ_CP090686.1	424	526282	530886	+	28.629	58	32	803	1288	103	1.09e-19	1534	1538	4	2358312	2	False
MF6_004284_full	GCF_023374395.1	NZ_CP090686.1	424	526282	530886	+	25.045	58	31	505	982	86.3	1.37e-14	1534	1538	4	2358312	2	False
MF6_004284_full	GCF_023374395.1	NZ_CP090686.1	424	526282	530886	+	22.802	58	41	505	1141	71.6	4.16e-10	1534	1538	4	2358312	2	False
MF6_004284_full	GCF_023374395.1	NZ_CP090686.1	424	526282	530886	+	23.529	58	41	770	1396	68.2	5.01e-09	1534	1538	4	2358312	2	False
MF6_004284_full	GCF_023374315.1	NZ_CP090672.1	416	516377	520981	+	28.629	58	32	803	1288	103	1.09e-19	1534	1538	4	2352823	2	False
MF6_004284_full	GCF_023374315.1	NZ_CP090672.1	416	516377	520981	+	25.045	58	31	505	982	86.3	1.37e-14	1534	1538	4	2352823	2	False
MF6_004284_full	GCF_023374315.1	NZ_CP090672.1	416	516377	520981	+	22.802	58	41	505	1141	71.6	4.16e-10	1534	1538	4	2352823	2	False
MF6_004284_full	GCF_023374315.1	NZ_CP090672.1	416	516377	520981	+	23.529	58	41	770	1396	68.2	5.01e-09	1534	1538	4	2352823	2	False
MF6_004284_full	GCF_023373685.1	NZ_CP090781.1	1593	1838299	1842903	-	28.629	58	32	803	1288	103	1.09e-19	1534	1538	4	2358536	2	False
MF6_004284_full	GCF_023373685.1	NZ_CP090781.1	1593	1838299	1842903	-	25.045	58	31	505	982	86.3	1.37e-14	1534	1538	4	2358536	2	False
MF6_004284_full	GCF_023373685.1	NZ_CP090781.1	1593	1838299	1842903	-	22.802	58	41	505	1141	71.6	4.16e-10	1534	1538	4	2358536	2	False
MF6_004284_full	GCF_023373685.1	NZ_CP090781.1	1593	1838299	1842903	-	23.529	58	41	770	1396	68.2	5.01e-09	1534	1538	4	2358536	2	False
MF6_004284_full	GCF_023373665.1	NZ_CP090778.1	417	516341	520945	+	28.629	58	32	803	1288	103	1.09e-19	1534	1538	4	2358532	2	False
MF6_004284_full	GCF_023373665.1	NZ_CP090778.1	417	516341	520945	+	25.045	58	31	505	982	86.3	1.37e-14	1534	1538	4	2358532	2	False
MF6_004284_full	GCF_023373665.1	NZ_CP090778.1	417	516341	520945	+	22.802	58	41	505	1141	71.6	4.16e-10	1534	1538	4	2358532	2	False
MF6_004284_full	GCF_023373665.1	NZ_CP090778.1	417	516341	520945	+	23.529	58	41	770	1396	68.2	5.01e-09	1534	1538	4	2358532	2	False
MF6_004284_full	GCF_003019965.1	NZ_CP020398.1	692	821068	825672	+	28.629	58	32	803	1288	103	1.09e-19	1534	1538	4	2344186	2	False
MF6_004284_full	GCF_003019965.1	NZ_CP020398.1	692	821068	825672	+	25.045	58	31	505	982	86.3	1.37e-14	1534	1538	4	2344186	2	False
MF6_004284_full	GCF_003019965.1	NZ_CP020398.1	692	821068	825672	+	22.802	58	41	505	1141	71.6	4.16e-10	1534	1538	4	2344186	2	False
MF6_004284_full	GCF_003019965.1	NZ_CP020398.1	692	821068	825672	+	23.529	58	41	770	1396	68.2	5.01e-09	1534	1538	4	2344186	2	False
MF6_004284_full	GCF_000959525.1	NZ_CP009831.1	1765	2062158	2066762	-	28.629	58	32	803	1288	103	1.09e-19	1534	1538	4	2344193	2	False
MF6_004284_full	GCF_000959525.1	NZ_CP009831.1	1765	2062158	2066762	-	25.045	58	31	505	982	86.3	1.37e-14	1534	1538	4	2344193	2	False
MF6_004284_full	GCF_000959525.1	NZ_CP009831.1	1765	2062158	2066762	-	22.802	58	41	505	1141	71.6	4.16e-10	1534	1538	4	2344193	2	False
MF6_004284_full	GCF_000959525.1	NZ_CP009831.1	1765	2062158	2066762	-	23.529	58	41	770	1396	68.2	5.01e-09	1534	1538	4	2344193	2	False
MF6_004284_full	GCF_020843925.1	NZ_CP086297.1	438	477316	481959	+	23.477	49	41	499	1121	103	1.13e-19	1547	1538	4	3485251	1	False
MF6_004284_full	GCF_020843925.1	NZ_CP086297.1	438	477316	481959	+	25.105	49	29	739	1180	83.6	9.63e-14	1547	1538	4	3485251	1	False
MF6_004284_full	GCF_020843925.1	NZ_CP086297.1	438	477316	481959	+	26.875	49	20	825	1127	79.3	1.88e-12	1547	1538	4	3485251	1	False
MF6_004284_full	GCF_020843925.1	NZ_CP086297.1	438	477316	481959	+	27.230	49	12	422	608	62.4	2.83e-07	1547	1538	4	3485251	1	False
MF6_004284_full	GCF_000755925.1	NZ_CP008911.1	2818	3289826	3294607	+	24.386	36	31	803	1282	103	1.15e-19	1593	1538	4	4017692	1	False
MF6_004284_full	GCF_000755925.1	NZ_CP008911.1	2818	3289826	3294607	+	25.459	36	24	745	1115	95.9	1.71e-17	1593	1538	4	4017692	1	False
MF6_004284_full	GCF_000755925.1	NZ_CP008911.1	2818	3289826	3294607	+	24.419	36	30	845	1300	83.6	1.07e-13	1593	1538	4	4017692	1	False
MF6_004284_full	GCF_000012785.1	NC_007434.1	1988	2295521	2300302	-	24.386	36	31	803	1282	103	1.15e-19	1593	1538	4	4126292	1	False
MF6_004284_full	GCF_000012785.1	NC_007434.1	1988	2295521	2300302	-	25.459	36	24	745	1115	95.9	1.71e-17	1593	1538	4	4126292	1	False
MF6_004284_full	GCF_000012785.1	NC_007434.1	1988	2295521	2300302	-	24.419	36	30	845	1300	83.6	1.07e-13	1593	1538	4	4126292	1	False
MF6_004284_full	GCF_030505635.1	NZ_CP130149.1	24	27813	31886	+	25.090	52	31	799	1280	102	1.19e-19	1357	1538	4	88744	4	False
MF6_004284_full	GCF_030505635.1	NZ_CP130149.1	24	27813	31886	+	27.273	52	20	810	1115	82.4	2.04e-13	1357	1538	4	88744	4	False
MF6_004284_full	GCF_030505635.1	NZ_CP130149.1	24	27813	31886	+	25.722	52	24	756	1124	72.4	2.62e-10	1357	1538	4	88744	4	False
MF6_004284_full	GCF_030505635.1	NZ_CP130149.1	24	27813	31886	+	25.833	52	21	788	1115	71.6	4.31e-10	1357	1538	4	88744	4	False
MF6_004284_full	GCF_030505635.1	NZ_CP130149.1	24	27813	31886	+	23.304	52	34	483	1001	66.6	1.50e-08	1357	1538	4	88744	4	False
MF6_004284_full	GCF_008728375.1	NZ_CP038226.1	2911	3381179	3385960	+	24.432	36	31	803	1282	103	1.19e-19	1593	1538	4	3933317	1	False
MF6_004284_full	GCF_008728375.1	NZ_CP038226.1	2911	3381179	3385960	+	25.459	36	24	745	1115	95.9	1.74e-17	1593	1538	4	3933317	1	False
MF6_004284_full	GCF_008728375.1	NZ_CP038226.1	2911	3381179	3385960	+	24.419	36	30	845	1300	83.6	1.14e-13	1593	1538	4	3933317	1	False
MF6_004284_full	GCF_008728355.1	NZ_CP038224.1	2483	2866107	2870888	+	24.432	36	31	803	1282	103	1.19e-19	1593	1538	4	3931555	1	False
MF6_004284_full	GCF_008728355.1	NZ_CP038224.1	2483	2866107	2870888	+	25.459	36	24	745	1115	95.9	1.74e-17	1593	1538	4	3931555	1	False
MF6_004284_full	GCF_008728355.1	NZ_CP038224.1	2483	2866107	2870888	+	24.419	36	30	845	1300	83.6	1.14e-13	1593	1538	4	3931555	1	False
MF6_004284_full	GCF_008728335.1	NZ_CP038222.1	2861	3335698	3340479	-	24.432	36	31	803	1282	103	1.19e-19	1593	1538	4	3933419	1	False
MF6_004284_full	GCF_008728335.1	NZ_CP038222.1	2861	3335698	3340479	-	25.459	36	24	745	1115	95.9	1.74e-17	1593	1538	4	3933419	1	False
MF6_004284_full	GCF_008728335.1	NZ_CP038222.1	2861	3335698	3340479	-	24.419	36	30	845	1300	83.6	1.14e-13	1593	1538	4	3933419	1	False
MF6_004284_full	GCF_008728315.1	NZ_CP038220.1	25	25782	30563	+	24.432	36	31	803	1282	103	1.19e-19	1593	1538	4	3931933	1	False
MF6_004284_full	GCF_008728315.1	NZ_CP038220.1	25	25782	30563	+	25.459	36	24	745	1115	95.9	1.74e-17	1593	1538	4	3931933	1	False
MF6_004284_full	GCF_008728315.1	NZ_CP038220.1	25	25782	30563	+	24.419	36	30	845	1300	83.6	1.14e-13	1593	1538	4	3931933	1	False
MF6_004284_full	GCF_008728295.1	NZ_CP038218.1	1355	1575240	1580021	+	24.432	36	31	803	1282	103	1.19e-19	1593	1538	4	3934903	1	False
MF6_004284_full	GCF_008728295.1	NZ_CP038218.1	1355	1575240	1580021	+	25.459	36	24	745	1115	95.9	1.74e-17	1593	1538	4	3934903	1	False
MF6_004284_full	GCF_008728295.1	NZ_CP038218.1	1355	1575240	1580021	+	24.419	36	30	845	1300	83.6	1.14e-13	1593	1538	4	3934903	1	False
MF6_004284_full	GCF_008728275.1	NZ_CP038216.1	1185	1426964	1431745	-	24.432	36	31	803	1282	103	1.19e-19	1593	1538	4	3932431	1	False
MF6_004284_full	GCF_008728275.1	NZ_CP038216.1	1185	1426964	1431745	-	25.459	36	24	745	1115	95.9	1.74e-17	1593	1538	4	3932431	1	False
MF6_004284_full	GCF_008728275.1	NZ_CP038216.1	1185	1426964	1431745	-	24.419	36	30	845	1300	83.6	1.14e-13	1593	1538	4	3932431	1	False
MF6_004284_full	GCF_008728255.1	NZ_CP038214.1	1169	1421736	1426517	-	24.432	36	31	803	1282	103	1.19e-19	1593	1538	4	3932929	1	False
MF6_004284_full	GCF_008728255.1	NZ_CP038214.1	1169	1421736	1426517	-	25.459	36	24	745	1115	95.9	1.74e-17	1593	1538	4	3932929	1	False
MF6_004284_full	GCF_008728255.1	NZ_CP038214.1	1169	1421736	1426517	-	24.419	36	30	845	1300	83.6	1.14e-13	1593	1538	4	3932929	1	False
MF6_004284_full	GCF_045862465.1	NZ_AP024337.1	1163	1303050	1307540	+	23.077	47	46	764	1471	102	1.29e-19	1496	1538	4	4563288	1	False
MF6_004284_full	GCF_045862465.1	NZ_AP024337.1	1163	1303050	1307540	+	22.759	47	34	756	1281	69.3	2.39e-09	1496	1538	4	4563288	1	False
MF6_004284_full	GCF_023374435.1	NZ_CP090693.1	638	725294	729526	-	23.181	45	45	747	1438	102	1.31e-19	1410	1538	4	816086	3	False
MF6_004284_full	GCF_023374435.1	NZ_CP090693.1	638	725294	729526	-	26.854	45	24	746	1120	82.8	1.50e-13	1410	1538	4	816086	3	False
MF6_004284_full	GCF_029910215.1	NZ_CP110396.1	2211	2484074	2488327	-	23.047	43	41	812	1435	102	1.34e-19	1417	1538	4	3338875	2	False
MF6_004284_full	GCF_029910215.1	NZ_CP110396.1	2211	2484074	2488327	-	23.529	43	31	770	1241	72.8	2.16e-10	1417	1538	4	3338875	2	False
MF6_004284_full	GCF_028462305.2	NZ_CP159410.1	682	791055	795353	+	21.469	46	46	720	1432	102	1.37e-19	1432	1538	4	3460727	2	False
MF6_004284_full	GCF_028462305.2	NZ_CP159410.1	682	791055	795353	+	26.331	46	20	810	1117	70.1	1.26e-09	1432	1538	4	3460727	2	False
MF6_004284_full	GCF_001411805.1	NZ_CP007213.1	2323	2912435	2916673	-	23.214	46	42	789	1438	102	1.37e-19	1412	1538	4	3743649	2	False
MF6_004284_full	GCF_001411805.1	NZ_CP007213.1	2323	2912435	2916673	-	22.980	46	25	736	1119	82.8	1.78e-13	1412	1538	4	3743649	2	False
MF6_004284_full	GCF_001028665.1	NZ_CP011504.1	508	585241	589941	-	29.243	38	22	803	1141	102	1.37e-19	1566	1538	4	3214754	2	False
MF6_004284_full	GCF_001028665.1	NZ_CP011504.1	508	585241	589941	-	25.000	38	26	712	1115	89.4	2.02e-15	1566	1538	4	3214754	2	False
MF6_004284_full	GCF_001028665.1	NZ_CP011504.1	508	585241	589941	-	25.283	38	32	799	1296	73.2	1.33e-10	1566	1538	4	3214754	2	False
MF6_004284_full	GCF_026958255.1	NZ_CP092843.1	405	463421	468043	+	23.077	55	40	505	1121	102	1.39e-19	1540	1538	4	3495354	1	False
MF6_004284_full	GCF_026958255.1	NZ_CP092843.1	405	463421	468043	+	24.361	55	29	815	1261	86.3	1.36e-14	1540	1538	4	3495354	1	False
MF6_004284_full	GCF_026958255.1	NZ_CP092843.1	405	463421	468043	+	26.535	55	27	739	1153	78.6	3.12e-12	1540	1538	4	3495354	1	False
MF6_004284_full	GCF_026958255.1	NZ_CP092843.1	405	463421	468043	+	30.366	55	12	422	606	69.3	2.20e-09	1540	1538	4	3495354	1	False
MF6_004284_full	GCF_001029145.1	NZ_CP009743.1	233	292246	296553	+	22.168	60	42	785	1432	102	1.42e-19	1435	1538	4	3522585	1	False
MF6_004284_full	GCF_001029145.1	NZ_CP009743.1	233	292246	296553	+	22.300	60	40	503	1118	68.2	5.15e-09	1435	1538	4	3522585	1	False
MF6_004284_full	GCF_024662415.1	NZ_CP100137.1	1440	1747525	1752201	-	24.806	59	39	799	1397	102	1.46e-19	1558	1538	4	2808990	2	False
MF6_004284_full	GCF_024662415.1	NZ_CP100137.1	1440	1747525	1752201	-	27.273	59	20	810	1115	83.6	1.06e-13	1558	1538	4	2808990	2	False
