protein	genome	locus_tag	any_signature	interpro_entry	n_databases
GCF_053038975.1|AHCKDM_05950	GCF_053038975.1	AHCKDM_05950	True	True	5
GCF_053038975.1|AHCKDM_05951	GCF_053038975.1	AHCKDM_05951	True	True	3
GCF_053038975.1|AHCKDM_05952	GCF_053038975.1	AHCKDM_05952	True	True	4
GCF_053038975.1|AHCKDM_05953	GCF_053038975.1	AHCKDM_05953	False	False	1
GCF_053038975.1|AHCKDM_05955	GCF_053038975.1	AHCKDM_05955	True	True	4
GCF_053038975.1|AHCKDM_05957	GCF_053038975.1	AHCKDM_05957	False	False	1
GCF_053038975.1|AHCKDM_05958	GCF_053038975.1	AHCKDM_05958	True	True	4
GCF_053038975.1|AHCKDM_05959	GCF_053038975.1	AHCKDM_05959	True	True	2
GCF_053038975.1|AHCKDM_05960	GCF_053038975.1	AHCKDM_05960	True	True	8
GCF_053038975.1|AHCKDM_05961	GCF_053038975.1	AHCKDM_05961	True	True	6
GCF_053038975.1|AHCKDM_05962	GCF_053038975.1	AHCKDM_05962	True	True	3
GCF_053038975.1|AHCKDM_05963	GCF_053038975.1	AHCKDM_05963	True	True	2
GCF_053038975.1|AHCKDM_05964	GCF_053038975.1	AHCKDM_05964	True	True	8
GCF_053038975.1|AHCKDM_05965	GCF_053038975.1	AHCKDM_05965	True	True	5
GCF_053038975.1|AHCKDM_05966	GCF_053038975.1	AHCKDM_05966	True	True	9
GCF_053038975.1|AHCKDM_05967	GCF_053038975.1	AHCKDM_05967	True	True	6
GCF_053038975.1|AHCKDM_05968	GCF_053038975.1	AHCKDM_05968	True	True	5
GCF_053038975.1|AHCKDM_05969	GCF_053038975.1	AHCKDM_05969	True	True	8
GCF_053038975.1|AHCKDM_05970	GCF_053038975.1	AHCKDM_05970	True	True	3
GCF_053038975.1|AHCKDM_05971	GCF_053038975.1	AHCKDM_05971	True	True	5
GCF_053038975.1|AHCKDM_05973	GCF_053038975.1	AHCKDM_05973	True	True	8
GCF_053038975.1|AHCKDM_05974	GCF_053038975.1	AHCKDM_05974	True	True	8
GCF_053038975.1|AHCKDM_05975	GCF_053038975.1	AHCKDM_05975	True	True	6
GCF_053038975.1|AHCKDM_05976	GCF_053038975.1	AHCKDM_05976	True	True	8
GCF_053038975.1|AHCKDM_05978	GCF_053038975.1	AHCKDM_05978	True	True	1
GCF_053038975.1|AHCKDM_05979	GCF_053038975.1	AHCKDM_05979	True	True	7
GCF_053038975.1|AHCKDM_05980	GCF_053038975.1	AHCKDM_05980	True	True	7
GCF_053038975.1|AHCKDM_05981	GCF_053038975.1	AHCKDM_05981	True	True	6
GCF_053038975.1|AHCKDM_05982	GCF_053038975.1	AHCKDM_05982	True	True	6
GCF_053038975.1|AHCKDM_05983	GCF_053038975.1	AHCKDM_05983	True	True	4
GCF_053038975.1|AHCKDM_05984	GCF_053038975.1	AHCKDM_05984	True	True	7
GCF_053038975.1|AHCKDM_05985	GCF_053038975.1	AHCKDM_05985	True	True	7
GCF_053038975.1|AHCKDM_05986	GCF_053038975.1	AHCKDM_05986	True	True	8
GCF_053038975.1|AHCKDM_05987	GCF_053038975.1	AHCKDM_05987	True	True	6
GCF_053038975.1|AHCKDM_05988	GCF_053038975.1	AHCKDM_05988	True	True	8
GCF_053038975.1|AHCKDM_05989	GCF_053038975.1	AHCKDM_05989	True	True	7
GCF_053038975.1|AHCKDM_05990	GCF_053038975.1	AHCKDM_05990	True	True	8
GCF_053038975.1|AHCKDM_05991	GCF_053038975.1	AHCKDM_05991	True	True	5
GCF_053038975.1|AHCKDM_05992	GCF_053038975.1	AHCKDM_05992	True	True	7
GCF_053038975.1|AHCKDM_05993	GCF_053038975.1	AHCKDM_05993	True	True	6
GCF_053038975.1|AHCKDM_05994	GCF_053038975.1	AHCKDM_05994	True	True	7
GCF_053038975.1|AHCKDM_05995	GCF_053038975.1	AHCKDM_05995	True	True	9
GCF_053038975.1|AHCKDM_05996	GCF_053038975.1	AHCKDM_05996	True	True	6
GCF_053038975.1|AHCKDM_05997	GCF_053038975.1	AHCKDM_05997	True	True	7
GCF_053038975.1|AHCKDM_05998	GCF_053038975.1	AHCKDM_05998	True	True	6
GCF_053038975.1|AHCKDM_06000	GCF_053038975.1	AHCKDM_06000	True	True	7
GCF_053038975.1|AHCKDM_06003	GCF_053038975.1	AHCKDM_06003	True	True	1
GCF_053038975.1|AHCKDM_06004	GCF_053038975.1	AHCKDM_06004	True	True	4
GCF_053038975.1|AHCKDM_06005	GCF_053038975.1	AHCKDM_06005	True	True	1
GCF_053038975.1|AHCKDM_06006	GCF_053038975.1	AHCKDM_06006	True	True	2
GCF_053038975.1|AHCKDM_06007	GCF_053038975.1	AHCKDM_06007	True	True	4
GCF_053038975.1|AHCKDM_06008	GCF_053038975.1	AHCKDM_06008	True	True	5
GCF_053038975.1|AHCKDM_06009	GCF_053038975.1	AHCKDM_06009	True	True	5
GCF_053038975.1|AHCKDM_06010	GCF_053038975.1	AHCKDM_06010	True	True	7
GCF_053038975.1|AHCKDM_06011	GCF_053038975.1	AHCKDM_06011	True	True	6
GCF_053038975.1|AHCKDM_06012	GCF_053038975.1	AHCKDM_06012	True	True	5
GCF_053038975.1|AHCKDM_06013	GCF_053038975.1	AHCKDM_06013	True	True	7
GCF_053038975.1|AHCKDM_06014	GCF_053038975.1	AHCKDM_06014	True	True	6
GCF_053038975.1|AHCKDM_06016	GCF_053038975.1	AHCKDM_06016	True	True	6
GCF_053038975.1|AHCKDM_06017	GCF_053038975.1	AHCKDM_06017	True	True	8
GCF_053038975.1|AHCKDM_06018	GCF_053038975.1	AHCKDM_06018	True	True	10
GCF_053038975.1|AHCKDM_06019	GCF_053038975.1	AHCKDM_06019	True	True	5
GCF_053038975.1|AHCKDM_06020	GCF_053038975.1	AHCKDM_06020	True	True	9
GCF_053038975.1|AHCKDM_06022	GCF_053038975.1	AHCKDM_06022	False	False	1
GCF_053038975.1|AHCKDM_06023	GCF_053038975.1	AHCKDM_06023	True	True	6
GCF_053038975.1|AHCKDM_06024	GCF_053038975.1	AHCKDM_06024	True	True	3
GCF_053038975.1|AHCKDM_06025	GCF_053038975.1	AHCKDM_06025	True	True	3
GCF_053038975.1|AHCKDM_06027	GCF_053038975.1	AHCKDM_06027	True	True	10
GCF_053038975.1|AHCKDM_06028	GCF_053038975.1	AHCKDM_06028	True	True	5
GCF_053038975.1|AHCKDM_06029	GCF_053038975.1	AHCKDM_06029	True	True	6
GCF_053038975.1|AHCKDM_06030	GCF_053038975.1	AHCKDM_06030	True	True	8
GCF_053038975.1|AHCKDM_06031	GCF_053038975.1	AHCKDM_06031	True	True	5
GCF_053038975.1|AHCKDM_06032	GCF_053038975.1	AHCKDM_06032	True	True	4
GCF_053038975.1|AHCKDM_06033	GCF_053038975.1	AHCKDM_06033	True	True	8
GCF_053038975.1|AHCKDM_06034	GCF_053038975.1	AHCKDM_06034	True	True	9
GCF_053038975.1|AHCKDM_06035	GCF_053038975.1	AHCKDM_06035	True	True	7
GCF_053038975.1|AHCKDM_06036	GCF_053038975.1	AHCKDM_06036	True	True	7
GCF_053038975.1|AHCKDM_06037	GCF_053038975.1	AHCKDM_06037	True	True	8
GCF_053038975.1|AHCKDM_06038	GCF_053038975.1	AHCKDM_06038	True	True	7
GCF_053038975.1|AHCKDM_06039	GCF_053038975.1	AHCKDM_06039	True	True	7
GCF_053038975.1|AHCKDM_06040	GCF_053038975.1	AHCKDM_06040	True	True	8
GCF_053038975.1|AHCKDM_06041	GCF_053038975.1	AHCKDM_06041	True	True	4
GCF_053038975.1|AHCKDM_06042	GCF_053038975.1	AHCKDM_06042	True	True	4
GCF_053038975.1|AHCKDM_06043	GCF_053038975.1	AHCKDM_06043	True	True	7
GCF_053038975.1|AHCKDM_06044	GCF_053038975.1	AHCKDM_06044	True	True	7
GCF_053038975.1|AHCKDM_06045	GCF_053038975.1	AHCKDM_06045	True	True	8
GCF_053038975.1|AHCKDM_06046	GCF_053038975.1	AHCKDM_06046	True	True	5
GCF_053038975.1|AHCKDM_06047	GCF_053038975.1	AHCKDM_06047	True	True	7
GCF_053038975.1|AHCKDM_06048	GCF_053038975.1	AHCKDM_06048	True	True	6
GCF_053038975.1|AHCKDM_06049	GCF_053038975.1	AHCKDM_06049	True	True	2
GCF_053038975.1|AHCKDM_06050	GCF_053038975.1	AHCKDM_06050	True	True	3
GCF_053038975.1|AHCKDM_06053	GCF_053038975.1	AHCKDM_06053	True	True	5
GCF_053038975.1|AHCKDM_06054	GCF_053038975.1	AHCKDM_06054	True	True	8
GCF_053038975.1|AHCKDM_06055	GCF_053038975.1	AHCKDM_06055	True	True	4
GCF_053038975.1|AHCKDM_06056	GCF_053038975.1	AHCKDM_06056	True	True	5
GCF_053038975.1|AHCKDM_06057	GCF_053038975.1	AHCKDM_06057	True	True	4
GCF_053038975.1|AHCKDM_06058	GCF_053038975.1	AHCKDM_06058	True	True	6
GCF_053038975.1|AHCKDM_06059	GCF_053038975.1	AHCKDM_06059	True	True	6
GCF_053038975.1|AHCKDM_06060	GCF_053038975.1	AHCKDM_06060	True	True	4
GCF_053038975.1|AHCKDM_06061	GCF_053038975.1	AHCKDM_06061	True	True	6
GCF_053038975.1|AHCKDM_06062	GCF_053038975.1	AHCKDM_06062	True	True	5
GCF_053038975.1|AHCKDM_06063	GCF_053038975.1	AHCKDM_06063	True	True	4
GCF_053038975.1|AHCKDM_06064	GCF_053038975.1	AHCKDM_06064	True	True	6
GCF_053038975.1|AHCKDM_06065	GCF_053038975.1	AHCKDM_06065	True	True	1
GCF_053038975.1|AHCKDM_06066	GCF_053038975.1	AHCKDM_06066	True	True	6
GCF_053038975.1|AHCKDM_06067	GCF_053038975.1	AHCKDM_06067	True	True	6
GCF_053038975.1|AHCKDM_06068	GCF_053038975.1	AHCKDM_06068	True	True	6
GCF_053038975.1|AHCKDM_06069	GCF_053038975.1	AHCKDM_06069	True	True	4
GCF_053038975.1|AHCKDM_06070	GCF_053038975.1	AHCKDM_06070	True	True	6
GCF_053038975.1|AHCKDM_06071	GCF_053038975.1	AHCKDM_06071	True	True	2
GCF_053038975.1|AHCKDM_06072	GCF_053038975.1	AHCKDM_06072	True	True	2
GCF_053038975.1|AHCKDM_06073	GCF_053038975.1	AHCKDM_06073	True	True	2
GCF_053038975.1|AHCKDM_06074	GCF_053038975.1	AHCKDM_06074	True	True	6
GCF_053038975.1|AHCKDM_06075	GCF_053038975.1	AHCKDM_06075	True	True	1
GCF_053038975.1|AHCKDM_06076	GCF_053038975.1	AHCKDM_06076	True	True	1
GCF_053038975.1|AHCKDM_06078	GCF_053038975.1	AHCKDM_06078	True	True	1
GCF_053038975.1|AHCKDM_06079	GCF_053038975.1	AHCKDM_06079	True	True	1
GCF_053038975.1|AHCKDM_06081	GCF_053038975.1	AHCKDM_06081	True	True	3
GCF_053038975.1|AHCKDM_06082	GCF_053038975.1	AHCKDM_06082	True	True	3
GCF_053038975.1|AHCKDM_06083	GCF_053038975.1	AHCKDM_06083	True	True	4
GCF_053038975.1|AHCKDM_06084	GCF_053038975.1	AHCKDM_06084	True	True	4
GCF_053038975.1|AHCKDM_06085	GCF_053038975.1	AHCKDM_06085	True	False	1
GCF_053038975.1|AHCKDM_06086	GCF_053038975.1	AHCKDM_06086	True	True	1
GCF_053038975.1|AHCKDM_06087	GCF_053038975.1	AHCKDM_06087	True	True	1
GCF_053038975.1|AHCKDM_06088	GCF_053038975.1	AHCKDM_06088	True	True	1
GCF_053038975.1|AHCKDM_06089	GCF_053038975.1	AHCKDM_06089	True	True	5
GCF_053038975.1|AHCKDM_06090	GCF_053038975.1	AHCKDM_06090	True	True	8
GCF_053038975.1|AHCKDM_06091	GCF_053038975.1	AHCKDM_06091	True	True	3
GCF_053038975.1|AHCKDM_06092	GCF_053038975.1	AHCKDM_06092	True	True	2
GCF_053038975.1|AHCKDM_06093	GCF_053038975.1	AHCKDM_06093	True	True	1
GCF_053038975.1|AHCKDM_06094	GCF_053038975.1	AHCKDM_06094	True	True	5
GCF_053038975.1|AHCKDM_06095	GCF_053038975.1	AHCKDM_06095	True	True	3
GCF_053038975.1|AHCKDM_06096	GCF_053038975.1	AHCKDM_06096	True	True	8
GCF_053038975.1|AHCKDM_06097	GCF_053038975.1	AHCKDM_06097	True	True	4
GCF_053038975.1|AHCKDM_06098	GCF_053038975.1	AHCKDM_06098	True	True	6
GCF_053038975.1|AHCKDM_06099	GCF_053038975.1	AHCKDM_06099	True	True	6
GCF_053038975.1|AHCKDM_06100	GCF_053038975.1	AHCKDM_06100	True	True	9
GCF_053038975.1|AHCKDM_06101	GCF_053038975.1	AHCKDM_06101	True	True	10
GCF_053038975.1|AHCKDM_06102	GCF_053038975.1	AHCKDM_06102	True	True	8
GCF_053038975.1|AHCKDM_06103	GCF_053038975.1	AHCKDM_06103	True	True	11
GCF_053038975.1|AHCKDM_06104	GCF_053038975.1	AHCKDM_06104	True	True	7
GCF_053038975.1|AHCKDM_06105	GCF_053038975.1	AHCKDM_06105	True	True	6
GCF_053038975.1|AHCKDM_06106	GCF_053038975.1	AHCKDM_06106	True	True	5
GCF_053038975.1|AHCKDM_06107	GCF_053038975.1	AHCKDM_06107	True	True	4
GCF_053038975.1|AHCKDM_06109	GCF_053038975.1	AHCKDM_06109	True	True	5
GCF_053038975.1|AHCKDM_06110	GCF_053038975.1	AHCKDM_06110	True	True	7
GCF_053038975.1|AHCKDM_06111	GCF_053038975.1	AHCKDM_06111	True	True	8
GCF_053038975.1|AHCKDM_06112	GCF_053038975.1	AHCKDM_06112	True	True	5
GCF_053038975.1|AHCKDM_06113	GCF_053038975.1	AHCKDM_06113	True	True	5
GCF_053038975.1|AHCKDM_06114	GCF_053038975.1	AHCKDM_06114	True	True	4
GCF_053038975.1|AHCKDM_06117	GCF_053038975.1	AHCKDM_06117	True	True	9
GCF_053038975.1|AHCKDM_06118	GCF_053038975.1	AHCKDM_06118	True	True	5
GCF_053038975.1|AHCKDM_06119	GCF_053038975.1	AHCKDM_06119	True	True	8
GCF_053038975.1|AHCKDM_06120	GCF_053038975.1	AHCKDM_06120	True	True	8
GCF_053038975.1|AHCKDM_06121	GCF_053038975.1	AHCKDM_06121	True	True	8
GCF_053038975.1|AHCKDM_06122	GCF_053038975.1	AHCKDM_06122	True	True	7
GCF_053038975.1|AHCKDM_06123	GCF_053038975.1	AHCKDM_06123	True	True	7
GCF_053038975.1|AHCKDM_06124	GCF_053038975.1	AHCKDM_06124	True	True	6
GCF_053038975.1|AHCKDM_06125	GCF_053038975.1	AHCKDM_06125	True	True	7
GCF_053038975.1|AHCKDM_06126	GCF_053038975.1	AHCKDM_06126	True	True	8
GCF_053038975.1|AHCKDM_06127	GCF_053038975.1	AHCKDM_06127	True	True	6
GCF_053038975.1|AHCKDM_06128	GCF_053038975.1	AHCKDM_06128	True	True	7
GCF_053038975.1|AHCKDM_06129	GCF_053038975.1	AHCKDM_06129	True	True	4
GCF_053038975.1|AHCKDM_06130	GCF_053038975.1	AHCKDM_06130	True	True	5
GCF_053038975.1|AHCKDM_06131	GCF_053038975.1	AHCKDM_06131	True	True	7
GCF_053038975.1|AHCKDM_06132	GCF_053038975.1	AHCKDM_06132	True	False	1
GCF_053038975.1|AHCKDM_06133	GCF_053038975.1	AHCKDM_06133	True	True	6
GCF_053038975.1|AHCKDM_06134	GCF_053038975.1	AHCKDM_06134	True	True	3
GCF_053038975.1|AHCKDM_06135	GCF_053038975.1	AHCKDM_06135	True	True	6
GCF_053038975.1|AHCKDM_06136	GCF_053038975.1	AHCKDM_06136	True	True	6
GCF_053038975.1|AHCKDM_06137	GCF_053038975.1	AHCKDM_06137	True	True	5
GCF_053038975.1|AHCKDM_06139	GCF_053038975.1	AHCKDM_06139	True	True	6
GCF_053038975.1|AHCKDM_06140	GCF_053038975.1	AHCKDM_06140	True	True	6
GCF_053038975.1|AHCKDM_06141	GCF_053038975.1	AHCKDM_06141	True	True	6
GCF_053038975.1|AHCKDM_06142	GCF_053038975.1	AHCKDM_06142	True	True	8
GCF_053038975.1|AHCKDM_06143	GCF_053038975.1	AHCKDM_06143	True	True	11
GCF_053038975.1|AHCKDM_06144	GCF_053038975.1	AHCKDM_06144	True	True	8
GCF_053038975.1|AHCKDM_06145	GCF_053038975.1	AHCKDM_06145	True	True	6
GCF_053038975.1|AHCKDM_06146	GCF_053038975.1	AHCKDM_06146	True	True	6
GCF_053038975.1|AHCKDM_06147	GCF_053038975.1	AHCKDM_06147	True	True	7
GCF_053038975.1|AHCKDM_06148	GCF_053038975.1	AHCKDM_06148	True	True	6
GCF_053038975.1|AHCKDM_06150	GCF_053038975.1	AHCKDM_06150	True	True	10
GCF_053038975.1|AHCKDM_06151	GCF_053038975.1	AHCKDM_06151	True	True	5
GCF_053038975.1|AHCKDM_06152	GCF_053038975.1	AHCKDM_06152	True	True	7
GCF_053038975.1|AHCKDM_06153	GCF_053038975.1	AHCKDM_06153	True	True	6
GCF_053038975.1|AHCKDM_06154	GCF_053038975.1	AHCKDM_06154	True	True	1
GCF_053038975.1|AHCKDM_06155	GCF_053038975.1	AHCKDM_06155	True	True	4
GCF_053038975.1|AHCKDM_06156	GCF_053038975.1	AHCKDM_06156	True	True	10
GCF_053038975.1|AHCKDM_06157	GCF_053038975.1	AHCKDM_06157	True	True	5
GCF_053038975.1|AHCKDM_06158	GCF_053038975.1	AHCKDM_06158	True	True	7
GCF_053038975.1|AHCKDM_06159	GCF_053038975.1	AHCKDM_06159	True	True	1
GCF_053038975.1|AHCKDM_06160	GCF_053038975.1	AHCKDM_06160	True	True	5
GCF_053038975.1|AHCKDM_06161	GCF_053038975.1	AHCKDM_06161	True	True	7
GCF_053038975.1|AHCKDM_06162	GCF_053038975.1	AHCKDM_06162	True	True	9
GCF_053038975.1|AHCKDM_06163	GCF_053038975.1	AHCKDM_06163	True	True	5
GCF_053038975.1|AHCKDM_06164	GCF_053038975.1	AHCKDM_06164	True	True	6
GCF_053038975.1|AHCKDM_06165	GCF_053038975.1	AHCKDM_06165	True	True	8
GCF_053038975.1|AHCKDM_06166	GCF_053038975.1	AHCKDM_06166	True	True	4
GCF_053038975.1|AHCKDM_06167	GCF_053038975.1	AHCKDM_06167	True	True	6
GCF_053038975.1|AHCKDM_06168	GCF_053038975.1	AHCKDM_06168	True	True	3
GCF_053038975.1|AHCKDM_06169	GCF_053038975.1	AHCKDM_06169	True	True	5
GCF_053038975.1|AHCKDM_06171	GCF_053038975.1	AHCKDM_06171	True	True	4
GCF_053038975.1|AHCKDM_06172	GCF_053038975.1	AHCKDM_06172	True	True	2
GCF_053038975.1|AHCKDM_06173	GCF_053038975.1	AHCKDM_06173	True	True	5
GCF_053038975.1|AHCKDM_06174	GCF_053038975.1	AHCKDM_06174	True	True	8
GCF_053038975.1|AHCKDM_06175	GCF_053038975.1	AHCKDM_06175	True	True	8
GCF_053038975.1|AHCKDM_06177	GCF_053038975.1	AHCKDM_06177	True	True	8
GCF_053038975.1|AHCKDM_06178	GCF_053038975.1	AHCKDM_06178	True	True	8
GCF_053038975.1|AHCKDM_06179	GCF_053038975.1	AHCKDM_06179	True	True	7
GCF_053038975.1|AHCKDM_06180	GCF_053038975.1	AHCKDM_06180	True	True	8
GCF_053038975.1|AHCKDM_06181	GCF_053038975.1	AHCKDM_06181	True	True	9
GCF_053038975.1|AHCKDM_06182	GCF_053038975.1	AHCKDM_06182	True	True	8
GCF_053038975.1|AHCKDM_06183	GCF_053038975.1	AHCKDM_06183	True	True	10
GCF_053038975.1|AHCKDM_06184	GCF_053038975.1	AHCKDM_06184	True	True	5
GCF_053038975.1|AHCKDM_06186	GCF_053038975.1	AHCKDM_06186	True	True	6
GCF_053038975.1|AHCKDM_06187	GCF_053038975.1	AHCKDM_06187	True	True	9
GCF_053038975.1|AHCKDM_06188	GCF_053038975.1	AHCKDM_06188	True	True	10
GCF_053038975.1|AHCKDM_06189	GCF_053038975.1	AHCKDM_06189	False	False	1
GCF_053038975.1|AHCKDM_06191	GCF_053038975.1	AHCKDM_06191	True	True	5
GCF_053038975.1|AHCKDM_06192	GCF_053038975.1	AHCKDM_06192	True	True	4
GCF_053038975.1|AHCKDM_06193	GCF_053038975.1	AHCKDM_06193	True	True	8
GCF_053038975.1|AHCKDM_06194	GCF_053038975.1	AHCKDM_06194	True	True	6
GCF_053038975.1|AHCKDM_06195	GCF_053038975.1	AHCKDM_06195	True	True	6
GCF_053038975.1|AHCKDM_06196	GCF_053038975.1	AHCKDM_06196	True	True	4
GCF_053038975.1|AHCKDM_06197	GCF_053038975.1	AHCKDM_06197	True	True	5
GCF_053038975.1|AHCKDM_06198	GCF_053038975.1	AHCKDM_06198	True	True	3
GCF_053038975.1|AHCKDM_06199	GCF_053038975.1	AHCKDM_06199	True	True	5
GCF_053038975.1|AHCKDM_06200	GCF_053038975.1	AHCKDM_06200	True	True	7
GCF_053038975.1|AHCKDM_06201	GCF_053038975.1	AHCKDM_06201	True	True	4
GCF_053038975.1|AHCKDM_06202	GCF_053038975.1	AHCKDM_06202	True	True	6
GCF_053038975.1|AHCKDM_06203	GCF_053038975.1	AHCKDM_06203	True	True	6
GCF_053038975.1|AHCKDM_06204	GCF_053038975.1	AHCKDM_06204	True	True	5
GCF_053038975.1|AHCKDM_06205	GCF_053038975.1	AHCKDM_06205	True	True	6
GCF_053038975.1|AHCKDM_06206	GCF_053038975.1	AHCKDM_06206	True	True	4
GCF_053038975.1|AHCKDM_06207	GCF_053038975.1	AHCKDM_06207	True	True	9
GCF_053038975.1|AHCKDM_06208	GCF_053038975.1	AHCKDM_06208	True	True	6
GCF_053038975.1|AHCKDM_06209	GCF_053038975.1	AHCKDM_06209	True	True	4
GCF_053038975.1|AHCKDM_06211	GCF_053038975.1	AHCKDM_06211	True	True	5
GCF_053038975.1|AHCKDM_06212	GCF_053038975.1	AHCKDM_06212	True	True	7
GCF_053038975.1|AHCKDM_06213	GCF_053038975.1	AHCKDM_06213	True	True	8
GCF_053038975.1|AHCKDM_06214	GCF_053038975.1	AHCKDM_06214	True	True	9
GCF_053038975.1|AHCKDM_06215	GCF_053038975.1	AHCKDM_06215	True	True	3
GCF_053038975.1|AHCKDM_06216	GCF_053038975.1	AHCKDM_06216	True	True	5
GCF_053038975.1|AHCKDM_06217	GCF_053038975.1	AHCKDM_06217	True	True	5
GCF_053038975.1|AHCKDM_06218	GCF_053038975.1	AHCKDM_06218	True	True	4
GCF_053038975.1|AHCKDM_06219	GCF_053038975.1	AHCKDM_06219	True	True	6
GCF_053038975.1|AHCKDM_06220	GCF_053038975.1	AHCKDM_06220	True	True	4
GCF_053038975.1|AHCKDM_06221	GCF_053038975.1	AHCKDM_06221	True	True	5
GCF_053038975.1|AHCKDM_06222	GCF_053038975.1	AHCKDM_06222	False	False	1
GCF_053038975.1|AHCKDM_06223	GCF_053038975.1	AHCKDM_06223	True	True	6
GCF_053038975.1|AHCKDM_06224	GCF_053038975.1	AHCKDM_06224	True	True	10
GCF_053038975.1|AHCKDM_06225	GCF_053038975.1	AHCKDM_06225	True	True	9
GCF_053038975.1|AHCKDM_06226	GCF_053038975.1	AHCKDM_06226	True	True	4
GCF_053038975.1|AHCKDM_06227	GCF_053038975.1	AHCKDM_06227	True	True	6
GCF_053038975.1|AHCKDM_06228	GCF_053038975.1	AHCKDM_06228	True	True	8
GCF_053038975.1|AHCKDM_06229	GCF_053038975.1	AHCKDM_06229	True	True	7
GCF_053038975.1|AHCKDM_06230	GCF_053038975.1	AHCKDM_06230	True	True	5
GCF_053038975.1|AHCKDM_06231	GCF_053038975.1	AHCKDM_06231	True	True	7
GCF_053038975.1|AHCKDM_06232	GCF_053038975.1	AHCKDM_06232	True	True	4
GCF_053038975.1|AHCKDM_06233	GCF_053038975.1	AHCKDM_06233	True	True	7
GCF_053038975.1|AHCKDM_06234	GCF_053038975.1	AHCKDM_06234	True	True	6
GCF_053038975.1|AHCKDM_06235	GCF_053038975.1	AHCKDM_06235	True	True	4
GCF_053038975.1|AHCKDM_06236	GCF_053038975.1	AHCKDM_06236	True	True	1
GCF_053038975.1|AHCKDM_06237	GCF_053038975.1	AHCKDM_06237	True	True	8
GCF_053038975.1|AHCKDM_06239	GCF_053038975.1	AHCKDM_06239	True	True	4
GCF_053038975.1|AHCKDM_06240	GCF_053038975.1	AHCKDM_06240	True	True	7
GCF_053038975.1|AHCKDM_06241	GCF_053038975.1	AHCKDM_06241	True	True	6
GCF_053038975.1|AHCKDM_06242	GCF_053038975.1	AHCKDM_06242	True	True	7
GCF_053038975.1|AHCKDM_06243	GCF_053038975.1	AHCKDM_06243	True	True	9
GCF_053038975.1|AHCKDM_06244	GCF_053038975.1	AHCKDM_06244	True	True	9
GCF_053038975.1|AHCKDM_06245	GCF_053038975.1	AHCKDM_06245	True	True	5
GCF_053038975.1|AHCKDM_06246	GCF_053038975.1	AHCKDM_06246	True	True	6
GCF_053038975.1|AHCKDM_06247	GCF_053038975.1	AHCKDM_06247	True	True	7
GCF_053038975.1|AHCKDM_06248	GCF_053038975.1	AHCKDM_06248	True	True	10
GCF_053038975.1|AHCKDM_06249	GCF_053038975.1	AHCKDM_06249	True	True	8
GCF_053038975.1|AHCKDM_06250	GCF_053038975.1	AHCKDM_06250	True	True	6
GCF_053038975.1|AHCKDM_06251	GCF_053038975.1	AHCKDM_06251	True	True	7
GCF_053038975.1|AHCKDM_06252	GCF_053038975.1	AHCKDM_06252	True	True	9
GCF_053038975.1|AHCKDM_06253	GCF_053038975.1	AHCKDM_06253	True	True	4
GCF_053038975.1|AHCKDM_06254	GCF_053038975.1	AHCKDM_06254	True	True	7
GCF_053038975.1|AHCKDM_06255	GCF_053038975.1	AHCKDM_06255	True	True	4
GCF_053038975.1|AHCKDM_06256	GCF_053038975.1	AHCKDM_06256	True	True	4
GCF_053038975.1|AHCKDM_06257	GCF_053038975.1	AHCKDM_06257	True	True	4
GCF_053038975.1|AHCKDM_06258	GCF_053038975.1	AHCKDM_06258	True	True	7
GCF_053038975.1|AHCKDM_06259	GCF_053038975.1	AHCKDM_06259	True	True	8
GCF_053038975.1|AHCKDM_06260	GCF_053038975.1	AHCKDM_06260	True	True	6
GCF_053038975.1|AHCKDM_06261	GCF_053038975.1	AHCKDM_06261	True	True	5
GCF_053038975.1|AHCKDM_06262	GCF_053038975.1	AHCKDM_06262	True	True	7
GCF_053038975.1|AHCKDM_06263	GCF_053038975.1	AHCKDM_06263	True	True	9
GCF_053038975.1|AHCKDM_06264	GCF_053038975.1	AHCKDM_06264	True	True	9
GCF_053038975.1|AHCKDM_06265	GCF_053038975.1	AHCKDM_06265	True	True	4
GCF_053038975.1|AHCKDM_06266	GCF_053038975.1	AHCKDM_06266	True	True	9
GCF_053038975.1|AHCKDM_06267	GCF_053038975.1	AHCKDM_06267	True	True	8
GCF_053038975.1|AHCKDM_06269	GCF_053038975.1	AHCKDM_06269	True	True	7
GCF_053038975.1|AHCKDM_06270	GCF_053038975.1	AHCKDM_06270	True	True	6
GCF_053038975.1|AHCKDM_06271	GCF_053038975.1	AHCKDM_06271	False	False	1
GCF_053038975.1|AHCKDM_06272	GCF_053038975.1	AHCKDM_06272	True	True	7
GCF_053038975.1|AHCKDM_06273	GCF_053038975.1	AHCKDM_06273	True	True	6
GCF_053038975.1|AHCKDM_06274	GCF_053038975.1	AHCKDM_06274	True	True	6
GCF_053038975.1|AHCKDM_06275	GCF_053038975.1	AHCKDM_06275	True	True	7
GCF_053038975.1|AHCKDM_06276	GCF_053038975.1	AHCKDM_06276	True	True	6
GCF_053038975.1|AHCKDM_06277	GCF_053038975.1	AHCKDM_06277	True	True	7
GCF_053038975.1|AHCKDM_06278	GCF_053038975.1	AHCKDM_06278	True	True	8
