mode	contrast	cog_category	cog_name	set_a	n_a	total_a	pct_a	set_b	n_b	total_b	pct_b	log2_OR	ci_low	ci_high	p_fisher	q_BH
COG_annotated_only	C_genusderived_vs_cladespecific	M	Cell wall/membrane/envelope biogenesis	pC3_core_genus_derived	2	35	5.71	pC3_core_clade_specific	10	199	5.03	0.43	-1.63	2.489	0.6963355852972182	1.0
COG_annotated_only	C_genusderived_vs_cladespecific	N	Cell motility	pC3_core_genus_derived	1	35	2.86	pC3_core_clade_specific	0	199	0.0	4.117	-0.53	8.764	0.1495726495726496	0.8447266339289947
COG_annotated_only	C_genusderived_vs_cladespecific	O	Post-translational modification, protein turnover, chaperones	pC3_core_genus_derived	1	35	2.86	pC3_core_clade_specific	4	199	2.01	0.918	-1.799	3.634	0.5585560224179755	1.0
COG_annotated_only	C_genusderived_vs_cladespecific	P	Inorganic ion transport and metabolism	pC3_core_genus_derived	0	35	0.0	pC3_core_clade_specific	12	199	6.03	-2.243	-6.354	1.868	0.2219392147924546	0.8447266339289947
COG_annotated_only	C_genusderived_vs_cladespecific	Q	Secondary metabolites biosynthesis, transport and catabolism	pC3_core_genus_derived	0	35	0.0	pC3_core_clade_specific	7	199	3.52	-1.468	-5.63	2.694	0.598141571775193	1.0
COG_annotated_only	C_genusderived_vs_cladespecific	R	General function prediction only	pC3_core_genus_derived	2	35	5.71	pC3_core_clade_specific	22	199	11.06	-0.764	-2.723	1.195	0.5451283929212856	1.0
COG_annotated_only	C_genusderived_vs_cladespecific	S	Function unknown	pC3_core_genus_derived	2	35	5.71	pC3_core_clade_specific	5	199	2.51	1.4	-0.821	3.621	0.2815755446429982	0.8447266339289947
COG_annotated_only	C_genusderived_vs_cladespecific	T	Signal transduction mechanisms	pC3_core_genus_derived	1	35	2.86	pC3_core_clade_specific	13	199	6.53	-0.735	-3.225	1.754	0.6999832058942486	1.0
COG_annotated_only	C_genusderived_vs_cladespecific	U	Intracellular trafficking and secretion	pC3_core_genus_derived	0	35	0.0	pC3_core_clade_specific	1	199	0.5	0.898	-3.748	5.545	1.0	1.0
COG_annotated_only	C_genusderived_vs_cladespecific	V	Defence mechanisms	pC3_core_genus_derived	2	35	5.71	pC3_core_clade_specific	10	199	5.03	0.43	-1.63	2.489	0.6963355852972182	1.0
COG_annotated_only	C_genusderived_vs_cladespecific	W	Extracellular structures	pC3_core_genus_derived	0	35	0.0	pC3_core_clade_specific	5	199	2.51	-1.006	-5.214	3.203	1.0	1.0
COG_annotated_only	C_genusderived_vs_cladespecific	X	Mobilome: prophages, transposons	pC3_core_genus_derived	1	35	2.86	pC3_core_clade_specific	0	199	0.0	4.117	-0.53	8.764	0.1495726495726496	0.8447266339289947
