gene_set	family	cog_id	cog_categories	kos	n_members	n_genomes	genomes	product
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06787	COG0180	J		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	tryptophan--tRNA ligase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06788				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Glyoxalase/bleomycin resistance protein/dioxygenase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06789	COG3781	P	08994	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Bestrophin, RFP-TM, chloride channel
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06790	COG1294	C	00426	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	cytochrome d ubiquinol oxidase subunit II
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06791	COG1271	C	00425	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Cytochrome bd quinol oxidase subunit 1 apoprotein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06792	COG1526	C	02379	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	formate dehydrogenase accessory sulfurtransferase FdhD
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06793				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	gephyrin-like molybdotransferase Glp
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06794	COG2896	H		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	GTP 3',8-cyclase MoaA
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06795	COG0314	H	03635	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Molybdopterin synthase catalytic subunit
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06796	COG1977	H		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Molybdopterin synthase sulfur carrier subunit
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06797				2	2	GCF_016899425.1;GCF_905400185.1	Methyltransferase type 11
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06798				2	2	GCF_016899425.1;GCF_905400185.1	hypothetical protein
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06800				3	3	GCF_016899425.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06801				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	NAD/FAD-utilizing enzyme apparently involved in cell division
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06802				3	3	GCF_016899425.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06803	COG4974	L		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Tyrosine recombinase XerD
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06804			02575	3	3	GCF_016899425.1;GCF_905400185.1;MF6	Putative nitrate/nitrite transporter NarK2
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06805				3	3	GCF_016899425.1;GCF_905400185.1;MF6	peptidylprolyl isomerase
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06806				3	3	GCF_016899425.1;GCF_905400185.1;MF6	respiratory nitrate reductase subunit gamma
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06807			00373	3	3	GCF_016899425.1;GCF_905400185.1;MF6	nitrate reductase molybdenum cofactor assembly chaperone
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06808			00371	3	3	GCF_016899425.1;GCF_905400185.1;MF6	nitrate reductase subunit beta
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06809			00370	3	3	GCF_016899425.1;GCF_905400185.1;MF6	nitrate reductase subunit alpha
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06810				1	1	GCF_016899425.1	hypothetical protein
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06811				3	3	GCF_016899425.1;GCF_905400185.1;MF6	Tetratricopeptide repeat protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06812				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF2964 domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06813	COG0589	T		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Universal stress protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06814	COG3971	Q		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	2-keto-4-pentenoate hydratase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06815				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	3-deoxy-D-arabino-heptulosonate 7-phosphate synthase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06818				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Lipoprotein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06819				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	BNR/Asp-box repeat-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06821				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF3142 domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06822	COG0596	HR		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Alpha/beta hydrolase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06823				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Short-chain dehydrogenase/reductase SDR
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06824	COG2207	K		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	RCS-specific HTH-type transcriptional activator RclR
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06825				3	3	GCF_016899425.1;GCF_905400185.1;MF6	CoA pyrophosphatase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06826			06998	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Phenazine biosynthesis protein PhzC/PhzF
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06827				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Aldose 1-epimerase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06828				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transcriptional regulator, AraC family
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06829				10	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transcriptional regulator, LysR family
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06830				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	MscS Mechanosensitive ion channel
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06832				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	OmpR/PhoB-type domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06833				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Alpha/beta hydrolase fold
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06834				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF3331 domain-containing protein
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06835	COG0596	HR		7	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	AB hydrolase-1 domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06836				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Major facilitator superfamily MFS_1
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06837			03543	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Hemolysin D
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06838				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	efflux transporter outer membrane subunit
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06839			00384	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Thioredoxin-disulfide reductase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06840				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	UBP-type domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06841				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Glyoxalase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06842				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Monooxygenase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06843				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF485 domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06844			14393	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Cation acetate symporter
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06845			03392	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Aminocarboxymuconate-semialdehyde decarboxylase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06846				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Gluconate 2-dehydrogenase (Acceptor)
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06847				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	(2Fe-2S)-binding domain protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06848	COG1529	C	18030	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Isoquinoline 1-oxidoreductase beta subunit
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06849				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transcriptional regulator, LysR family
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06850	COG2814	G		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	MFS transporter
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06851				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	NADH:flavin oxidoreductase/NADH oxidase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06852				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Metal-dependent phosphohydrolase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06853				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Amidohydrolase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06855				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transcriptional regulator, AraC family
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06856				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Alpha/beta hydrolase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06858				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	LysR family transcriptional regulator
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06859				3	3	GCF_016899425.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06860				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	MBL fold metallo-hydrolase
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06861				2	2	GCF_016899425.1;GCF_905400185.1	IS5 family ISButh6 transposase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06862				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	LysR family transcriptional regulator
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06864				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Glyoxalase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06865	COG1574	R		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Amidohydrolase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06866				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	XapX domain protein
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06867	COG1335	HR		4	4	GCF_016899425.1;GCF_053038975.1;GCF_905400185.1;MF6	Putative hydrolase YcaC
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06868				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	XapX domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06870				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF1275 domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06871				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF1427 domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06872				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	TetR/AcrR family transcriptional regulator
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06873				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Alpha/beta hydrolase fold
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06874				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Monooxygenase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06875				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06876				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF4148 domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06877				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Amino acid ABC transporter ATP-binding protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06878				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Amino acid ABC transporter permease
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06879				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ABC transporter permease
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06880				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Amino acid ABC transporter substrate-binding protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06881	COG1113	E	11738	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	L-asparagine permease
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06886				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	RND transporter
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06887			01953	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	asparagine synthase (glutamine-hydrolyzing)
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06888				2	2	GCF_016899425.1;MF6	hypothetical protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06889			07644	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Sensor protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06890	COG0745	TK	07665	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Response regulator
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06891				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06892				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Major facilitator superfamily (MFS) profile domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06893				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	M20 peptidase family dipeptidase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06894				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	LysR family transcriptional regulator
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06895				3	3	GCF_016899425.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06897			01505	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	1-aminocyclopropane-1-carboxylate deaminase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06898				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	AsnC family transcriptional regulator
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06899				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Rieske (2Fe-2S) domain protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06900	COG0644	C	14257	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Monodechloroaminopyrrolnitrin halogenase PrnC
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06901			19981	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Monodechloroaminopyrrolnitrin synthase PrnB
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06902	COG0665	E	14266	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Tryptophan halogenase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06903				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Putative transmembrane protein
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06904				3	3	GCF_016899425.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06905				3	3	GCF_016899425.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06906				3	3	GCF_016899425.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06907	COG0524	G	00852	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	ribokinase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06908			02429	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	L-fucose:H+ symporter permease
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06909				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Deoxyribose mutarotase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06910	COG1349	KG	11534	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DNA-binding transcriptional repressor DeoR
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06911	COG0274	F		5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	deoxyribose-phosphate aldolase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06912				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	HvnC halovibrin
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06913				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06914				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06915				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06916			07687	10	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Two component transcriptional regulator, LuxR family
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06917				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	histidine kinase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06919			07687	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Two component transcriptional regulator, LuxR family
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06920				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Serine protease
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06921				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Transposase, Mutator family
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06922				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	4-oxalocrotonate tautomerase-like domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06924				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06925				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	histidine kinase
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06926				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	sulfite exporter TauE/SafE family protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06927				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	DUF2726 domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06931			07687	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Two component transcriptional regulator, LuxR family
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06932				3	3	GCF_016899425.1;GCF_905400185.1;MF6	hypothetical protein
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06933				3	3	GCF_016899425.1;GCF_905400185.1;MF6	CS1 type fimbrial major subunit
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06934				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Pilus assembly protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06935				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Secreted protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06936				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Pilus assembly protein PapC
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06937				3	3	GCF_016899425.1;GCF_905400185.1;MF6	Fimbrial assembly protein
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06938				9	3	GCF_016899425.1;GCF_905400185.1;MF6	Fimbrial assembly protein
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06939				3	3	GCF_016899425.1;GCF_905400185.1;MF6	Fimbrial assembly protein
pC3_clade_accessory	GCF_016899425.1|KEDGBJ_06941				3	3	GCF_016899425.1;GCF_905400185.1;MF6	Fimbrial assembly protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06943				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Flagellar hook-associated protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06945				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	flagellar hook-associated protein FlgK
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06946				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Flagellar protein FlgJ N-terminal domain-containing protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06947			02394	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Flagellar P-ring protein
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06948				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	flagellar basal body L-ring protein FlgH
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06949			02392	5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	flagellar basal-body rod protein FlgG
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06950				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Flagellar basal-body rod protein FlgF
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06951				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Flagellar hook protein FlgE
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06952				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	Basal-body rod modification protein FlgD
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06953				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	flagellar basal body rod protein FlgC
pC3_clade_core/clade_specific	GCF_016899425.1|KEDGBJ_06954				5	5	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6	flagellar basal body rod protein FlgB
