accession	contig	length	secondary_rank	n_orthogroups	c3_content	c2_content	c3_score	replicon_class	is_c3
GCF_001718795.1	NZ_CP013438.1	2339576	1	1776	0.0038	0.4070	-0.4031	chromosome2	False
GCF_001718795.1	NZ_CP013437.1	897684	2	659	0.2835	0.0071	0.2764	c3	True
GCF_001718815.1	NZ_CP013440.1	2215292	1	1604	0.0026	0.3596	-0.3571	other_megaplasmid	False
GCF_001718815.1	NZ_CP013441.1	1240344	2	714	0.2899	0.0052	0.2847	c3	True
GCF_001718835.1	NZ_CP013444.1	3417004	1	2206	0.0192	0.4444	-0.4253	chromosome2	False
GCF_001718835.1	NZ_CP013442.1	835898	2	443	0.1558	0.0057	0.1501	c3	True
GCF_001718855.1	NZ_CP013447.1	3435939	1	2238	0.0166	0.4516	-0.4350	chromosome2	False
GCF_001718855.1	NZ_CP013445.1	835894	2	449	0.1596	0.0060	0.1536	c3	True
GCF_001718875.1	NZ_CP013449.1	2042468	1	994	0.0766	0.1927	-0.1160	other_megaplasmid	False
GCF_001718895.1	NZ_CP013452.1	3069864	1	2455	0.0051	0.5692	-0.5641	chromosome2	False
GCF_001718895.1	NZ_CP013451.1	1121886	2	832	0.4662	0.0016	0.4645	c3	True
GCF_001718915.1	NZ_CP013455.1	2229737	1	1620	0.0026	0.3582	-0.3557	other_megaplasmid	False
GCF_001718915.1	NZ_CP013456.1	1210488	2	695	0.2886	0.0088	0.2799	c3	True
GCF_001718955.1	NZ_CP013461.1	3001569	1	2047	0.0255	0.4417	-0.4162	chromosome2	False
GCF_001718955.1	NZ_CP013460.1	878643	2	506	0.1814	0.0123	0.1690	c3	True
GCF_001718975.1	NZ_CP013464.1	3094056	1	2150	0.0217	0.4425	-0.4208	chromosome2	False
GCF_001718975.1	NZ_CP013465.1	824232	2	443	0.1584	0.0074	0.1510	c3	True
GCF_001718995.1	NZ_CP013466.1	2493865	1	1833	0.0026	0.4149	-0.4123	chromosome2	False
GCF_001718995.1	NZ_CP013468.1	899828	2	586	0.2580	0.0077	0.2503	c3	True
GCF_001729545.1	NZ_CP017176.1	2226175	1	981	0.0192	0.1916	-0.1724	other_megaplasmid	False
GCF_001742165.1	NZ_CP016443.1	3318880	1	2553	0.0051	0.6054	-0.6003	chromosome2	False
GCF_001742165.1	NZ_CP016444.1	1322975	2	747	0.4163	0.0052	0.4111	c3	True
GCF_001865575.2	NZ_CP017562.2	2641336	1	1289	0.0255	0.2151	-0.1896	other_megaplasmid	False
GCF_001865575.2	NZ_CP017563.2	974091	2	329	0.0307	0.0285	0.0022	other_megaplasmid	False
GCF_001865575.2	NZ_CP017565.2	487801	3	78	0.0077	0.0038	0.0038	other_megaplasmid	False
GCF_001885195.1	NZ_CP018055.1	3190235	1	1383	0.0447	0.2512	-0.2065	other_megaplasmid	False
GCF_001887555.1	NZ_CP016910.1	3236690	1	1395	0.0434	0.2540	-0.2105	other_megaplasmid	False
GCF_001887575.1	NZ_CP016912.1	3236690	1	1397	0.0434	0.2542	-0.2108	other_megaplasmid	False
GCF_001922345.1	NZ_CP018812.1	2991945	1	1195	0.0562	0.1727	-0.1165	other_megaplasmid	False
GCF_001975065.1	NZ_CP017045.1	3272138	1	1408	0.0447	0.2562	-0.2115	other_megaplasmid	False
GCF_001975085.1	NZ_CP017047.1	3249730	1	1412	0.0460	0.2559	-0.2099	other_megaplasmid	False
GCF_001975105.1	NZ_CP017049.1	3249682	1	1411	0.0460	0.2556	-0.2096	other_megaplasmid	False
GCF_001975125.1	NZ_CP017051.1	3380426	1	1429	0.0434	0.2548	-0.2114	other_megaplasmid	False
GCF_001975145.1	NZ_CP017053.1	3380273	1	1429	0.0434	0.2548	-0.2114	other_megaplasmid	False
GCF_001980585.2	NZ_CP116600.1	3118370	1	1379	0.0447	0.2496	-0.2049	other_megaplasmid	False
GCF_001999825.1	NZ_CP019669.1	1055047	1	824	0.4266	0.0011	0.4255	c3	True
GCF_001999885.1	NZ_CP019672.1	2984720	1	2405	0.0000	0.5712	-0.5712	chromosome2	False
GCF_001999885.1	NZ_CP019673.1	964521	2	746	0.4036	0.0038	0.3997	c3	True
GCF_002007585.1	NZ_CP017239.1	3097552	1	2398	0.0013	0.5375	-0.5362	chromosome2	False
GCF_002007585.1	NZ_CP017240.1	1056196	2	818	0.4419	0.0011	0.4408	c3	True
GCF_002097715.1	NZ_CP020738.1	3308659	1	2149	0.0166	0.4535	-0.4369	chromosome2	False
GCF_002097715.1	NZ_CP020739.1	641159	2	318	0.1252	0.0090	0.1161	other_megaplasmid	False
GCF_002110945.1	NZ_CP018381.1	3287088	1	1402	0.0447	0.2559	-0.2112	other_megaplasmid	False
GCF_002110965.1	NZ_CP018392.1	3273436	1	1379	0.0434	0.2510	-0.2075	other_megaplasmid	False
GCF_002111005.1	NZ_CP018404.1	3267867	1	1406	0.0447	0.2559	-0.2112	other_megaplasmid	False
GCF_002111025.1	NZ_CP018407.1	3266006	1	1379	0.0434	0.2515	-0.2081	other_megaplasmid	False
GCF_002111045.1	NZ_CP018411.1	3263237	1	1384	0.0421	0.2504	-0.2083	other_megaplasmid	False
GCF_002111085.1	NZ_CP018374.1	3260317	1	1388	0.0447	0.2510	-0.2063	other_megaplasmid	False
GCF_002111105.1	NZ_CP018419.1	3084746	1	1365	0.0421	0.2493	-0.2072	other_megaplasmid	False
GCF_002111125.1	NZ_CP018386.1	3212183	1	1388	0.0434	0.2499	-0.2064	other_megaplasmid	False
GCF_002111145.1	NZ_CP018388.1	3138916	1	1382	0.0434	0.2510	-0.2075	other_megaplasmid	False
GCF_002111165.1	NZ_CP018390.1	3245772	1	1383	0.0447	0.2504	-0.2057	other_megaplasmid	False
GCF_002111205.1	NZ_CP018398.1	3078985	1	1366	0.0421	0.2499	-0.2077	other_megaplasmid	False
GCF_002111225.1	NZ_CP018401.1	3188810	1	1351	0.0434	0.2463	-0.2029	other_megaplasmid	False
GCF_002111245.1	NZ_CP018402.1	3267789	1	1396	0.0447	0.2545	-0.2098	other_megaplasmid	False
GCF_002111265.1	NZ_CP018409.1	3265934	1	1375	0.0434	0.2504	-0.2070	other_megaplasmid	False
GCF_002111285.1	NZ_CP018415.1	3245094	1	1374	0.0434	0.2471	-0.2037	other_megaplasmid	False
GCF_002111305.1	NZ_CP018417.1	3306540	1	1391	0.0447	0.2518	-0.2071	other_megaplasmid	False
GCF_002111325.1	NZ_CP018370.1	3207929	1	1391	0.0434	0.2531	-0.2097	other_megaplasmid	False
GCF_002111345.1	NZ_CP018371.1	3144330	1	1384	0.0434	0.2512	-0.2078	other_megaplasmid	False
GCF_002111365.1	NZ_CP018382.1	3248554	1	1398	0.0460	0.2529	-0.2069	other_megaplasmid	False
GCF_002111385.1	NZ_CP018412.1	3269674	1	1393	0.0434	0.2518	-0.2084	other_megaplasmid	False
GCF_002208175.1	NZ_CP022006.1	3922845	1	1734	0.1328	0.2731	-0.1403	other_megaplasmid	False
GCF_002209085.2	NZ_CP022084.2	3397795	1	2722	0.0000	0.6338	-0.6338	chromosome2	False
GCF_002209085.2	NZ_CP022082.2	1187984	2	932	0.5019	0.0003	0.5016	c3	True
GCF_002278075.1	NZ_CP022990.1	2992211	1	1717	0.0332	0.2805	-0.2473	other_megaplasmid	False
GCF_002278075.1	NZ_CP022991.1	664981	2	188	0.0064	0.0181	-0.0117	other_megaplasmid	False
GCF_002278075.1	NZ_CP022992.1	489416	3	81	0.0000	0.0074	-0.0074	other_megaplasmid	False
GCF_002345985.1	NZ_CP009726.1	2120306	1	949	0.0192	0.1839	-0.1648	other_megaplasmid	False
GCF_002346005.1	NZ_CP010349.1	2105279	1	982	0.0192	0.1929	-0.1738	other_megaplasmid	False
GCF_002346025.1	NZ_CP009728.1	2120565	1	949	0.0192	0.1842	-0.1650	other_megaplasmid	False
GCF_002346045.1	NZ_CP009930.1	2325357	1	1048	0.0192	0.2085	-0.1894	other_megaplasmid	False
GCF_002346065.1	NZ_CP009730.1	2104778	1	985	0.0192	0.1932	-0.1741	other_megaplasmid	False
GCF_002346085.1	NZ_CP009732.1	2106749	1	985	0.0192	0.1935	-0.1743	other_megaplasmid	False
GCF_002346105.1	NZ_CP009734.1	2185904	1	985	0.0192	0.1935	-0.1743	other_megaplasmid	False
GCF_002346125.1	NZ_CP009736.1	2240464	1	970	0.0192	0.1883	-0.1691	other_megaplasmid	False
GCF_002346145.1	NZ_CP009738.1	2146721	1	971	0.0192	0.1886	-0.1694	other_megaplasmid	False
GCF_002346165.1	NZ_CP009740.1	2120572	1	951	0.0192	0.1842	-0.1650	other_megaplasmid	False
GCF_002346185.1	NZ_CP009742.1	2728358	1	1049	0.0204	0.2017	-0.1813	other_megaplasmid	False
GCF_002346205.1	NZ_CP009932.1	2226558	1	1034	0.0192	0.2055	-0.1864	other_megaplasmid	False
GCF_002356275.1	NZ_AP018112.1	3163229	1	2515	0.0013	0.5939	-0.5926	chromosome2	False
GCF_002356275.1	NZ_AP018113.1	932264	2	691	0.3768	0.0011	0.3757	c3	True
GCF_002386205.1	NZ_CP023498.1	2762025	1	1347	0.0230	0.2458	-0.2228	other_megaplasmid	False
GCF_002393425.1	NZ_CP023523.1	3925840	1	1773	0.1558	0.2734	-0.1176	chromosome2	False
GCF_002407525.2	NZ_CP023521.1	3397791	1	2720	0.0000	0.6336	-0.6336	chromosome2	False
GCF_002407525.2	NZ_CP023520.1	1187978	2	932	0.5006	0.0003	0.5004	c3	True
GCF_002843645.1	NZ_CP025265.1	3258775	1	1402	0.0447	0.2523	-0.2076	other_megaplasmid	False
GCF_002860065.1	NZ_CP019043.1	3130290	1	1383	0.0421	0.2526	-0.2105	other_megaplasmid	False
GCF_002902925.1	NZ_CP026112.1	3002289	1	1460	0.0421	0.2518	-0.2096	other_megaplasmid	False
GCF_002902925.1	NZ_CP026113.1	2682528	2	899	0.0447	0.0709	-0.0262	other_megaplasmid	False
GCF_002902925.1	NZ_CP026114.1	756439	3	173	0.0077	0.0090	-0.0014	other_megaplasmid	False
GCF_002902945.1	NZ_CP026102.1	2890530	1	1524	0.0460	0.2556	-0.2096	other_megaplasmid	False
GCF_002902945.1	NZ_CP026103.1	2011334	2	809	0.0524	0.0495	0.0028	other_megaplasmid	False
GCF_002902945.1	NZ_CP026104.1	442481	3	73	0.0013	0.0068	-0.0056	other_megaplasmid	False
GCF_002902965.1	NZ_CP026106.1	3269803	1	1508	0.0370	0.2537	-0.2167	other_megaplasmid	False
GCF_002902965.1	NZ_CP026107.1	2439752	2	857	0.0511	0.0687	-0.0176	other_megaplasmid	False
GCF_002902965.1	NZ_CP026108.1	971216	3	149	0.0077	0.0096	-0.0019	other_megaplasmid	False
GCF_002902965.1	NZ_CP026109.1	725510	4	153	0.0140	0.0104	0.0036	other_megaplasmid	False
GCF_003019945.1	NZ_CP020396.1	2262065	1	1628	0.0026	0.3602	-0.3576	other_megaplasmid	False
GCF_003019945.1	NZ_CP020395.1	1248348	2	717	0.2925	0.0041	0.2884	c3	True
GCF_003019965.1	NZ_CP020398.1	2344186	1	1793	0.0000	0.3914	-0.3914	chromosome2	False
GCF_003019965.1	NZ_CP020399.1	550288	2	436	0.2465	0.0019	0.2446	c3	True
GCF_003020025.1	NZ_CP020389.1	2853041	1	1302	0.0179	0.2490	-0.2312	other_megaplasmid	False
GCF_003020185.1	NZ_CP020391.1	2940845	1	1319	0.0179	0.2512	-0.2334	other_megaplasmid	False
GCF_003076415.1	NZ_CP021067.1	2856344	1	2265	0.0000	0.5082	-0.5082	chromosome2	False
GCF_003076415.1	NZ_CP021068.1	713299	2	553	0.3129	0.0016	0.3113	c3	True
GCF_003233675.1	NZ_CP029825.1	3274969	1	2444	0.0307	0.5460	-0.5153	chromosome2	False
GCF_003233675.1	NZ_CP029826.1	1483367	2	853	0.3640	0.0068	0.3571	c3	True
GCF_003233675.1	NZ_CP029828.1	428263	3	126	0.0115	0.0027	0.0088	other_megaplasmid	False
GCF_003286395.1	NZ_CP029641.1	1273736	1	479	0.0294	0.0649	-0.0355	other_megaplasmid	False
GCF_003330745.1	NZ_CP024906.1	2944711	1	1635	0.0153	0.2556	-0.2403	other_megaplasmid	False
GCF_003330745.1	NZ_CP024907.1	403765	2	92	0.0051	0.0063	-0.0012	other_megaplasmid	False
GCF_003330765.1	NZ_CP024903.1	3400486	1	2538	0.0409	0.5520	-0.5111	chromosome2	False
GCF_003330765.1	NZ_CP024904.1	984905	2	648	0.3499	0.0066	0.3434	c3	True
GCF_003330785.1	NZ_CP024935.1	2982346	1	1722	0.0358	0.2698	-0.2341	other_megaplasmid	False
GCF_003330785.1	NZ_CP024936.1	494503	2	127	0.0153	0.0093	0.0060	other_megaplasmid	False
GCF_003330805.1	NZ_CP024938.1	3189135	1	1489	0.0345	0.2551	-0.2206	other_megaplasmid	False
GCF_003330805.1	NZ_CP024939.1	2509140	2	881	0.0524	0.0690	-0.0166	other_megaplasmid	False
GCF_003330805.1	NZ_CP024940.1	1235162	3	260	0.0319	0.0161	0.0158	other_megaplasmid	False
GCF_003330825.1	NZ_CP024942.1	3058868	1	1596	0.0358	0.2512	-0.2155	other_megaplasmid	False
GCF_003366075.1	NZ_CP028962.1	3139806	1	2288	0.0064	0.5356	-0.5292	chromosome2	False
GCF_003366075.1	NZ_CP028964.1	851589	2	547	0.2388	0.0082	0.2306	c3	True
GCF_003366075.1	NZ_CP028965.1	420805	3	95	0.0026	0.0074	-0.0048	other_megaplasmid	False
GCF_003368325.1	NZ_CP031466.1	3619047	1	1804	0.0549	0.3060	-0.2510	other_megaplasmid	False
GCF_003445415.1	NZ_CP008754.1	3158067	1	1391	0.0447	0.2523	-0.2076	other_megaplasmid	False
GCF_003546465.1	NZ_CP007748.1	3396456	1	2719	0.0000	0.6322	-0.6322	chromosome2	False
GCF_003546465.1	NZ_CP007747.1	1187985	2	932	0.5019	0.0003	0.5016	c3	True
GCF_003547015.1	NZ_CP025305.1	3112891	1	1351	0.0421	0.2474	-0.2053	other_megaplasmid	False
GCF_003547035.1	NZ_CP025307.1	3115305	1	1367	0.0421	0.2496	-0.2074	other_megaplasmid	False
GCF_003547055.1	NZ_CP025303.1	3173851	1	1374	0.0421	0.2499	-0.2077	other_megaplasmid	False
GCF_003568605.1	NZ_CP008785.1	3986340	1	800	0.0460	0.1092	-0.0632	other_megaplasmid	False
GCF_003606245.1	NZ_CP023776.1	3217986	1	1392	0.0434	0.2512	-0.2078	other_megaplasmid	False
GCF_003613595.1	NZ_CP022210.1	3923011	1	1735	0.1328	0.2726	-0.1398	other_megaplasmid	False
GCF_003614815.1	NZ_CP022215.1	2821560	1	1271	0.0179	0.2430	-0.2251	other_megaplasmid	False
GCF_003614835.1	NZ_CP022216.1	2852057	1	1289	0.0179	0.2460	-0.2282	other_megaplasmid	False
GCF_003704285.1	NZ_CP013391.1	3182734	1	2511	0.0000	0.5892	-0.5892	chromosome2	False
GCF_003704285.1	NZ_CP013392.1	1370749	2	982	0.5249	0.0027	0.5222	c3	True
GCF_003711145.1	NZ_CP024944.1	3706323	1	2654	0.0026	0.6284	-0.6258	chromosome2	False
GCF_003711145.1	NZ_CP024945.1	1153372	2	658	0.3410	0.0074	0.3336	c3	True
GCF_003713105.1	NZ_CP033431.1	4002946	1	1818	0.1584	0.2783	-0.1200	chromosome2	False
GCF_003798245.1	NZ_CP033704.1	3157202	1	1387	0.0447	0.2512	-0.2065	other_megaplasmid	False
GCF_003798265.1	NZ_CP033706.1	3139076	1	1381	0.0447	0.2504	-0.2057	other_megaplasmid	False
GCF_003798365.1	NZ_CP033701.1	3176440	1	1377	0.0434	0.2501	-0.2067	other_megaplasmid	False
GCF_003812365.1	NZ_CP033748.1	2331436	1	1784	0.0000	0.4004	-0.4004	chromosome2	False
GCF_003812365.1	NZ_CP033749.1	705748	2	525	0.2963	0.0019	0.2944	c3	True
GCF_003812585.1	NZ_CP033745.1	3239301	1	488	0.0230	0.0452	-0.0222	other_megaplasmid	False
GCF_003812585.1	NZ_CP033747.1	2383823	2	1844	0.0051	0.4037	-0.3986	chromosome2	False
GCF_003812965.1	NZ_CP033854.1	3155590	1	2192	0.0255	0.4579	-0.4323	chromosome2	False
GCF_003812965.1	NZ_CP033855.1	935732	2	479	0.1635	0.0118	0.1517	c3	True
GCF_003813045.1	NZ_CP033838.1	2168066	1	1546	0.0013	0.3552	-0.3540	other_megaplasmid	False
GCF_003813045.1	NZ_CP033839.1	834424	2	540	0.2184	0.0044	0.2140	c3	True
GCF_003966315.1	NZ_CP034547.1	3039797	1	2348	0.0013	0.5233	-0.5220	chromosome2	False
GCF_003966315.1	NZ_CP034546.1	1350848	2	952	0.4572	0.0044	0.4528	c3	True
GCF_004323015.1	NZ_CP036451.1	3102688	1	1377	0.0421	0.2529	-0.2107	other_megaplasmid	False
GCF_004323035.1	NZ_CP036453.1	3113526	1	1381	0.0421	0.2531	-0.2110	other_megaplasmid	False
GCF_004348055.1	NZ_CP037757.1	3103695	1	1367	0.0409	0.2496	-0.2087	other_megaplasmid	False
GCF_004348075.1	NZ_CP037759.1	3069583	1	1372	0.0447	0.2501	-0.2054	other_megaplasmid	False
GCF_004367665.1	NZ_CP037973.1	3099454	1	1377	0.0421	0.2512	-0.2091	other_megaplasmid	False
GCF_004367685.1	NZ_CP037969.1	3119419	1	1382	0.0409	0.2526	-0.2117	other_megaplasmid	False
GCF_004367705.1	NZ_CP037975.1	3097834	1	1370	0.0434	0.2501	-0.2067	other_megaplasmid	False
GCF_004367725.1	NZ_CP037971.1	3099308	1	1374	0.0421	0.2515	-0.2094	other_megaplasmid	False
GCF_004526325.1	NZ_CP038194.1	3120072	1	1386	0.0434	0.2531	-0.2097	other_megaplasmid	False
GCF_004842085.1	NZ_CP038805.1	3800466	1	619	0.0754	0.0717	0.0036	other_megaplasmid	False
GCF_005280735.1	NZ_CP040078.1	3695250	1	1550	0.0383	0.2343	-0.1959	other_megaplasmid	False
GCF_005853645.1	NZ_CP040532.1	3162636	1	1317	0.0409	0.2400	-0.1991	other_megaplasmid	False
GCF_005862325.1	NZ_CP040551.1	3116035	1	1284	0.0434	0.2332	-0.1897	other_megaplasmid	False
GCF_005937855.2	NZ_CP042178.1	2783599	1	2142	0.0038	0.4852	-0.4814	chromosome2	False
GCF_005937855.2	NZ_CP042179.1	1067603	2	809	0.3397	0.0022	0.3375	c3	True
GCF_006094315.1	NZ_CP034554.1	3396958	1	2719	0.0000	0.6327	-0.6327	chromosome2	False
GCF_006094315.1	NZ_CP034555.1	1187977	2	930	0.5019	0.0003	0.5016	c3	True
GCF_007556815.1	NZ_CP041743.1	3016794	1	1380	0.0268	0.2474	-0.2206	other_megaplasmid	False
GCF_007724625.1	NZ_CP042165.1	3249718	1	2520	0.0038	0.5911	-0.5873	chromosome2	False
GCF_007724625.1	NZ_CP042166.1	1536075	2	1002	0.5185	0.0014	0.5172	c3	True
GCF_008693485.1	NZ_CP044055.1	2365849	1	1786	0.0000	0.3927	-0.3927	chromosome2	False
GCF_008693485.1	NZ_CP044053.1	553192	2	425	0.2452	0.0022	0.2430	c3	True
GCF_008693525.1	NZ_CP044056.1	2365865	1	1788	0.0000	0.3930	-0.3930	chromosome2	False
GCF_008693525.1	NZ_CP044057.1	553192	2	426	0.2465	0.0022	0.2443	c3	True
GCF_008728255.1	NZ_CP038215.1	3171459	1	1379	0.0434	0.2504	-0.2070	other_megaplasmid	False
GCF_008728275.1	NZ_CP038217.1	3147867	1	1347	0.0409	0.2438	-0.2030	other_megaplasmid	False
GCF_008728295.1	NZ_CP038219.1	3171635	1	1376	0.0434	0.2504	-0.2070	other_megaplasmid	False
GCF_008728315.1	NZ_CP038221.1	3159667	1	1380	0.0434	0.2507	-0.2073	other_megaplasmid	False
GCF_008728335.1	NZ_CP038223.1	3169063	1	1379	0.0434	0.2504	-0.2070	other_megaplasmid	False
GCF_008728355.1	NZ_CP038225.1	3167882	1	1381	0.0434	0.2510	-0.2075	other_megaplasmid	False
GCF_008728375.1	NZ_CP038227.1	3208533	1	1379	0.0434	0.2504	-0.2070	other_megaplasmid	False
GCF_009191525.1	NZ_CP028808.1	3247714	1	2544	0.0038	0.5947	-0.5909	chromosome2	False
GCF_009191525.1	NZ_CP028809.1	1528467	2	1030	0.5300	0.0014	0.5286	c3	True
GCF_009578005.1	NZ_CP045088.1	2750046	1	1265	0.0728	0.1935	-0.1207	other_megaplasmid	False
GCF_009586235.1	NZ_CP045236.1	3430130	1	2755	0.0000	0.6519	-0.6519	chromosome2	False
GCF_009586235.1	NZ_CP045237.1	1248114	2	942	0.5479	0.0014	0.5465	c3	True
GCF_009730035.1	NZ_CP046337.1	2434081	1	1851	0.0000	0.4174	-0.4174	chromosome2	False
GCF_009730035.1	NZ_CP046338.1	702621	2	509	0.2874	0.0025	0.2849	c3	True
GCF_009730175.1	NZ_CP046341.1	2418100	1	1900	0.0000	0.4111	-0.4111	chromosome2	False
GCF_009730175.1	NZ_CP046342.1	749962	2	553	0.3180	0.0022	0.3158	c3	True
GCF_009730195.1	NZ_CP046344.1	2365727	1	1836	0.0038	0.4083	-0.4045	chromosome2	False
GCF_009730195.1	NZ_CP046345.1	792513	2	559	0.2503	0.0074	0.2429	c3	True
GCF_009749345.1	NZ_CP046583.1	3257170	1	1356	0.0447	0.2455	-0.2008	other_megaplasmid	False
GCF_009755625.1	NZ_CP046608.1	3247807	1	2542	0.0038	0.5950	-0.5911	chromosome2	False
GCF_009755625.1	NZ_CP046607.1	1541420	2	1034	0.5326	0.0014	0.5312	c3	True
GCF_009789655.1	NZ_CP046910.1	2192838	1	1042	0.0307	0.1875	-0.1568	other_megaplasmid	False
GCF_009789655.1	NZ_CP046911.1	1330706	2	526	0.0460	0.0619	-0.0159	other_megaplasmid	False
GCF_009789655.1	NZ_CP046912.1	1103815	3	429	0.0243	0.0572	-0.0329	other_megaplasmid	False
GCF_009789675.1	NZ_CP046914.1	1829290	1	889	0.0268	0.1645	-0.1377	other_megaplasmid	False
GCF_009789675.1	NZ_CP046915.1	1436412	2	508	0.0524	0.0509	0.0015	other_megaplasmid	False
GCF_009789675.1	NZ_CP046916.1	1253746	3	383	0.0230	0.0441	-0.0211	other_megaplasmid	False
GCF_009857095.1	NZ_CP047316.1	2779201	1	1274	0.0741	0.1965	-0.1224	other_megaplasmid	False
GCF_009931375.1	NZ_CP035901.1	2763738	1	1289	0.0766	0.1984	-0.1218	other_megaplasmid	False
GCF_009938265.1	NZ_AP022316.1	1707579	1	811	0.0268	0.1420	-0.1152	other_megaplasmid	False
GCF_009938265.1	NZ_AP022319.1	1527330	2	492	0.0192	0.0539	-0.0348	other_megaplasmid	False
GCF_009938265.1	NZ_AP022317.1	1020949	3	303	0.0243	0.0255	-0.0012	other_megaplasmid	False
GCF_009938265.1	NZ_AP022318.1	637291	4	242	0.0128	0.0298	-0.0171	other_megaplasmid	False
GCF_011039955.1	NZ_CP049317.1	1990521	1	749	0.0281	0.0974	-0.0693	other_megaplasmid	False
GCF_011039955.1	NZ_CP049318.1	1831039	2	823	0.0319	0.1256	-0.0937	other_megaplasmid	False
GCF_011039955.1	NZ_CP049319.1	794780	3	124	0.0064	0.0115	-0.0051	other_megaplasmid	False
GCF_011039955.1	NZ_CP049320.1	377315	4	112	0.0038	0.0129	-0.0090	other_megaplasmid	False
GCF_011493005.1	NZ_CP049157.1	1996666	1	750	0.0281	0.0977	-0.0696	other_megaplasmid	False
GCF_011493005.1	NZ_CP049158.1	1826371	2	823	0.0319	0.1259	-0.0940	other_megaplasmid	False
GCF_011493005.1	NZ_CP049159.1	734052	3	185	0.0102	0.0194	-0.0092	other_megaplasmid	False
GCF_011578485.1	NZ_CP050021.1	2875717	1	1299	0.0179	0.2482	-0.2303	other_megaplasmid	False
GCF_012689525.1	NZ_CP051515.1	3638240	1	1812	0.0409	0.3054	-0.2646	other_megaplasmid	False
GCF_012689525.1	NZ_CP051514.1	2486079	2	416	0.0358	0.0326	0.0032	other_megaplasmid	False
GCF_012974245.1	NZ_CP052864.1	2869204	1	1276	0.0728	0.1976	-0.1248	other_megaplasmid	False
GCF_013122645.1	NZ_CP052133.1	2745532	1	1261	0.0741	0.1959	-0.1219	other_megaplasmid	False
GCF_013307145.1	NZ_CP021158.1	2783312	1	1238	0.0677	0.1929	-0.1253	other_megaplasmid	False
GCF_013307165.1	NZ_CP023204.1	2850144	1	1301	0.0715	0.1998	-0.1283	other_megaplasmid	False
GCF_013378095.1	NZ_CP015959.1	2895821	1	1524	0.0485	0.2542	-0.2057	other_megaplasmid	False
GCF_013378095.1	NZ_CP015960.1	1913088	2	782	0.0549	0.0495	0.0054	other_megaplasmid	False
GCF_013426895.1	NZ_AP023175.1	2703868	1	1403	0.0473	0.2474	-0.2001	other_megaplasmid	False
GCF_013426895.1	NZ_AP023176.1	2342401	2	853	0.0358	0.0695	-0.0338	other_megaplasmid	False
GCF_013426895.1	NZ_AP023177.1	606703	3	150	0.0128	0.0044	0.0084	other_megaplasmid	False
GCF_013426915.1	NZ_AP023180.1	2707317	1	1387	0.0319	0.2485	-0.2166	other_megaplasmid	False
GCF_013426915.1	NZ_AP023181.1	2380791	2	812	0.0396	0.0649	-0.0253	other_megaplasmid	False
GCF_013426915.1	NZ_AP023182.1	1440798	3	344	0.0128	0.0301	-0.0173	other_megaplasmid	False
GCF_013426915.1	NZ_AP023183.1	852821	4	200	0.0179	0.0151	0.0028	other_megaplasmid	False
GCF_013822785.1	NZ_CP053610.1	2210956	1	1628	0.0026	0.3612	-0.3587	other_megaplasmid	False
GCF_013822785.1	NZ_CP053611.1	1198966	2	674	0.2912	0.0085	0.2827	c3	True
GCF_013822785.1	NZ_CP053612.1	356237	3	55	0.0038	0.0057	-0.0019	other_megaplasmid	False
GCF_014171495.1	NZ_CP049135.1	1937775	1	964	0.0345	0.1741	-0.1396	other_megaplasmid	False
GCF_014171495.1	NZ_CP049136.1	1583983	2	661	0.0562	0.0564	-0.0002	other_megaplasmid	False
GCF_014171495.1	NZ_CP049137.1	1567213	3	553	0.0396	0.0597	-0.0201	other_megaplasmid	False
GCF_014171495.1	NZ_CP049138.1	455014	4	136	0.0140	0.0066	0.0075	other_megaplasmid	False
GCF_014211915.1	NZ_CP060040.1	2857915	1	2238	0.0000	0.5249	-0.5249	chromosome2	False
GCF_014211915.1	NZ_CP060041.1	1082076	2	844	0.4381	0.0022	0.4359	c3	True
GCF_014263355.1	NZ_CP054469.1	3985347	1	1686	0.1098	0.2660	-0.1562	other_megaplasmid	False
GCF_014357995.1	NZ_CP053301.1	3211025	1	2494	0.0026	0.5629	-0.5604	chromosome2	False
GCF_014357995.1	NZ_CP053302.1	765157	2	545	0.2771	0.0022	0.2749	c3	True
GCF_014854795.1	NZ_CP032011.1	3415325	1	2671	0.0000	0.6226	-0.6226	chromosome2	False
GCF_014854795.1	NZ_CP032010.1	1304848	2	995	0.5504	0.0008	0.5496	c3	True
GCF_016026055.1	NZ_CP065600.1	2820518	1	1294	0.0779	0.1990	-0.1211	other_megaplasmid	False
GCF_016027435.1	NZ_CP065684.1	3126683	1	1442	0.0268	0.2655	-0.2386	other_megaplasmid	False
GCF_016027455.1	NZ_CP065687.1	2913520	1	1369	0.0230	0.2490	-0.2261	other_megaplasmid	False
GCF_016027455.1	NZ_CP065685.1	305114	2	58	0.0077	0.0049	0.0027	other_megaplasmid	False
GCF_016127755.1	NZ_CP066038.1	2646970	1	2107	0.0013	0.4817	-0.4804	chromosome2	False
GCF_016127755.1	NZ_CP066040.1	1281477	2	878	0.4049	0.0025	0.4024	c3	True
GCF_016128195.1	NZ_CP066076.1	2627215	1	1488	0.0255	0.2542	-0.2287	other_megaplasmid	False
GCF_016458785.1	NZ_CP066763.1	2704441	1	2145	0.0038	0.4833	-0.4795	chromosome2	False
