family	n_genomes	n_members	is_core	is_single_copy_core	genomes	members
GCF_016899425.1|KEDGBJ_06199	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06199;GCF_053038975.1|AHCKDM_05887;GCF_053209605.1|GFFINM_05889;GCF_905400185.1|DKPOPA_06240;MF6|CFFIHE_03447;MF7|EFEKAH_07655
GCF_016899425.1|KEDGBJ_06200	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06200;GCF_053038975.1|AHCKDM_05888;GCF_053209605.1|GFFINM_05890;GCF_905400185.1|DKPOPA_06241;MF6|CFFIHE_03448;MF7|EFEKAH_07654
GCF_016899425.1|KEDGBJ_06201	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06201;GCF_053038975.1|AHCKDM_05889;GCF_053209605.1|GFFINM_05891;GCF_905400185.1|DKPOPA_06242;MF6|CFFIHE_03449;MF7|EFEKAH_07653
GCF_016899425.1|KEDGBJ_06202	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06202;GCF_053038975.1|AHCKDM_05890;GCF_053209605.1|GFFINM_05892;GCF_905400185.1|DKPOPA_06243;MF6|CFFIHE_03450;MF7|EFEKAH_07652
GCF_016899425.1|KEDGBJ_06203	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06203;GCF_053038975.1|AHCKDM_05891;GCF_053209605.1|GFFINM_05893;GCF_905400185.1|DKPOPA_06244;MF6|CFFIHE_03451;MF7|EFEKAH_07651
GCF_016899425.1|KEDGBJ_06204	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06204;GCF_053038975.1|AHCKDM_05892;GCF_053209605.1|GFFINM_05894;GCF_905400185.1|DKPOPA_06245;MF6|CFFIHE_03452;MF7|EFEKAH_07650
GCF_016899425.1|KEDGBJ_06205	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06205;GCF_053038975.1|AHCKDM_05893;GCF_053209605.1|GFFINM_05895;GCF_905400185.1|DKPOPA_06246;MF6|CFFIHE_03453;MF7|EFEKAH_07649
GCF_016899425.1|KEDGBJ_06206	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06206;GCF_053038975.1|AHCKDM_05894;GCF_053209605.1|GFFINM_05896;GCF_905400185.1|DKPOPA_06247;MF6|CFFIHE_03454;MF7|EFEKAH_07648
GCF_016899425.1|KEDGBJ_06207	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06207;GCF_053038975.1|AHCKDM_05895;GCF_053209605.1|GFFINM_05897;GCF_905400185.1|DKPOPA_06248;MF6|CFFIHE_03455;MF7|EFEKAH_07647
GCF_016899425.1|KEDGBJ_06208	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06208;GCF_053038975.1|AHCKDM_05896;GCF_053209605.1|GFFINM_05898;GCF_905400185.1|DKPOPA_06249;MF6|CFFIHE_03456;MF7|EFEKAH_07646
GCF_016899425.1|KEDGBJ_06209	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06209;GCF_053038975.1|AHCKDM_05897;GCF_053209605.1|GFFINM_05899;GCF_905400185.1|DKPOPA_06250;MF6|CFFIHE_03457;MF7|EFEKAH_07645
GCF_016899425.1|KEDGBJ_06210	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06210;GCF_053038975.1|AHCKDM_05898;GCF_053209605.1|GFFINM_05900;GCF_905400185.1|DKPOPA_06251;MF6|CFFIHE_03458;MF7|EFEKAH_07644
GCF_016899425.1|KEDGBJ_06211	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06211;GCF_053038975.1|AHCKDM_05899;GCF_053209605.1|GFFINM_05901;GCF_905400185.1|DKPOPA_06252;MF6|CFFIHE_03459;MF7|EFEKAH_07643
GCF_016899425.1|KEDGBJ_06212	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06212;GCF_053038975.1|AHCKDM_05900;GCF_053209605.1|GFFINM_05902;GCF_905400185.1|DKPOPA_06253;MF6|CFFIHE_03460;MF7|EFEKAH_07642
GCF_016899425.1|KEDGBJ_06213	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06213;GCF_053038975.1|AHCKDM_05901;GCF_053209605.1|GFFINM_05903;GCF_905400185.1|DKPOPA_06254;MF6|CFFIHE_03461;MF7|EFEKAH_07641
GCF_016899425.1|KEDGBJ_06214	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06214;GCF_905400185.1|DKPOPA_06255;MF6|CFFIHE_03462;MF7|EFEKAH_07640
GCF_016899425.1|KEDGBJ_06215	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06215;GCF_053038975.1|AHCKDM_05906;GCF_053209605.1|GFFINM_05908;GCF_905400185.1|DKPOPA_06256;MF6|CFFIHE_03463;MF7|EFEKAH_07639
GCF_016899425.1|KEDGBJ_06216	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06216;GCF_053038975.1|AHCKDM_05907;GCF_053209605.1|GFFINM_05909;GCF_905400185.1|DKPOPA_06257;MF6|CFFIHE_03464;MF7|EFEKAH_07638
GCF_016899425.1|KEDGBJ_06217	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06217;GCF_905400185.1|DKPOPA_06258;MF6|CFFIHE_03465;MF7|EFEKAH_07637
GCF_016899425.1|KEDGBJ_06219	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06219;GCF_053038975.1|AHCKDM_05910;GCF_053209605.1|GFFINM_05912;GCF_905400185.1|DKPOPA_06260;MF6|CFFIHE_03467;MF7|EFEKAH_07635
GCF_016899425.1|KEDGBJ_06220	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06220;GCF_053038975.1|AHCKDM_05911;GCF_053209605.1|GFFINM_05913;GCF_905400185.1|DKPOPA_06261;MF6|CFFIHE_03468;MF7|EFEKAH_07634
GCF_016899425.1|KEDGBJ_06221	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06221;GCF_053038975.1|AHCKDM_05912;GCF_053209605.1|GFFINM_05914;GCF_905400185.1|DKPOPA_06262;MF6|CFFIHE_03469;MF7|EFEKAH_07633
GCF_016899425.1|KEDGBJ_06222	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06222;GCF_053038975.1|AHCKDM_05913;GCF_053209605.1|GFFINM_05915;GCF_905400185.1|DKPOPA_06263;MF6|CFFIHE_03470;MF7|EFEKAH_07632
GCF_016899425.1|KEDGBJ_06224	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06224;GCF_905400185.1|DKPOPA_06265;MF6|CFFIHE_03472;MF7|EFEKAH_07630
GCF_016899425.1|KEDGBJ_06225	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06225;GCF_905400185.1|DKPOPA_06266;MF6|CFFIHE_03473;MF7|EFEKAH_07629
GCF_016899425.1|KEDGBJ_06226	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06226;GCF_053038975.1|AHCKDM_05916;GCF_053209605.1|GFFINM_05918;GCF_905400185.1|DKPOPA_06267;MF6|CFFIHE_03474;MF7|EFEKAH_07628
GCF_016899425.1|KEDGBJ_06227	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06227;GCF_053038975.1|AHCKDM_05917;GCF_053209605.1|GFFINM_05919;GCF_905400185.1|DKPOPA_06268;MF6|CFFIHE_03475;MF7|EFEKAH_07627
GCF_016899425.1|KEDGBJ_06228	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06228;GCF_053038975.1|AHCKDM_05918;GCF_053209605.1|GFFINM_05920;GCF_905400185.1|DKPOPA_06269;MF6|CFFIHE_03476;MF7|EFEKAH_07626
GCF_016899425.1|KEDGBJ_06229	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06229;GCF_053038975.1|AHCKDM_05919;GCF_053209605.1|GFFINM_05921;GCF_905400185.1|DKPOPA_06270;MF6|CFFIHE_03477;MF7|EFEKAH_07625
GCF_016899425.1|KEDGBJ_06230	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06230;GCF_053038975.1|AHCKDM_05920;GCF_053209605.1|GFFINM_05922;GCF_905400185.1|DKPOPA_06271;MF6|CFFIHE_03478;MF7|EFEKAH_07624
GCF_016899425.1|KEDGBJ_06231	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06231;GCF_053038975.1|AHCKDM_05921;GCF_053209605.1|GFFINM_05923;GCF_905400185.1|DKPOPA_06272;MF6|CFFIHE_03479;MF7|EFEKAH_07623
GCF_016899425.1|KEDGBJ_06232	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06232;GCF_053038975.1|AHCKDM_05922;GCF_053209605.1|GFFINM_05924;GCF_905400185.1|DKPOPA_06273;MF6|CFFIHE_03480;MF7|EFEKAH_07622
GCF_016899425.1|KEDGBJ_06233	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06233;GCF_053038975.1|AHCKDM_05923;GCF_053209605.1|GFFINM_05925;GCF_905400185.1|DKPOPA_06274;MF6|CFFIHE_03481;MF7|EFEKAH_07621
GCF_016899425.1|KEDGBJ_06234	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06234;GCF_905400185.1|DKPOPA_06275;MF6|CFFIHE_03482;MF7|EFEKAH_07620
GCF_016899425.1|KEDGBJ_06235	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06235;GCF_905400185.1|DKPOPA_06276;MF6|CFFIHE_03483;MF7|EFEKAH_07619
GCF_016899425.1|KEDGBJ_06236	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06236;GCF_053038975.1|AHCKDM_05924;GCF_053209605.1|GFFINM_05926;GCF_905400185.1|DKPOPA_06277;MF6|CFFIHE_03484;MF7|EFEKAH_07618
GCF_016899425.1|KEDGBJ_06237	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06237;GCF_053038975.1|AHCKDM_05925;GCF_053209605.1|GFFINM_05927;GCF_905400185.1|DKPOPA_06278;MF6|CFFIHE_03485;MF7|EFEKAH_07617
GCF_016899425.1|KEDGBJ_06238	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06238;GCF_053038975.1|AHCKDM_05926;GCF_053209605.1|GFFINM_05928;GCF_905400185.1|DKPOPA_06279;MF6|CFFIHE_03486;MF7|EFEKAH_07616
GCF_016899425.1|KEDGBJ_06239	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06239;GCF_053038975.1|AHCKDM_05927;GCF_053209605.1|GFFINM_05929;GCF_905400185.1|DKPOPA_06280;MF6|CFFIHE_03487;MF7|EFEKAH_07615
GCF_016899425.1|KEDGBJ_06240	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06240;GCF_053038975.1|AHCKDM_05928;GCF_053209605.1|GFFINM_05930;GCF_905400185.1|DKPOPA_06281;MF6|CFFIHE_03488;MF7|EFEKAH_07614
GCF_016899425.1|KEDGBJ_06241	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06241;GCF_053038975.1|AHCKDM_05929;GCF_053209605.1|GFFINM_05931;GCF_905400185.1|DKPOPA_06282;MF6|CFFIHE_03489;MF7|EFEKAH_07613
GCF_016899425.1|KEDGBJ_06242	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06242;GCF_053038975.1|AHCKDM_05930;GCF_053209605.1|GFFINM_05932;GCF_905400185.1|DKPOPA_06283;MF6|CFFIHE_03490;MF7|EFEKAH_07612
GCF_016899425.1|KEDGBJ_06244	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06244;GCF_053038975.1|AHCKDM_05933;GCF_053209605.1|GFFINM_05935;GCF_905400185.1|DKPOPA_06285;MF6|CFFIHE_03492;MF7|EFEKAH_07610
GCF_016899425.1|KEDGBJ_06245	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06245;GCF_053038975.1|AHCKDM_05934;GCF_053209605.1|GFFINM_05936;GCF_905400185.1|DKPOPA_06286;MF6|CFFIHE_03493;MF7|EFEKAH_07609
GCF_016899425.1|KEDGBJ_06246	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06246;GCF_053038975.1|AHCKDM_05935;GCF_053209605.1|GFFINM_05937;GCF_905400185.1|DKPOPA_06287;MF6|CFFIHE_03494;MF7|EFEKAH_07608
GCF_016899425.1|KEDGBJ_06247	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06247;GCF_053038975.1|AHCKDM_05936;GCF_053209605.1|GFFINM_05938;GCF_905400185.1|DKPOPA_06288;MF6|CFFIHE_03495;MF7|EFEKAH_07607
GCF_016899425.1|KEDGBJ_06248	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06248;GCF_053038975.1|AHCKDM_05937;GCF_053209605.1|GFFINM_05939;GCF_905400185.1|DKPOPA_06289;MF6|CFFIHE_03496;MF7|EFEKAH_07606
GCF_016899425.1|KEDGBJ_06249	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06249;GCF_053038975.1|AHCKDM_05938;GCF_053209605.1|GFFINM_05940;GCF_905400185.1|DKPOPA_06290;MF6|CFFIHE_03497;MF7|EFEKAH_07605
GCF_016899425.1|KEDGBJ_06250	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06250;GCF_905400185.1|DKPOPA_06291;MF6|CFFIHE_03498;MF7|EFEKAH_07604
GCF_016899425.1|KEDGBJ_06251	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06251;GCF_905400185.1|DKPOPA_06292;MF6|CFFIHE_03499;MF7|EFEKAH_07603
GCF_016899425.1|KEDGBJ_06252	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06252;GCF_905400185.1|DKPOPA_06293;MF6|CFFIHE_03500;MF7|EFEKAH_07602
GCF_016899425.1|KEDGBJ_06253	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06253;GCF_053038975.1|AHCKDM_05940;GCF_053209605.1|GFFINM_05942;GCF_905400185.1|DKPOPA_06294;MF6|CFFIHE_03501;MF7|EFEKAH_07601
GCF_016899425.1|KEDGBJ_06254	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06254;GCF_053038975.1|AHCKDM_05941;GCF_053209605.1|GFFINM_05943;GCF_905400185.1|DKPOPA_06295;MF6|CFFIHE_03502;MF7|EFEKAH_07600
GCF_016899425.1|KEDGBJ_06255	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06255;GCF_053038975.1|AHCKDM_05942;GCF_053209605.1|GFFINM_05944;GCF_905400185.1|DKPOPA_06296;MF6|CFFIHE_03503;MF7|EFEKAH_07599
GCF_016899425.1|KEDGBJ_06256	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06256;GCF_053038975.1|AHCKDM_05943;GCF_053209605.1|GFFINM_05945;GCF_905400185.1|DKPOPA_06297;MF6|CFFIHE_03504;MF7|EFEKAH_07598
GCF_016899425.1|KEDGBJ_06257	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06257;GCF_053038975.1|AHCKDM_05944;GCF_053209605.1|GFFINM_05946;GCF_905400185.1|DKPOPA_06298;MF6|CFFIHE_03505;MF7|EFEKAH_07597
GCF_016899425.1|KEDGBJ_06258	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06258;GCF_053038975.1|AHCKDM_05945;GCF_053209605.1|GFFINM_05947;GCF_905400185.1|DKPOPA_06299;MF6|CFFIHE_03506;MF7|EFEKAH_07596
GCF_016899425.1|KEDGBJ_06260	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06260;GCF_053038975.1|AHCKDM_05947;GCF_053209605.1|GFFINM_05949;GCF_905400185.1|DKPOPA_06301;MF6|CFFIHE_03508;MF7|EFEKAH_07594
GCF_016899425.1|KEDGBJ_06261	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06261;GCF_053038975.1|AHCKDM_05948;GCF_053209605.1|GFFINM_05950;GCF_905400185.1|DKPOPA_06302;MF6|CFFIHE_03509;MF7|EFEKAH_07593
GCF_016899425.1|KEDGBJ_06265	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06265;GCF_053038975.1|AHCKDM_05951;GCF_053209605.1|GFFINM_05953;GCF_905400185.1|DKPOPA_06305;MF6|CFFIHE_03512;MF7|EFEKAH_07590
GCF_016899425.1|KEDGBJ_06266	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06266;GCF_053038975.1|AHCKDM_05952;GCF_053209605.1|GFFINM_05954;GCF_905400185.1|DKPOPA_06306;MF6|CFFIHE_03513;MF7|EFEKAH_07589
GCF_016899425.1|KEDGBJ_06267	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06267;GCF_053038975.1|AHCKDM_05953;GCF_053209605.1|GFFINM_05955;GCF_905400185.1|DKPOPA_06307;MF6|CFFIHE_03514;MF7|EFEKAH_07588
GCF_016899425.1|KEDGBJ_06268	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06268;GCF_053038975.1|AHCKDM_05954;GCF_053209605.1|GFFINM_05956;GCF_905400185.1|DKPOPA_06308;MF6|CFFIHE_03515;MF7|EFEKAH_07587
GCF_016899425.1|KEDGBJ_06269	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06269;GCF_053038975.1|AHCKDM_05955;GCF_053209605.1|GFFINM_05957;GCF_905400185.1|DKPOPA_06309;MF6|CFFIHE_03516;MF7|EFEKAH_07586
GCF_016899425.1|KEDGBJ_06270	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06270;GCF_053038975.1|AHCKDM_05956;GCF_053209605.1|GFFINM_05958;GCF_905400185.1|DKPOPA_06310;MF6|CFFIHE_03517;MF7|EFEKAH_07585
GCF_016899425.1|KEDGBJ_06271	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06271;GCF_053038975.1|AHCKDM_05957;GCF_053209605.1|GFFINM_05959;GCF_905400185.1|DKPOPA_06311;MF6|CFFIHE_03518;MF7|EFEKAH_07584
GCF_016899425.1|KEDGBJ_06272	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06272;GCF_053038975.1|AHCKDM_05958;GCF_053209605.1|GFFINM_05960;GCF_905400185.1|DKPOPA_06312;MF6|CFFIHE_03519;MF7|EFEKAH_07583
GCF_016899425.1|KEDGBJ_06273	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06273;GCF_053038975.1|AHCKDM_05959;GCF_053209605.1|GFFINM_05961;GCF_905400185.1|DKPOPA_06313;MF6|CFFIHE_03520;MF7|EFEKAH_07582
GCF_016899425.1|KEDGBJ_06274	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06274;GCF_053038975.1|AHCKDM_05960;GCF_053209605.1|GFFINM_05962;GCF_905400185.1|DKPOPA_06314;MF6|CFFIHE_03521;MF7|EFEKAH_07581
GCF_016899425.1|KEDGBJ_06276	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06276;GCF_053038975.1|AHCKDM_05962;GCF_053209605.1|GFFINM_05964;GCF_905400185.1|DKPOPA_06316;MF6|CFFIHE_03523;MF7|EFEKAH_07579
GCF_016899425.1|KEDGBJ_06277	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06277;GCF_053038975.1|AHCKDM_05963;GCF_053209605.1|GFFINM_05965;GCF_905400185.1|DKPOPA_06317;MF6|CFFIHE_03524;MF7|EFEKAH_07578
GCF_016899425.1|KEDGBJ_06278	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06278;GCF_053038975.1|AHCKDM_05964;GCF_053209605.1|GFFINM_05966;GCF_905400185.1|DKPOPA_06318;MF6|CFFIHE_03525;MF7|EFEKAH_07577
GCF_016899425.1|KEDGBJ_06279	6	6	1	1	GCF_016899425.1;GCF_053038975.1;GCF_053209605.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06279;GCF_053038975.1|AHCKDM_05965;GCF_053209605.1|GFFINM_05967;GCF_905400185.1|DKPOPA_06319;MF6|CFFIHE_03526;MF7|EFEKAH_07576
GCF_016899425.1|KEDGBJ_06280	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06280;GCF_905400185.1|DKPOPA_06320;MF6|CFFIHE_03527;MF7|EFEKAH_07575
GCF_016899425.1|KEDGBJ_06281	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06281;GCF_905400185.1|DKPOPA_06321;MF6|CFFIHE_03528;MF7|EFEKAH_07574
GCF_016899425.1|KEDGBJ_06282	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06282;GCF_905400185.1|DKPOPA_06322;MF6|CFFIHE_03529;MF7|EFEKAH_07573
GCF_016899425.1|KEDGBJ_06283	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06283;GCF_905400185.1|DKPOPA_06323;MF6|CFFIHE_03530;MF7|EFEKAH_07572
GCF_016899425.1|KEDGBJ_06284	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06284;GCF_905400185.1|DKPOPA_06324;MF6|CFFIHE_03531;MF7|EFEKAH_07571
GCF_016899425.1|KEDGBJ_06285	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06285;GCF_905400185.1|DKPOPA_06325;MF6|CFFIHE_03532;MF7|EFEKAH_07570
GCF_016899425.1|KEDGBJ_06286	4	4	0	0	GCF_016899425.1;GCF_905400185.1;MF6;MF7	GCF_016899425.1|KEDGBJ_06286;GCF_905400185.1|DKPOPA_06326;MF6|CFFIHE_03533;MF7|EFEKAH_07569
