accession	organism_name	genus	strain	query_genus	total_length	gc_percent	n_replicons_total	replicon_sizes	largest	second	third	sequencing_tech	checkm_completeness	checkm_contamination	ncbi_n_chromosomes	n_large_200kb	n_large_300kb	n_large_500kb	n_large_1000kb	architecture	ncbi_labelled_chromosomes	ncbi_labelled_plasmids	third_ncbi_label	third_chr_name	size_vs_label_agree	qc_pass	qc_reason
GCF_000959325.1	Burkholderia humptydooensis	Burkholderia	2002721687	Burkholderia	7285824	67	3	4067533;2913181;305110	4067533	2913181	305110	Illumina; PacBio; 454	99.57	0.38	3	3	3	2	2	3_large	2	1	Plasmid	pBTU	False	True	
GCF_000959345.1	Burkholderia pseudomallei PB08298010	Burkholderia	PB08298010	Burkholderia	7375551	68	2	4185347;3190204	4185347	3190204	0	Illumina; PacBio; 454	98.82	1.24	2	2	2	2	2	2_large	2	0			True	True	
GCF_000959365.1	Burkholderia oklahomensis C6786	Burkholderia	C6786	Burkholderia	7135022	67	2	4132035;3002987	4132035	3002987	0	Illumina; PacBio; 454	100	0.77	2	2	2	2	2	2_large	2	0			True	True	
GCF_000959405.1	Burkholderia mallei	Burkholderia	11	Burkholderia	5913134	68.5	2	3559874;2353260	3559874	2353260	0	Illumina; PacBio; 454	97.46	0.71	2	2	2	2	2	2_large	2	0			True	True	
GCF_000959425.1	Burkholderia thailandensis 2002721643	Burkholderia	2002721643	Burkholderia	6722801	67.5	2	3808029;2914772	3808029	2914772	0	Illumina; PacBio; 454	99.95	0.06	2	2	2	2	2	2_large	2	0			True	True	
GCF_000959445.1	Burkholderia vietnamiensis LMG 10929	Burkholderia	LMG 10929	Burkholderia	6930496	67	4	3317416;2262093;1248367;102620	3317416	2262093	1248367	Illumina; PacBio	100	0.09	4	3	3	3	3	3_large	3	1	Chromosome	III	True	True	
GCF_000959465.1	Burkholderia mallei	Burkholderia	India86-567-2	Burkholderia	5686446	68.5	2	3560434;2126012	3560434	2126012	0	Illumina; PacBio	97.53	0.71	2	2	2	2	2	2_large	2	0			True	True	
GCF_000959485.1	Burkholderia mallei	Burkholderia	2002734306	Burkholderia	5409162	68.5	2	3550623;1858539	3550623	1858539	0	Illumina; PacBio; 454	95.58	1.2	2	2	2	2	2	2_large	2	0			True	True	
GCF_000959505.1	Burkholderia dolosa AU0158	Burkholderia	AU0158	Burkholderia	6409095	67	3	3406596;2168075;834424	3406596	2168075	834424	Illumina; PacBio	100	0.14	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_000959525.1	Burkholderia multivorans ATCC BAA-247	Burkholderia	BAA-247	Burkholderia	6322746	67	3	3428264;2344193;550289	3428264	2344193	550289	Illumina; PacBio	97.75	0.61	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_000959545.1	Burkholderia ambifaria AMMD	Burkholderia	AMMD	Burkholderia	7528578	67	4	3556555;2646970;1281472;43581	3556555	2646970	1281472	Illumina; PacBio	100		4	3	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_000959605.1	Burkholderia thailandensis 34	Burkholderia	34	Burkholderia	7120198	67.5	3	3896053;2897757;326388	3896053	2897757	326388	Illumina; PacBio; 454	99.57	3.04	3	3	3	2	2	3_large	2	1	Plasmid	plasmid	False	True	
GCF_000959625.1	Burkholderia mallei	Burkholderia	2002721276	Burkholderia	5780439	68.5	2	3542936;2237503	3542936	2237503	0	Illumina; PacBio	96.48	0.71	2	2	2	2	2	2_large	2	0			True	True	
GCF_000959725.1	Burkholderia gladioli	Burkholderia	ATCC 10248	Burkholderia	8899459	67.5	5	4668573;3927513;213090;63573;26710	4668573	3927513	213090	Illumina; 454; PacBio	99.29	1.98	5	3	2	2	2	2_large	2	3	Plasmid	1	True	True	
GCF_000960995.1	Burkholderia glumae LMG 2196 = ATCC 33617	Burkholderia	ATCC 33617	Burkholderia	6820727	68	4	3659771;2820414;196020;144522	3659771	2820414	196020	Illumina; PacBio	99.01	0.2	4	2	2	2	2	2_large	2	2	Plasmid	pBIN_1	True	True	
GCF_000961515.1	Paraburkholderia fungorum	Paraburkholderia	ATCC BAA-463	Paraburkholderia	9058983	62	4	4463161;3508455;650149;437218	4463161	3508455	650149	Illumina; PacBio	99.94	1.29	4	4	4	3	2	4+_large	3	1	Chromosome	3	False	True	
GCF_000974835.2	Burkholderia cepacia	Burkholderia	LO6	Burkholderia	6419376	67	1	6419376	6419376	0	0	PaBio	91.33	1.63	1	1	1	1	1	1_large	1	0			True	False	completeness<95
GCF_001028665.1	Burkholderia pyrrocinia	Burkholderia	DSM 10685	Burkholderia	7961346	66.5	4	3584103;3214754;1049005;113484	3584103	3214754	1049005	PacBio	100	0.88	4	3	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_001029145.1	Burkholderia contaminans	Burkholderia	MS14	Burkholderia	8509249	66.5	3	3522585;3358952;1627712	3522585	3358952	1627712	Illumina	100	0.51	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_001277875.1	Burkholderia pseudomallei	Burkholderia	vgh16R	Burkholderia	7266508	68	2	4038504;3228004	4038504	3228004	0	PacBio	98.34	0.98	2	2	2	2	2	2_large	2	0			True	True	
GCF_001277895.1	Burkholderia pseudomallei	Burkholderia	vgh16W	Burkholderia	7266810	68	2	4038845;3227965	4038845	3227965	0	PacBio	97.18	0.76	2	2	2	2	2	2_large	2	0			True	True	
GCF_001277975.1	Burkholderia pseudomallei	Burkholderia	982	Burkholderia	7184677	68	2	4028032;3156645	4028032	3156645	0	PacBio	98.7	0.92	2	2	2	2	2	2_large	2	0			True	True	
GCF_001293045.1	Burkholderia sp. HB1	Burkholderia	HB1	Burkholderia	7206167	63	2	4081670;3124497	4081670	3124497	0	Sanger dideoxy sequencing; Illumina	100	0.43	2	2	2	2	2	2_large	2	0			True	True	
GCF_001318245.1	Burkholderia pseudomallei	Burkholderia	Bp1651	Burkholderia	7260025	68	2	4112209;3147816	4112209	3147816	0	PacBio	97.51	0.92	2	2	2	2	2	2_large	2	0			True	True	
GCF_001411495.1	Burkholderia cepacia ATCC 25416	Burkholderia	UCB 717	Burkholderia	8605945	66.5	4	3791734;3408190;1196214;209807	3791734	3408190	1196214	PacBio	99.97	1.53	4	4	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_001411805.1	Burkholderia plantarii	Burkholderia	ATCC 43733	Burkholderia	8081051	68.5	3	4140040;3743649;197362	4140040	3743649	197362		99.15	1.79	3	2	2	2	2	2_large	2	1	Plasmid	bpln_1p	True	True	
GCF_001449005.1	Paraburkholderia caribensis	Paraburkholderia	MWAP64	Paraburkholderia	9032119	62.5	4	3688127;2890272;2011268;442452	3688127	2890272	2011268		99.04	1.28	4	4	4	3	3	4+_large	2	2	Plasmid	1	False	True	
GCF_001484665.1	Burkholderia cenocepacia	Burkholderia	ST32	Burkholderia	8090388	67	4	3822749;3086109;989585;191945	3822749	3086109	989585	454; Illumina MiSeq	97.05	2.96	4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_001513745.1	Burkholderia humptydooensis	Burkholderia	MSMB43	Burkholderia	7287809	67	3	4069152;2913543;305114	4069152	2913543	305114	PacBio	99.79	0.38	3	3	3	2	2	3_large	2	1	Plasmid	pMSMB43	False	True	
GCF_001522105.2	Burkholderia oklahomensis EO147	Burkholderia	EO147	Burkholderia	7319578	67	2	4192894;3126684	4192894	3126684	0	PacBio	99.86	1.1	2	2	2	2	2	2_large	2	0			True	True	
GCF_001522135.2	Burkholderia oklahomensis C6786	Burkholderia	C6786	Burkholderia	7134792	67	2	4131753;3003039	4131753	3003039	0	PacBio	100	0.77	2	2	2	2	2	2_large	2	0			True	True	
GCF_001522585.2	Burkholderia sp. NRF60-BP8	Burkholderia	NRF60-BP8	Burkholderia	7079943	67.5	3	3427375;2801147;851421	3427375	2801147	851421	PacBio	100	0.14	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_001522635.2	Burkholderia mayonis	Burkholderia	BDU8	Burkholderia	7357530	66.5	2	4439942;2917588	4439942	2917588	0	PacBio	100	0.34	2	2	2	2	2	2_large	2	0			True	True	
GCF_001523745.2	Burkholderia mayonis	Burkholderia	BDU6	Burkholderia	6590914	66.5	2	3838800;2752114	3838800	2752114	0	PacBio	100	0.34	2	2	2	2	2	2_large	2	0			True	True	
GCF_001523915.2	Burkholderia sp. LA-2-3-30-S1-D2	Burkholderia	LA-2-3-30-S1-D2	Burkholderia	7129526	66.5	3	3445340;2709855;974331	3445340	2709855	974331	PacBio	100	0.21	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_001524445.2	Burkholderia savannae	Burkholderia	MSMB266	Burkholderia	7427555	67	3	4228278;2824254;375023	4228278	2824254	375023	PacBio	100	1.24	3	3	3	2	2	3_large	2	1	Plasmid	pMSMB0266	False	True	
GCF_001524625.2	Burkholderia savannae	Burkholderia	MSMB852	Burkholderia	7081173	67.5	3	4077888;2934072;69213	4077888	2934072	69213	PacBio	99.57	0.55	3	2	2	2	2	2_large	2	1	Plasmid	pMSMB0852	True	True	
GCF_001524645.2	Burkholderia sp. MSMB0856	Burkholderia	MSMB0856	Burkholderia	7249502	66.5	4	3467548;2473077;1059546;249331	3467548	2473077	1059546	PacBio	99.89		4	4	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_001532025.2	Burkholderia sp. MSMB617WGS	Burkholderia	MSMB617WGS	Burkholderia	6913798	67.5	2	4081657;2832141	4081657	2832141	0	PacBio	99.91	0.55	2	2	2	2	2	2_large	2	0			True	True	
GCF_001557535.2	Burkholderia sp. PAMC 26561	Burkholderia	PAMC 26561	Burkholderia	9055344	59	8	3397021;1623425;1611937;793876;793818;601076;184640;49551	3397021	1623425	1611937	PacBIO RSII	99.57	2.24	8	6	6	6	3	4+_large	3	5	Chromosome	2	False	True	
GCF_001577465.1	Burkholderia sp. PAMC 28687	Burkholderia	PAMC 28687	Burkholderia	6881273	60	8	3260450;1696029;1495500;286935;62715;52585;20973;6086	3260450	1696029	1495500	PacBio	89.29	1.47	8	4	3	3	3	3_large	3	5	Chromosome	3	True	False	completeness<95
GCF_001606115.1	Burkholderia cenocepacia	Burkholderia	842	Burkholderia	8149696	67	4	3526250;3107451;1271875;244120	3526250	3107451	1271875	PacBio	98.49	3.72	4	4	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_001606135.1	Burkholderia cenocepacia	Burkholderia	895	Burkholderia	8731481	67	3	7459003;1072666;199812	7459003	1072666	199812	PacBio	98.99	3.62	3	2	2	2	2	2_large	2	1	Plasmid	pBcp895-1	True	True	
GCF_001611015.1	Paraburkholderia caribensis	Paraburkholderia	Bcrs1W	Paraburkholderia	9319993	62.5	3	3694000;3049409;2576584	3694000	3049409	2576584	Illumina MiSeq	99.5	1.04	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_001634365.1	Paraburkholderia phytofirmans OLGA172	Paraburkholderia	OLGA172	Paraburkholderia	8574890	61	5	4646070;3497621;271008;137323;22868	4646070	3497621	271008	PacBio RSII	99.94	1.7	5	3	2	2	2	2_large	2	3	Plasmid	pOLGA1	True	True	
GCF_001695715.1	Burkholderia pseudomallei	Burkholderia	M1	Burkholderia	7318076	68	2	4061776;3256300	4061776	3256300	0	Illumina; PacBio	98.42	1.1	2	2	2	2	2	2_large	2	0			True	True	
GCF_001695735.1	Burkholderia pseudomallei	Burkholderia	MS	Burkholderia	7313636	68	2	4059297;3254339	4059297	3254339	0	Illumina; PacBio	96.3	0.88	2	2	2	2	2	2_large	2	0			True	True	
GCF_001718295.1	Burkholderia thailandensis	Burkholderia	2003015869	Burkholderia	6729001	67.5	2	3762719;2966282	3762719	2966282	0	PacBio	100	0.06	2	2	2	2	2	2_large	2	0			True	True	
GCF_001718315.1	Burkholderia diffusa	Burkholderia	RF2-non-BP9	Burkholderia	6857833	66.5	3	3333368;2619120;905345	3333368	2619120	905345	PacBio	99.89	0.11	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_001718335.1	Burkholderia territorii	Burkholderia	RF8-non-BP5	Burkholderia	6902370	66.5	3	3421021;2466714;1014635	3421021	2466714	1014635	PacBio	99.89		3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_001718355.1	Burkholderia ubonensis	Burkholderia	RF23-BP41	Burkholderia	7961598	67	4	3724327;3052802;925790;258679	3724327	3052802	925790	PacBio	100	1.28	4	4	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_001718395.1	Burkholderia cepacia	Burkholderia	INT3-BP177	Burkholderia	7337382	67	2	3728457;3608925	3728457	3608925	0	PacBio	99.34	1.04	2	2	2	2	2	2_large	2	0			True	True	
GCF_001718415.1	Burkholderia pseudomultivorans	Burkholderia	SUB-INT23-BP2	Burkholderia	7956789	67.5	3	4849929;2995708;111152	4849929	2995708	111152	PacBio	100	0.53	3	2	2	2	2	2_large	2	1	Plasmid	pINT23	True	True	
GCF_001718495.1	Burkholderia vietnamiensis	Burkholderia	FL-2-3-30-S1-D0	Burkholderia	6815283	67	3	3257130;2428798;1129355	3257130	2428798	1129355	PacBio	99.57	0.43	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_001718515.1	Burkholderia cenocepacia	Burkholderia	FL-5-3-30-S1-D7	Burkholderia	6330751	67	2	3461321;2869430	3461321	2869430	0	PacBio			2	2	2	2	2	2_large	2	0			True	True	
GCF_001718535.1	Burkholderia seminalis	Burkholderia	FL-5-4-10-S1-D7	Burkholderia	7648944	67.5	3	3505262;3050136;1093546	3505262	3050136	1093546	PacBio	100		3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_001718555.1	Burkholderia metallica	Burkholderia	FL-6-5-30-S1-D7	Burkholderia	7424240	67	3	3556612;2967116;900512	3556612	2967116	900512	PacBio	100		3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_001718575.1	Burkholderia lata	Burkholderia	FL-7-5-30-S1-D0	Burkholderia	8354839	66.5	3	3756401;3386917;1211521	3756401	3386917	1211521	PacBio	100	1.27	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_001718595.1	Burkholderia thailandensis	Burkholderia	MSMB59	Burkholderia	6739530	67.5	2	3917337;2822193	3917337	2822193	0	PacBio	100	0.06	2	2	2	2	2	2_large	2	0			True	True	
GCF_001718615.1	Burkholderia thailandensis	Burkholderia	2002721121	Burkholderia	6767931	68	2	3827782;2940149	3827782	2940149	0	PacBio	97.81	0.38	2	2	2	2	2	2_large	2	0			True	True	
GCF_001718635.1	Burkholderia thailandensis	Burkholderia	2002721643	Burkholderia	6950257	67.5	3	3897156;2895326;157775	3897156	2895326	157775	PacBio	100	0.06	3	2	2	2	2	2_large	2	1	Plasmid	p2002721643	True	True	
GCF_001718655.1	Burkholderia ubonensis	Burkholderia	MSMB2035	Burkholderia	7235060	67	3	3935154;3000610;299296	3935154	3000610	299296	PacBio	100	1.76	3	3	2	2	2	2_large	2	1	Plasmid	pMSMB2035	True	True	
GCF_001718695.1	Burkholderia ubonensis	Burkholderia	MSMB0783	Burkholderia	6684845	67.5	3	3268347;2186651;1229847	3268347	2186651	1229847	PacBio	98.14	0.57	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_001718755.1	Burkholderia multivorans	Burkholderia	AU1185	Burkholderia	6620936	67	3	3525707;2533520;561709	3525707	2533520	561709	PacBio	98.55	0.9	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_001718775.1	Burkholderia vietnamiensis	Burkholderia	AU1233	Burkholderia	6835067	67	2	5577538;1257529	5577538	1257529	0	PacBio	99.15	0.43	2	2	2	2	2	2_large	2	0			True	True	
GCF_001718795.1	Burkholderia latens	Burkholderia	AU17928	Burkholderia	6614478	66.5	4	3331737;2339576;897684;45481	3331737	2339576	897684	PacBio	100		4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_001718815.1	Burkholderia vietnamiensis	Burkholderia	HI2297	Burkholderia	6764532	67	3	3308896;2215292;1240344	3308896	2215292	1240344	PacBio	100		3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_001718835.1	Burkholderia cepacia	Burkholderia	MSMB1184WGS	Burkholderia	8003631	66.5	3	3750729;3417004;835898	3750729	3417004	835898	PacBio	94.42	4.35	3	3	3	3	2	3_large	3	0	Chromosome	3	True	False	completeness<95
GCF_001718855.1	Burkholderia ubonensis	Burkholderia	MSMB1189WGS	Burkholderia	8028759	67	3	3756926;3435939;835894	3756926	3435939	835894	PacBio	100	1.07	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_001718875.1	Burkholderia singularis	Burkholderia	MSMB0175	Burkholderia	5705688	64.5	2	3663220;2042468	3663220	2042468	0	PacBio	99.36	1.55	2	2	2	2	2	2_large	2	0			True	True	
GCF_001718895.1	Burkholderia cenocepacia	Burkholderia	MSMB384WGS	Burkholderia	7780598	67.5	3	3588848;3069864;1121886	3588848	3069864	1121886	PacBio	98.87	1.48	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_001718915.1	Burkholderia vietnamiensis	Burkholderia	MSMB608WGS	Burkholderia	6891714	67	4	3322910;2229737;1210488;128579	3322910	2229737	1210488	PacBio	99.57	0.28	4	3	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_001718955.1	Burkholderia stagnalis	Burkholderia	MSMB735WGS	Burkholderia	7583807	67.5	3	3703595;3001569;878643	3703595	3001569	878643	PacBio	99.89	0.64	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_001718975.1	Burkholderia ubonensis	Burkholderia	MSMB1471WGS	Burkholderia	7463411	67.5	4	3531036;3094056;824232;14087	3531036	3094056	824232	PacBio	100	1.38	4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_001718995.1	Burkholderia multivorans	Burkholderia	MSMB1640WGS	Burkholderia	6845362	67	3	3451669;2493865;899828	3451669	2493865	899828	PacBio	99.01	1.61	3	3	3	3	2	3_large	3	0	Chromosome	3	True	True	
GCF_001729545.1	Burkholderia mallei	Burkholderia	Bahrain1	Burkholderia	5780166	68.5	2	3553991;2226175	3553991	2226175	0	PacBio	97.44	0.71	2	2	2	2	2	2_large	2	0			True	True	
GCF_001742165.1	Burkholderia stabilis	Burkholderia	ATCC BAA-67	Burkholderia	8527947	66.5	3	3886092;3318880;1322975	3886092	3318880	1322975	PacBio	99.07	0.49	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_001865575.2	Paraburkholderia sprentiae WSM5005	Paraburkholderia	WSM5005	Paraburkholderia	7840207	63	5	3645992;2641336;974091;487801;90987	3645992	2641336	974091	Illumina HiSeq; PacBio	99.94	0.15	5	4	4	3	2	4+_large	2	3	Plasmid	pl1WSM5005	False	True	
GCF_001885195.1	Burkholderia pseudomallei	Burkholderia	VB976100	Burkholderia	7281208	68	2	4090973;3190235	4090973	3190235	0	PacBio	97.95	1.28	2	2	2	2	2	2_large	2	0			True	True	
GCF_001887555.1	Burkholderia pseudomallei	Burkholderia	Burk178-Type1	Burkholderia	7290949	68	2	4054259;3236690	4054259	3236690	0	PacBio	98.48	0.97	2	2	2	2	2	2_large	2	0			True	True	
GCF_001887575.1	Burkholderia pseudomallei	Burkholderia	Burk178-Type2	Burkholderia	7290882	68	2	4054192;3236690	4054192	3236690	0	PacBio	98.26	0.97	2	2	2	2	2	2_large	2	0			True	True	
GCF_001922345.1	Paraburkholderia sp. SOS3	Paraburkholderia	SOS3	Paraburkholderia	7502907	63.5	3	4483385;2991945;27577	4483385	2991945	27577	PacBio	99.03	0.62	3	2	2	2	2	2_large	2	1	Plasmid	unnamed1	True	True	
GCF_001975065.1	Burkholderia pseudomallei	Burkholderia	MSHR7929	Burkholderia	7248498	68	2	3976360;3272138	3976360	3272138	0	PacBio; Illumina HiSeq	99.13	1.22	2	2	2	2	2	2_large	2	0			True	True	
GCF_001975085.1	Burkholderia pseudomallei	Burkholderia	MSHR6755	Burkholderia	7300607	68	2	4050877;3249730	4050877	3249730	0	PacBio; Illumina HiSeq	99.16	1.05	2	2	2	2	2	2_large	2	0			True	True	
GCF_001975105.1	Burkholderia pseudomallei	Burkholderia	MSHR5864	Burkholderia	7317380	68	2	4067698;3249682	4067698	3249682	0	PacBio; Illumina HiSeq	99.03	1.03	2	2	2	2	2	2_large	2	0			True	True	
GCF_001975125.1	Burkholderia pseudomallei	Burkholderia	MSHR4083	Burkholderia	7437059	68	2	4056633;3380426	4056633	3380426	0	PacBio; Illumina HiSeq	99.29	1.26	2	2	2	2	2	2_large	2	0			True	True	
GCF_001975145.1	Burkholderia pseudomallei	Burkholderia	MSHR3763	Burkholderia	7436980	68	2	4056707;3380273	4056707	3380273	0	PacBio; Illumina	99.29	1.26	2	2	2	2	2	2_large	2	0			True	True	
GCF_001980585.2	Burkholderia pseudomallei	Burkholderia	MSHR5089	Burkholderia	6998496	68	2	3880126;3118370	3880126	3118370	0	Oxford Nanopore MinION	98.1	1.04	2	2	2	2	2	2_large	2	0			True	True	
GCF_001999785.1	Burkholderia cenocepacia	Burkholderia	VC7848	Burkholderia	7499459	67	1	7499459	7499459	0	0	PacBio	98.33	1.02	1	1	1	1	1	1_large	1	0			True	True	
GCF_001999825.1	Burkholderia cenocepacia	Burkholderia	VC12802	Burkholderia	7394909	67	2	6339862;1055047	6339862	1055047	0	PacBio	98.12	0.95	2	2	2	2	2	2_large	2	0			True	True	
GCF_001999885.1	Burkholderia cenocepacia	Burkholderia	VC12308	Burkholderia	7634498	67	4	3668000;2984720;964521;17257	3668000	2984720	964521	PacBio	98.55	1.79	4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_002007585.1	Burkholderia cenocepacia	Burkholderia	CR318	Burkholderia	7664894	67	3	3511146;3097552;1056196	3511146	3097552	1056196	Sanger dideoxy sequencing; Illumina	98.53	1.95	3	3	3	3	3	3_large	3	0	Chromosome	3	True	True	
GCF_002097715.1	Burkholderia ubonensis subsp. mesacidophila	Burkholderia	ATCC 31433	Burkholderia	7840830	67	4	3737663;3308659;641159;153349	3737663	3308659	641159	PacBio	99.47	2.64	4	3	3	3	2	3_large	3	1	Chromosome	3	True	True	
GCF_002110945.1	Burkholderia pseudomallei	Burkholderia	2008724734	Burkholderia	7482386	68	2	4195298;3287088	4195298	3287088	0	PacBio	98.38	1.85	2	2	2	2	2	2_large	2	0			True	True	
GCF_002110965.1	Burkholderia pseudomallei	Burkholderia	2011756295	Burkholderia	7498324	68	2	4224888;3273436	4224888	3273436	0	PacBio	98.36	1.4	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111005.1	Burkholderia pseudomallei	Burkholderia	2013746878	Burkholderia	7330383	68	2	4062516;3267867	4062516	3267867	0	PacBio	98.7	1.34	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111025.1	Burkholderia pseudomallei	Burkholderia	2013833055	Burkholderia	7343829	68	2	4077823;3266006	4077823	3266006	0	PacBio	99.19	1.4	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111045.1	Burkholderia pseudomallei	Burkholderia	3000015237	Burkholderia	7319687	68	2	4056450;3263237	4056450	3263237	0	PacBio	98.51	1.2	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111085.1	Burkholderia pseudomallei	Burkholderia	2002721184	Burkholderia	7382136	68	2	4121819;3260317	4121819	3260317	0	PacBio	99.13	1.17	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111105.1	Burkholderia pseudomallei	Burkholderia	2002734728	Burkholderia	7234496	68	2	4149750;3084746	4149750	3084746	0	PacBio	98.58	1.27	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111125.1	Burkholderia pseudomallei	Burkholderia	2008724860	Burkholderia	7542656	68	3	4032598;3212183;297875	4032598	3212183	297875	PacBio	98.65	2.86	3	3	2	2	2	2_large	2	1	Plasmid	p1	True	True	
GCF_002111145.1	Burkholderia pseudomallei	Burkholderia	2010007509	Burkholderia	7186084	68	2	4047168;3138916	4047168	3138916	0	PacBio	98.76	1.45	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111165.1	Burkholderia pseudomallei	Burkholderia	2011756189	Burkholderia	7344971	68	2	4099199;3245772	4099199	3245772	0	PacBio	99.1	1.07	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111205.1	Burkholderia pseudomallei	Burkholderia	2013746777	Burkholderia	7270495	68	2	4191510;3078985	4191510	3078985	0	PacBio	98.8	1.27	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111225.1	Burkholderia pseudomallei	Burkholderia	2013746811	Burkholderia	7200858	68	2	4012048;3188810	4012048	3188810	0	PacBio	95.19	1.02	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111245.1	Burkholderia pseudomallei	Burkholderia	2013746877	Burkholderia	7330290	68	2	4062501;3267789	4062501	3267789	0	PacBio	97.01	1.4	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111265.1	Burkholderia pseudomallei	Burkholderia	2013833057	Burkholderia	7343602	68	2	4077668;3265934	4077668	3265934	0	PacBio	99.05	1.4	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111285.1	Burkholderia pseudomallei	Burkholderia	3000047530	Burkholderia	7436525	68	2	4191431;3245094	4191431	3245094	0	PacBio	96.46	1.61	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111305.1	Burkholderia pseudomallei	Burkholderia	3000465972	Burkholderia	7428404	68	2	4121864;3306540	4121864	3306540	0	PacBio	98.59	1.51	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111325.1	Burkholderia pseudomallei	Burkholderia	2002721123	Burkholderia	7235491	68	2	4027562;3207929	4027562	3207929	0	PacBio	98.75	1.78	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111345.1	Burkholderia pseudomallei	Burkholderia	2002721171	Burkholderia	7191137	68	2	4046807;3144330	4046807	3144330	0	PacBio	99.14	1.71	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111365.1	Burkholderia pseudomallei	Burkholderia	2008724758	Burkholderia	7383789	68	2	4135235;3248554	4135235	3248554	0	PacBio	98.36	1.25	2	2	2	2	2	2_large	2	0			True	True	
GCF_002111385.1	Burkholderia pseudomallei	Burkholderia	3000015486	Burkholderia	7447673	68	2	4177999;3269674	4177999	3269674	0	PacBio	98.79	1.8	2	2	2	2	2	2_large	2	0			True	True	
GCF_002208175.1	Burkholderia gladioli pv. gladioli	Burkholderia	KACC 11889	Burkholderia	8854837	67.5	5	4668350;3922845;210524;26639;26479	4668350	3922845	210524	PacBio	99.3	1.98	5	3	2	2	2	2_large	2	3	Plasmid	pls1	True	True	
GCF_002209085.2	Burkholderia cepacia	Burkholderia	FDAARGOS_345	Burkholderia	8569854	66.5	4	3779906;3397795;1187984;204169	3779906	3397795	1187984	PacBio; Illumina	99.97	1.46	4	4	3	3	3	3_large	3	1	Chromosome	3	True	True	
GCF_002278075.1	Paraburkholderia aromaticivorans	Paraburkholderia	BN5	Paraburkholderia	8907716	63	8	4378888;2992211;664981;489416;162757;152437;39532;27494	4378888	2992211	664981	PacBio	99.94	0.25	8	4	4	3	2	4+_large	2	6	Plasmid	pBN1	False	True	
GCF_002345985.1	Burkholderia mallei	Burkholderia	Turkey1	Burkholderia	5591869	68.5	2	3471563;2120306	3471563	2120306	0	PacBio	96.15	0.84	2	2	2	2	2	2_large	2	0			True	True	
GCF_002346005.1	Burkholderia mallei	Burkholderia	Turkey10	Burkholderia	5728982	68.5	2	3623703;2105279	3623703	2105279	0	PacBio	94.81	3.69	2	2	2	2	2	2_large	2	0			True	False	completeness<95
GCF_002346025.1	Burkholderia mallei	Burkholderia	Turkey2	Burkholderia	5592049	68.5	2	3471484;2120565	3471484	2120565	0	PacBio	96.43	0.84	2	2	2	2	2	2_large	2	0			True	True	
