region	contig	region_product	protein_id	gene	product	feature	start	end	strand	length_bp	gene_kind	in_protocluster_core	logFC	adj.P.Val	category	direction	mibig_accession	mibig_similarity
chr1.region005	chr1	arylpolyene	AC1V0C_14665	phaP	TIGR01841 family phasin	CDS	3144856	3145440	-	585		False	-3.82792874846205	6.21882163573937e-07	significant	up in MF6	BGC0000866.5	0.656
chr1.region005	chr1	arylpolyene	AC1V0C_14670		ParA family protein	CDS	3145938	3146702	-	765	other	False	-0.632247338629377	0.0017730696742511	significant	up in MF6	BGC0000866.5	0.656
chr1.region005	chr1	arylpolyene	AC1V0C_14675		DNA-3-methyladenine glycosylase	CDS	3146816	3147439	-	624		False			not_quantified		BGC0000866.5	0.656
chr1.region005	chr1	arylpolyene	AC1V0C_14680	mug	G/U mismatch-specific DNA glycosylase	CDS	3147426	3147956	-	531		False			not_quantified		BGC0000866.5	0.656
chr1.region005	chr1	arylpolyene	AC1V0C_14685		single-stranded DNA-binding protein	CDS	3148079	3148630	-	552		False	-0.145735969344216	0.129198220726106	nonsig	up in MF6	BGC0000866.5	0.656
chr1.region005	chr1	arylpolyene	AC1V0C_14690		MFS transporter	CDS	3148731	3149918	-	1188	transport	False			not_quantified		BGC0000866.5	0.656
chr1.region005	chr1	arylpolyene	AC1V0C_14695	uvrA	excinuclease ABC subunit UvrA	CDS	3150182	3153067	+	2886	transport	False	0.030808340124107	0.660540407485982	nonsig	up in MF6C	BGC0000866.5	0.656
chr1.region005	chr1	arylpolyene	AC1V0C_14700		AI-2E family transporter	CDS	3153307	3154389	+	1083		False	0.730153464294084	0.0086725236160943	significant	up in MF6C	BGC0000866.5	0.656
chr1.region005	chr1	arylpolyene	AC1V0C_14705	purU	formyltetrahydrofolate deformylase	CDS	3154483	3155367	-	885	biosynthetic-additional	False	-0.445140389782285	0.0008678599257401	significant	up in MF6	BGC0000866.5	0.656
chr1.region005	chr1	arylpolyene	AC1V0C_14710		NUDIX hydrolase	CDS	3155448	3156314	-	867		False	-0.264174543098228	0.0888228970601666	nonsig	up in MF6	BGC0000866.5	0.656
chr1.region005	chr1	arylpolyene	AC1V0C_14715		LysE family translocator	CDS	3156320	3156934	-	615	transport	False			not_quantified		BGC0000866.5	0.656
chr1.region005	chr1	arylpolyene	AC1V0C_14720		adenine phosphoribosyltransferase	CDS	3157013	3157579	-	567		False	-0.42737066043513	0.0326611126036454	significant	up in MF6	BGC0000866.5	0.656
chr1.region005	chr1	arylpolyene	AC1V0C_14725		monovalent cation:proton antiporter family protein	CDS	3157656	3159662	-	2007	transport	False	-0.285860818672045	0.0703445559410135	nonsig	up in MF6	BGC0000866.5	0.656
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30515	ampC	class C beta-lactamase	CDS	110954	112129	+	1176	biosynthetic-additional	False			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30520		hypothetical protein	CDS	112373	112666	+	294		False			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30525		DUF4148 domain-containing protein	CDS	112668	113012	-	345		False			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30530		aldo/keto reductase	CDS	113344	114363	+	1020	biosynthetic-additional	False	-0.275814988323575	0.0702813544386542	nonsig	up in MF6	BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30535		SRPBCC family protein	CDS	114366	114566	+	201		False			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30540		LysR family transcriptional regulator	CDS	114645	115550	-	906	regulatory	False			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30545		ABC transporter substrate-binding protein	CDS	115657	116439	-	783	biosynthetic-additional	False	2.64694976246152	2.80345830439118e-05	significant	up in MF6C	BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30550		FAD/NAD(P)-dependent oxidoreductase	CDS	116480	117916	-	1437	biosynthetic	True			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30555		(2Fe-2S)-binding protein	CDS	117913	118212	-	300	biosynthetic	True			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30560		NAD(P)/FAD-dependent oxidoreductase	CDS	118205	119329	-	1125	biosynthetic	True			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30565		LysR substrate-binding domain-containing protein	CDS	119479	120393	+	915	regulatory	False	0.341757725054983	0.0898704482142937	nonsig	up in MF6C	BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30570	shc	squalene--hopene cyclase	CDS	120458	122518	-	2061	biosynthetic	True			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30575		TetR/AcrR family transcriptional regulator	CDS	122572	123255	+	684	regulatory	False	1.13036504575128	0.0023475589154594	significant	up in MF6C	BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30580		aldo/keto reductase	CDS	123272	123520	-	249		False			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30585		flavodoxin family protein	CDS	123693	124286	-	594		False			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30590		LysR family transcriptional regulator	CDS	124403	125308	+	906	regulatory	False	0.109139046211894	0.579648175882902	nonsig	up in MF6C	BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30595		LysR substrate-binding domain-containing protein	CDS	125363	126256	-	894	regulatory	False			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30600		sugar ABC transporter	CDS	126406	126936	+	531		False			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30605		hypothetical protein	CDS	126929	127255	+	327		False			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30610		MBL fold metallo-hydrolase	CDS	127274	128119	+	846	biosynthetic-additional	False			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30615		methyl-accepting chemotaxis protein	CDS	128465	130030	+	1566	other	False			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30620		DUF3224 domain-containing protein	CDS	130040	130447	-	408		False	-0.0655195038633778	0.668891546534198	nonsig	up in MF6	BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30625		acetoacetate decarboxylase	CDS	130791	131171	+	381		False			not_quantified		BGC0002345.2	0.414
chr3.region001	chr3	terpene, hydrogen-cyanide	AC1V0C_30630		saccharopine dehydrogenase family protein	CDS	131215	132465	+	1251		False	1.60714543878452	3.75119840586695e-06	significant	up in MF6C	BGC0002345.2	0.414
chr3.region002	chr3	T1PKS	AC1V0C_30995		response regulator transcription factor	CDS	208397	209230	-	834	regulatory	False			missing_in_A		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31000		hypothetical protein	CDS	209834	210289	+	456		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31005		YadA-like family protein	CDS	210700	214926	+	4227		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31010		OmpA family protein	CDS	215058	215720	+	663		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31015		hypothetical protein	CDS	216037	216354	+	318		False			missing_in_A		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31020		hypothetical protein	CDS	216621	216809	-	189		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31025		DUF3820 family protein	CDS	217121	217336	+	216		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31030		DUF1269 domain-containing protein	CDS	217485	217994	+	510		False	-0.397656032374826	0.31989744030573	nonsig	up in MF6	BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31035		hypothetical protein	CDS	218209	218724	+	516		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31040		c-type cytochrome	CDS	218829	219980	+	1152		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31045	ctaD	cytochrome c oxidase subunit I	CDS	219994	221748	+	1755		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31050		cytochrome c oxidase subunit 3	CDS	221745	222356	+	612		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31055		heme-copper oxidase subunit III family protein	CDS	222353	223072	+	720		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31060		cytochrome C oxidase subunit IV family protein	CDS	223081	223422	+	342		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31065		high-potential iron-sulfur protein	CDS	223479	223799	+	321		False	-0.154819296727613	0.676806696829104	nonsig	up in MF6	BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31070		MaoC family dehydratase	CDS	224051	224521	-	471		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31075		carboxymuconolactone decarboxylase family protein	CDS	224580	225671	-	1092		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31080		SDR family NAD(P)-dependent oxidoreductase	CDS	225925	226683	+	759	biosynthetic-additional	False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31085	ccrA	crotonyl-CoA carboxylase/reductase	CDS	226758	228035	+	1278	biosynthetic-additional	False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31090		type I polyketide synthase	CDS	228068	231946	+	3879	biosynthetic	True			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31095		acyl carrier protein	CDS	232028	232357	+	330	biosynthetic-additional	False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31100		beta-ketoacyl-ACP synthase III	CDS	232424	233416	+	993	biosynthetic-additional	False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31105		EAL domain-containing protein	CDS	233739	234539	-	801		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31110		sensor histidine kinase	CDS	235204	237342	+	2139	regulatory	False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31115		LabA-like NYN domain-containing protein	CDS	237380	238189	-	810		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31120		OmpA family protein	CDS	238469	239311	-	843		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31125		YadA-like family protein	CDS	239371	243243	-	3873		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31130		hypothetical protein	CDS	243328	243591	-	264		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31135		hypothetical protein	CDS	244079	244321	-	243		False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31140		response regulator transcription factor	CDS	244318	245067	-	750	regulatory	False			not_quantified		BGC0001273.3	0.638
chr3.region002	chr3	T1PKS	AC1V0C_31145	uvrA	excinuclease ABC subunit UvrA	CDS	245516	251410	+	5895	transport	False	-0.188018690200131	0.0253203033534402	significant	up in MF6	BGC0001273.3	0.638
chr3.region003	chr3	terpene	AC1V0C_32810		NAD(P)/FAD-dependent oxidoreductase	CDS	615054	615947	-	894	biosynthetic-additional	False			missing_in_B		BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32815		hypothetical protein	CDS	615928	616140	+	213		False			not_quantified		BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32820		TetR/AcrR family transcriptional regulator	CDS	616224	616856	+	633	regulatory	False			not_quantified		BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32825		benzaldehyde dehydrogenase	CDS	617155	618624	+	1470	biosynthetic-additional	False	0.599493886056909	0.0142721982896694	significant	up in MF6C	BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32830		NAD(P)-dependent alcohol dehydrogenase	CDS	618638	619765	+	1128	biosynthetic-additional	False	0.282939961932577	0.0195994612572478	significant	up in MF6C	BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32835		helix-turn-helix domain-containing protein	CDS	619933	621102	+	1170		False			not_quantified		BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32840		sugar transporter	CDS	621137	622321	-	1185	transport	False			not_quantified		BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32845		HAD family hydrolase	CDS	622524	623198	+	675	biosynthetic-additional	False	0.657626644880672	0.0001465099917626	significant	up in MF6C	BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32850		SAM-dependent methyltransferase	CDS	623779	624741	+	963	biosynthetic-additional	False	3.58335372440588	1.45907608210394e-07	significant	up in MF6C	BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32855		terpene synthase family protein	CDS	624755	625849	+	1095	biosynthetic	True	2.92339924819133	1.96304166616643e-06	significant	up in MF6C	BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32860		Rieske 2Fe-2S domain-containing protein	CDS	625862	626917	+	1056		False	2.21116982798705	1.03385287818763e-05	significant	up in MF6C	BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32865		Rieske (2Fe-2S) protein	CDS	626914	627966	+	1053		False			not_quantified		BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32870		succinate dehydrogenase/fumarate reductase iron-sulfur subunit	CDS	628002	628709	-	708		False			not_quantified		BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32875		DUF6566 family protein	CDS	628801	629043	-	243		False			not_quantified		BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32880		MgtC/SapB family protein	CDS	629221	629916	+	696		False			not_quantified		BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32885		hypothetical protein	CDS	629913	630251	+	339		False			not_quantified		BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32890		VTT domain-containing protein	CDS	630248	632446	+	2199		False			not_quantified		BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32895		endonuclease/exonuclease/phosphatase family protein	CDS	632437	633228	+	792		False			not_quantified		BGC0002283.2	0.512
chr3.region003	chr3	terpene	AC1V0C_32900		phage protein NinX family protein	CDS	633258	633746	+	489		False			not_quantified		BGC0002283.2	0.512
chr3.region004	chr3	RiPP-like	AC1V0C_33230		aminotransferase-like domain-containing protein	CDS	707681	709105	-	1425	biosynthetic-additional	False			not_quantified		BGC0001488.3	0.309
chr3.region004	chr3	RiPP-like	AC1V0C_33235		hypothetical protein	CDS	709467	709715	-	249		False			not_quantified		BGC0001488.3	0.309
chr3.region004	chr3	RiPP-like	AC1V0C_33240		DUF1269 domain-containing protein	CDS	709751	710206	-	456		False	0.164147034180004	0.480302048478791	nonsig	up in MF6C	BGC0001488.3	0.309
chr3.region004	chr3	RiPP-like	AC1V0C_33245		phosphate-starvation-inducible protein PsiE	CDS	710294	710746	-	453		False			not_quantified		BGC0001488.3	0.309
chr3.region004	chr3	RiPP-like	AC1V0C_33250		LysR family transcriptional regulator	CDS	710743	711120	-	378	regulatory	False			not_quantified		BGC0001488.3	0.309
chr3.region004	chr3	RiPP-like	AC1V0C_33255		Dyp-type peroxidase	CDS	711557	712636	+	1080		False	-1.25799328867964	5.7424137922883e-05	significant	up in MF6	BGC0001488.3	0.309
chr3.region004	chr3	RiPP-like	AC1V0C_33260		family 1 encapsulin nanocompartment shell protein	CDS	712629	713444	+	816	biosynthetic	True	-0.795875317637392	2.71275989138053e-05	significant	up in MF6	BGC0001488.3	0.309
chr3.region004	chr3	RiPP-like	AC1V0C_33265		hypothetical protein	CDS	713547	713816	+	270		False			not_quantified		BGC0001488.3	0.309
chr3.region004	chr3	RiPP-like	AC1V0C_33270		ATP-dependent Clp protease ATP-binding subunit	CDS	714333	717176	+	2844	other	False	-0.739885910944107	1.53794077157311e-05	significant	up in MF6	BGC0001488.3	0.309
chr3.region005	chr3	other	AC1V0C_33835		efflux RND transporter periplasmic adaptor subunit	CDS	840654	842051	+	1398	transport	False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33840		efflux transporter outer membrane subunit	CDS	842083	843624	+	1542	transport	False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33845	asnB	asparagine synthase (glutamine-hydrolyzing)	CDS	844033	845853	+	1821	biosynthetic-additional	False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33850		heavy metal sensor histidine kinase	CDS	845917	847377	-	1461	regulatory	False	0.315481578716994	0.0903687762126775	nonsig	up in MF6C	BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33855		heavy metal response regulator transcription factor	CDS	847374	848051	-	678	regulatory	False	0.277392776774821	0.110602768261874	nonsig	up in MF6C	BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33860		hypothetical protein	CDS	848352	848825	-	474		False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33865		MFS transporter	CDS	848916	850202	-	1287	transport	False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33870		M20 family metallopeptidase	CDS	850251	851675	-	1425	biosynthetic-additional	False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33875		LysR family transcriptional regulator	CDS	851809	852705	+	897	regulatory	False	1.08668045603045	2.33075132961262e-05	significant	up in MF6C	BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33880		pyruvate dehydrogenase (acetyl-transferring), homodimeric type	CDS	852892	853281	-	390		False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33885		1-aminocyclopropane-1-carboxylate deaminase	CDS	853354	854370	-	1017	biosynthetic-additional	False	-0.688503364795316	5.94908669925642e-05	significant	up in MF6	BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33890		Lrp/AsnC family transcriptional regulator	CDS	854541	855053	+	513	regulatory	False	-0.542375406872537	0.186285405169477	nonsig	up in MF6	BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33895	prnD	aminopyrrolnitrin oxygenase PrnD	CDS	855240	856334	-	1095		False	-1.55692136803341	1.49478585317429e-05	significant	up in MF6	BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33900	prnC	monodechloroaminopyrrolnitrin halogenase PrnC	CDS	856359	858059	-	1701	biosynthetic-additional	False	-1.96254715613371	5.74355717551602e-05	significant	up in MF6	BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33905	prnB	monodechloroaminopyrrolnitrin synthase PrnB	CDS	858114	859199	-	1086	biosynthetic	True	-1.4867607421904	5.99690784097597e-06	significant	up in MF6	BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33910	prnA	tryptophan 7-halogenase PrnA	CDS	859199	860815	-	1617	biosynthetic-additional	False	-2.90412020336255	4.05650743953981e-07	significant	up in MF6	BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33915		LysE family translocator	CDS	861610	862212	+	603	transport	False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33920		hypothetical protein	CDS	862415	862642	+	228		False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33925		hypothetical protein	CDS	862727	863731	-	1005		False	-0.0203776026740705	0.920886430472123	nonsig	up in MF6	BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33930		hypothetical protein	CDS	864322	864834	+	513		False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33935		hypothetical protein	CDS	865150	865857	-	708		False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33940	rbsK	ribokinase	CDS	866061	866987	+	927	biosynthetic-additional	False	-0.596534129742338	0.0007465337078102	significant	up in MF6	BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33945	fucP	L-fucose:H+ symporter permease	CDS	867028	868401	+	1374	transport	False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33950		aldose 1-epimerase family protein	CDS	868404	869456	+	1053		False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33955	deoR	DNA-binding transcriptional repressor DeoR	CDS	869488	870258	-	771		False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33960	deoC	deoxyribose-phosphate aldolase	CDS	870405	871085	+	681		False	-0.669546746965445	0.0007199077620198	significant	up in MF6	BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33965		N-acyl homoserine lactonase	CDS	871118	872098	-	981		False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33970		YadA family autotransporter adhesin	CDS	872521	875739	-	3219		False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33975		hypothetical protein	CDS	876006	876284	+	279		False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33980		N-acyl homoserine lactonase	CDS	876281	877192	+	912		False			not_quantified		BGC0000924.5	0.884
chr3.region005	chr3	other	AC1V0C_33985		response regulator	CDS	877877	878518	+	642	regulatory	False			not_quantified		BGC0000924.5	0.884
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34330		hypothetical protein	CDS	959481	960152	+	672		False			not_quantified		BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34335		hypothetical protein	CDS	960294	960668	+	375		False			not_quantified		BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34340		3-hydroxybutyryl-CoA dehydrogenase	CDS	960784	961638	-	855	biosynthetic-additional	False	0.811764592672493	2.49420090896021e-05	significant	up in MF6C	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34345	bktB	beta-ketothiolase BktB	CDS	961677	962870	-	1194	biosynthetic-additional	False	0.311725686480884	0.0088915831508037	significant	up in MF6C	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34350		electron transfer flavoprotein-ubiquinone oxidoreductase	CDS	962919	964547	-	1629		False			not_quantified		BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34355		acyl-CoA dehydrogenase	CDS	964628	966418	-	1791	biosynthetic-additional	False	0.15922613409743	0.128933775176082	nonsig	up in MF6C	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34360		AraC family transcriptional regulator	CDS	966841	967959	-	1119		False			not_quantified		BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34365		AMP-binding protein	CDS	968008	969642	-	1635	biosynthetic-additional	False	-0.249419148068391	0.17810268242063	nonsig	up in MF6	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34370		AraC family transcriptional regulator	CDS	969955	971055	+	1101	regulatory	False	0.466477935186177	0.0040713953019697	significant	up in MF6C	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34375		sensor histidine kinase	CDS	971072	972604	-	1533	regulatory	False	0.42636632598229	0.0280658205299788	significant	up in MF6C	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34380		response regulator transcription factor	CDS	972604	973323	-	720	regulatory	False	0.0043761525574126	0.977751034792944	nonsig	up in MF6C	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34385		aspartyl/asparaginyl beta-hydroxylase domain-containing protein	CDS	973731	974537	-	807		False	-6.05000092233122	2.50212897113468e-06	significant	up in MF6	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34390		MFS transporter	CDS	974644	975891	-	1248	transport	False			not_quantified		BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34395		GNAT family N-acetyltransferase	CDS	975888	976331	-	444		False	-1.73158552196051	1.53941003339608e-06	significant	up in MF6	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34400		serine hydrolase domain-containing protein	CDS	976312	977784	-	1473	biosynthetic-additional	False	-1.93824312242899	9.21891459874302e-07	significant	up in MF6	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34405		MBL fold metallo-hydrolase	CDS	977850	979445	-	1596		False	-2.78159712414503	4.80435967515295e-06	significant	up in MF6	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34410		amino acid adenylation domain-containing protein	CDS	979447	993468	-	14022	biosynthetic	True	-5.03680264007398	6.79826464930433e-07	significant	up in MF6	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34415		non-ribosomal peptide synthetase	CDS	993468	996716	-	3249	biosynthetic	True	-4.20325693919967	7.25186597297354e-06	significant	up in MF6	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34420		hypothetical protein	CDS	996787	998196	-	1410		False	-1.64137794694784	3.87725401031534e-06	significant	up in MF6	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34425		cupin-like domain-containing protein	CDS	998267	999157	-	891		False	-1.83711805670382	6.21882163573937e-07	significant	up in MF6	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34430		MBL fold metallo-hydrolase	CDS	999183	1000511	-	1329		False	-2.37261410729566	4.03239165339991e-07	significant	up in MF6	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34435		MbtH family protein	CDS	1000740	1000949	-	210	biosynthetic-additional	False	-4.58059567512453	1.1466992320187e-06	significant	up in MF6	BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34440		thioesterase II family protein	CDS	1001279	1002076	+	798	biosynthetic-additional	False			not_quantified		BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34445		putative bifunctional diguanylate cyclase/phosphodiesterase	CDS	1002151	1004232	-	2082	biosynthetic-additional	False			not_quantified		BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34450		porin	CDS	1004468	1005541	-	1074		False			not_quantified		BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34455		MFS transporter	CDS	1005729	1007171	-	1443	transport	False			not_quantified		BGC0001825.4	0.787
chr3.region006	chr3	NRPS, T1PKS	AC1V0C_34460		dihydrodipicolinate synthase family protein	CDS	1007406	1008329	-	924		False			not_quantified		BGC0001825.4	0.787
